,ticker,change,change_percent,day_open,day_high,day_low,day_close,day_volume,day_vwap,last_trade_conditions,last_trade_id,last_trade_price,last_trade_size,last_trade_exchange,last_trade_timestamp,min_open,min_high,min_low,min_close,min_volume,prev_open,prev_high,prev_low,prev_close,prev_volume,prev_vwap
116,X:TRUUSD,0.0011999999999999997,2.5423728813559316,0.0472,0.0487,0.0464,0.0484,1943932.7154394728,0.04775,[1],3358273,0.0484,3925.5,1.0,1684276527660,0.0484,0.0484,0.0484,0.0484,3925.5,0.0466,0.0485,0.0454,0.0472,2420311.27051467,0.0475
117,X:NKNUSD,0.0012999999999999956,1.3415892672858571,0.0973,0.0983,0.0956,0.0982,389059.4000000006,0.09677,[2],8513403,0.0982,10.5,1.0,1684276760038,0.0982,0.0982,0.0982,0.0982,10.5,0.0943,0.0976,0.093,0.0969,720545.7000000005,0.0956
118,X:REPUSD,-0.0387000000000004,-0.572959848395126,6.7518,7.2112,6.5061,6.7157,3898.92728015,6.8318,[1],1365863167,6.7157,3.3,2.0,1684264238811,7.017,7.1048,7.017,7.017,0.75877272,7.0893,7.1227,6.5019,6.7544,280.99271581,6.8657
119,X:KAVAUSD,-0.07500000000000007,-7.472352296502946,1.0042,1.0042,0.9261,0.9287,685761.396696304,0.9669,[1],814698,0.9287,4.25,1.0,1684276992914,0.9287,0.9287,0.9287,0.9287,4.25,1.0022,1.0465,0.9854,1.0037,762034.9401795865,1.0083
120,X:LRCUSD,0.00379999999999997,1.2982576016398941,0.2932,0.297,0.289,0.2965,1416457.8849360042,0.2929,[2],35446277,0.2965,1.0,1.0,1684276983948,0.2965,0.2965,0.2965,0.2965,175.424361,0.2892,0.29553,0.2832,0.2927,1536666.0404487995,0.2914
121,X:LTCAUD,3.8799999999999955,2.9910576626580294,130.13,135.4,128.61,133.6,120.88424507,131.9544,[1],5e76d310-b679-42b9-9263-4ca7201a04bf,133.6,0.06,23.0,1684267523639,133.6,133.6,133.6,133.6,0.06,125.42,131.89,124.56,129.72,238.39318724,129.8519
122,X:UDCUSD,-9.999999999998899e-05,-0.009994003597840195,1.0006,1.0007,1.0005,1.0005,423945.7599393918,1.0006,[1],1365821425,1.0005,149.91025386,2.0,1684258908515,1.0005,1.0005,1.0005,1.0005,24660.0,1.0003,1.0007,1.0002,1.0006,64971.38265701,1.0005
123,X:SUSHIUSD,0.005099999999999993,0.5730981009102138,0.8898,0.9021,0.8646,0.895,635252.5959768286,0.8883,[2],12002311,0.895,110.0,1.0,1684276633532,0.8951,0.8951,0.895,0.895,110.74,0.8974,0.91402,0.8848,0.8899,766637.0267024399,0.9009
124,X:FOXUSD,-0.00020000000000000226,-0.8163265306122541,0.0246,0.025,0.0241,0.0243,479413.7000000014,0.02442,[1],1704609,0.0243,57.1,1.0,1684276807140,0.0243,0.0243,0.0243,0.0243,2057.1,0.0251,0.0253,0.0243,0.0245,905018.3999999998,0.0249
125,X:WAVESUSD,0.013800000000000034,0.8673790069138928,1.5878,1.6215,1.5852,1.6048,10375.88500675,1.6016,[2],1be2b716-b44b-4356-8764-0488d7a2a659,1.6048,62.04057409,23.0,1684271953976,1.6045,1.6048,1.6045,1.6048,311.44886009,1.5517,1.6198,1.5263,1.591,9002.188413609998,1.5865
126,X:DOTUSD,-0.020400000000000418,-0.3840072283713654,5.313,5.338,5.2339,5.292,645471.2841726234,5.279,[1],25384883,5.292,0.181,1.0,1684277009479,5.29,5.292,5.2889,5.292,540.497,5.353,5.435,5.2654,5.3124,477385.88574791915,5.3726
127,X:BCHUSD,0.75,0.6462731581214994,116.02,117.66,114.05,116.8,25203.18074959,115.9453,[1],47397660,116.8,0.11452094,1.0,1684277040238,116.77,116.8,116.74,116.8,1.60571821,115.25,120.93,114.31,116.05,39772.655286200315,117.8862
128,X:QNTUSD,0.4000000000000057,0.3788955195604866,105.57,107.91,104.98,105.97,8319.20859883,105.9219,[2],13835118,105.97,0.018,1.0,1684276986809,105.97,105.97,105.97,105.97,0.018,107.19,110.04,105.34,105.57,11440.624490170047,107.689
129,X:LCXUSD,-0.0008000000000000021,-1.484230055658631,0.0537,0.05457,0.05147,0.0531,2685547.0153465862,0.05312,[1],5509186,0.0531,519.6,1.0,1684277037627,0.0531,0.0531,0.0531,0.0531,519.6,0.0516,0.05442,0.0506,0.0539,2716427.0850420822,0.0524
130,X:SNXUSD,0.05520000000000014,2.6313280579654945,2.094,2.167,2.063,2.153,204534.05585991,2.1096,[1],35a002ee-1854-4fd1-84af-569ca7ff49ed,2.153,116.11704598,23.0,1684276869821,2.153,2.153,2.153,2.153,116.11704598,2.064,2.132,2.025,2.0978,166181.2187144803,2.1028
131,X:ALGOUSD,0.0030000000000000027,1.7985611510791384,0.1669,0.17061,0.1647,0.1698,8945392.010202156,0.1681,[1],64292128,0.1698,29.3,1.0,1684277033245,0.16969,0.1698,0.16969,0.1698,188.3,0.1632,0.1688,0.1609,0.1668,13813976.09386463,0.1661
132,X:TRBUSD,0.1899999999999995,1.5952980688497018,11.93,12.2,11.76,12.1,9716.407,11.9725,[2],3389261,12.1,5.781,1.0,1684276804691,12.1,12.1,12.1,12.1,12.381,11.56,12.01,11.34,11.91,3861.773999999999,11.7677
133,X:NEOUSD,-0.09750000000000014,-1.0456661161279268,9.3227,9.3801,9.1818,9.2267,3915.16251669,9.2688,[2],1365753878,9.2267,42.0,2.0,1684253050799,9.3258,9.3264,9.3229,9.3258,347.88168132,9.0978,9.4174,8.9448,9.3242,7734.082922470003,9.2748
134,X:AMPUSD,-1.0000000000000026e-05,-0.33557046979865857,0.00297,0.00309,0.00291,0.00297,89746294.92039986,0.002969,[1],33327222,0.00297,19876.0,1.0,1684277026856,0.00297,0.00297,0.00295,0.00297,30185.0,0.00293,1.0408,0.00291,0.00298,76296879.9674101,0.003
135,X:NCTUSD,-0.00012000000000000031,-1.321585903083704,0.00908,0.00915,0.00887,0.00896,2260724.0,0.009004,[2],4047202,0.00896,618.0,1.0,1684276317525,0.00896,0.00896,0.00896,0.00896,618.0,0.00875,0.00924,0.00871,0.00908,5383921.0,0.0089
136,X:ICPUSD,-0.006999999999999673,-0.13366431162878886,5.235,5.479,5.155,5.23,373424.6425513833,5.2259,[1],26420450,5.23,1.0435,1.0,1684277024495,5.229,5.23,5.229,5.23,9.0435,5.196,5.391,5.115,5.237,395973.2316248089,5.2936
137,X:FARMUSD,-0.370000000000001,-1.2941587967820951,28.64,28.68,27.39,28.22,404.84882188,28.2555,[1],8365590,28.22,0.035,1.0,1684276977788,28.22,28.22,28.22,28.22,0.035,27.95,29.39,27.8,28.59,1631.3265379400016,28.6554
138,X:BTCEUR,-136.97000000000116,-0.5481635101674632,24981.4,25104.75,24697.7,24850.1,2056.76227725,24885.7034,[2],65ac6b18-163b-4fa4-83fb-28732e865ce5,24850.1,0.00792932,23.0,1684277033082,24843.0,24850.1,24842.44,24850.1,0.0459304,24813.1,25440.07,24637.0,24987.07,1876.1514372399579,25178.7673
139,X:ADAUSD,0.00020000000000003348,0.05449591280654863,0.367,0.3708,0.361387,0.3672,40503403.92450778,0.3666,[1],94884074,0.3672,5.45,1.0,1684277037655,0.367,0.3672,0.367,0.3672,4426.4,0.3711,0.376,0.3656,0.367,30148099.25697747,0.371
140,X:PAXGUSD,-22.339999999999918,-1.1064828802234719,2019.0,2019.0,1992.7,1996.67,60.38977623,2007.2821,[1],0a9aa2d8-c7ae-46f8-8726-71970af88e5a,1996.67,0.05,23.0,1684273279489,1996.67,1996.67,1996.67,1996.67,0.05,2022.34,2031.75,2018.39,2019.01,74.51393241999997,2024.0093
141,X:ASMUSD,0.0005600000000000015,5.70846075433233,0.00981,0.01062,0.00968,0.01037,6198373.0,0.01027,[1],5298123,0.01037,597.0,1.0,1684277018478,0.01037,0.01037,0.01037,0.01037,1791.0,0.00979,0.01017,0.00952,0.00981,2015991.0,0.0099
142,X:YFIUSD,-81.96000000000004,-1.188806421527318,6893.63,7005.33,6754.81,6812.35,118.13300463,6820.3372,[2],23776856,6812.35,0.046265,1.0,1684276954898,6814.14,6814.14,6812.35,6812.35,0.129869,6835.16,7038.4,6732.29,6894.31,263.6298581699915,6867.6384
143,X:FTMUSD,-0.003679999999999961,-0.9593826581156373,0.3831,0.38596,0.3719,0.3799,2377654.8798446753,0.376,[1],1c2f1144-49e0-4355-95fb-fff68a33ed93,0.3799,1236.89860864,23.0,1684276804453,0.38,0.38,0.3799,0.3799,1500.0,0.37015,0.3982,0.3625,0.38358,3150998.473495042,0.3857
144,X:FCLUSD,0.0009600000000000025,2.7881040892193383,0.0341,0.035757,0.033909,0.035392,76307.27148587,0.03449,[2],1365917038,0.035392,108.05628048,2.0,1684276793514,0.035392,0.035392,0.035392,0.035392,216.11256096,0.035519,0.035994,0.033035,0.034432,66702.90808806001,0.0343
145,X:POLYUSD,-0.0033999999999999864,-1.897321428571421,0.1787,0.181,0.1753,0.1758,57622.0,0.1777,[2],7557774,0.1758,10.0,1.0,1684275803259,0.1774,0.1774,0.1758,0.1758,19.0,0.1861,0.1866,0.177,0.1792,132486.0,0.1807
146,X:XAUTUSD,-28.0,-1.3852471181912631,2006.8,2014.9,1992.0,1993.3,2691.0756998,2006.8253,[2],1365832214,1993.3,4.99994294,2.0,1684254740537,1995.0,1995.0,1995.0,1995.0,0.6265664,2014.5,2022.8,2014.5,2021.3,0.5463363699999999,2018.5419
147,X:GNTUSD,-0.006720000000000004,-3.081438004402056,0.2177,0.21809,0.21017,0.21136,9747.82927303,0.2125,[1],1365915060,0.21136,1627.56416916,2.0,1684276198417,0.21136,0.21136,0.21119,0.21136,5125.6,0.21658,0.21875,0.21151,0.21808,945.93835659,0.2162
148,X:API3USD,-0.03699999999999992,-2.759134973900069,1.34,1.354,1.294,1.304,46669.43548064,1.3223,[2],ee985f60-aac1-420c-a6eb-b2cb1616b2a2,1.304,7.668712,23.0,1684276624533,1.304,1.304,1.304,1.304,7.668712,1.312,1.369,1.295,1.341,61783.71210830989,1.3459
149,X:FILUSD,-0.02200000000000024,-0.49415992812219767,4.454,4.491,4.373,4.43,539911.7676379908,4.425,[1],20252343,4.43,15.723,1.0,1684276942588,4.429,4.43,4.429,4.43,274.424,4.454,4.541,4.369,4.452,481628.0936483089,4.4816
150,X:OMGUSD,0.0009099999999999664,0.11417816813048512,0.799052,0.823,0.7811,0.79791,232702.95521813,0.8022,[1],1365926022,0.79791,1.5,2.0,1684276809984,0.799226,0.799226,0.79791,0.79791,203.0,0.82782,0.837,0.797,0.797,131116.11587885005,0.8144
151,X:1INCHUSD,0.0020000000000000018,0.48309178743961395,0.414,0.422,0.41,0.416,85453.99328715,0.4151,[1],5878718,0.416,1036.46,1.0,1684275806188,0.416,0.416,0.416,0.416,2408.0,0.41344,0.42113,0.406,0.414,140909.2284488999,0.417
152,X:COTIUSD,0.0010999999999999899,1.5850144092218874,0.0693,0.0711,0.068,0.0705,793536.1505176948,0.06982,[1],6874143,0.0705,14.1,1.0,1684276531970,0.0705,0.0705,0.0705,0.0705,14.1,0.0678,0.071,0.0666,0.0694,1869370.1315546806,0.0692
153,X:ROSEUSD,0.0006200000000000025,1.164319248826296,0.05326,0.05436,0.05238,0.05387,1685698.000000008,0.05336,[1],1872394,0.05387,18.5,1.0,1684276883406,0.05387,0.05387,0.05387,0.05387,18.5,0.05333,0.05486,0.05225,0.05325,4704563.799999994,0.0537
154,X:BTCUSD,-183.72999999999956,-0.6761956532540221,27166.2,27313.0,26850.1,26987.4,16846.7460182,27058.7045,[1],531401142,26987.4,0.01094824,1.0,1684277041851,26989.28,27014.0,26985.3,26985.4,2.99444208,26929.98,27678.73,26727.8,27171.13,17056.646549623147,27326.8147
155,X:ZRXUSD,0.00643100000000002,2.888376876816192,0.222394,0.23014,0.220036,0.229082,1167051.6383501561,0.2261,[1],22910022,0.229082,417.43128,1.0,1684277010696,0.229082,0.229082,0.229082,0.229082,417.43128,0.222049,0.22627,0.217966,0.222651,1583208.3812063583,0.2225
156,X:BTGUSD,0.7949999999999999,7.095046854082998,13.2,13.27,11.205,12.0,1613.95656438,12.1683,[1],1365930386,12.0,0.23289037,2.0,1684276244751,12.0,12.0,12.0,12.0,0.46578074,12.277,13.271,11.205,11.205,125.35647631,12.3016
157,X:DASHUSD,1.2269999999999968,2.9193433261955666,42.01,43.58,41.51,43.257,2135.75959195,42.7421,[1],93f7c6b6-06b0-4d81-b2da-2d201dcb39b3,43.257,2.53863223,23.0,1684276967701,43.287,43.287,43.257,43.257,50.0,41.24,42.83,40.33,42.03,4410.43700388999,42.0277
158,X:SANDUSD,0.01197999999999999,2.385883852465544,0.5029,0.5153,0.4939,0.5141,681537.8676159144,0.5046,[1],3332981,0.5141,101.12,1.0,1684276977818,0.51299,0.5141,0.51299,0.5141,553.77879959,0.5038,0.514,0.4955,0.50212,812536.6605880484,0.5068
159,X:KEEPUSD,-0.0007600000000000107,-0.5645101388992132,0.1345,0.1345,0.13094,0.13387,31977.83786806,0.1333,[2],a4759422-10bb-4e4c-a292-0e8643268b0a,0.13387,31.37446776,23.0,1684274731603,0.13387,0.13387,0.13387,0.13387,31.37446776,0.13187,0.138,0.12925,0.13463,61971.63352485001,0.1356
160,X:SCUSD,-5.000000000000013e-05,-1.453488372093027,0.00345,0.00345,0.00337,0.00339,6376394.473600822,0.003377,[1],0c442a77-05ec-49fe-9139-77625822bde2,0.00339,4308.52725189,23.0,1684276113367,0.00339,0.00339,0.00339,0.00339,4308.52725189,0.00342,0.00348,0.00336,0.00344,2155123.7334428006,0.0034
161,X:RNDRUSD,0.13819999999999988,7.694020710388591,1.7948,1.987,1.7731,1.9344,2800443.365029858,1.8896,[2],4756839,1.9344,24.71,1.0,1684277032705,1.9358,1.9363,1.9344,1.9344,142.54,1.8268,1.8988,1.7929,1.7962,1920142.1112150622,1.8371
