,ticker,change,change_percent,day_open,day_high,day_low,day_close,day_volume,day_vwap,last_trade_conditions,last_trade_id,last_trade_price,last_trade_size,last_trade_exchange,last_trade_timestamp,min_open,min_high,min_low,min_close,min_volume,prev_open,prev_high,prev_low,prev_close,prev_volume,prev_vwap
23,X:GUSDUSD,0.0,0.0,0.999,1.001,0.999,0.999,4895.85,0.9992,[2],28337,0.999,0.15,1.0,1684275590376,0.999,0.999,0.999,0.999,0.15,0.999,1.001,0.999,0.999,5580.779999999997,1.0002
24,X:ACHUSD,0.003151000000000001,12.966011027898942,0.024405,0.027827,0.023782,0.027453,118422704.76054358,0.02616,[1],20970113,0.027453,8382.5,1.0,1684277014778,0.027431,0.027468,0.027431,0.027453,40549.9,0.023208,0.025308,0.022549,0.024302,72382044.83561257,0.0244
25,X:ETHUSD,7.579999999999927,0.4172193814364856,1816.8,1834.0,1796.63,1824.37,118554.37248226,1817.7053,[1],451144622,1824.37,0.09171868,1.0,1684277041033,1824.2,1824.44,1824.2,1824.37,8.87072506,1799.84,1849.0,1785.52,1816.79,147813.26196001476,1826.8904
26,X:RENUSD,0.0006000000000000033,0.7702182284980787,0.078,0.0794,0.0766,0.0785,4037632.4792960975,0.0777,[2],16298476,0.0785,44.084024,1.0,1684276975809,0.0785,0.0785,0.0785,0.0785,44.084024,0.0775,0.0787,0.0758,0.0779,3387463.8910518964,0.0777
27,X:GYENUSD,-1.899999999999992e-05,-0.2588555858310616,0.00734,0.00734,0.007258,0.007321,451833.0,0.007324,[2],1823345,0.007321,11110.0,1.0,1684275136972,0.007321,0.007321,0.007321,0.007321,12330.0,0.007293,0.00734,0.007283,0.00734,1173373.0,0.0073
28,X:INJUSD,-0.30600000000000005,-4.7648707567735915,6.468,6.499,5.72,6.116,287368.9648059443,6.1815,[1],1017372,6.116,14.72,1.0,1684277037503,6.115,6.116,6.115,6.116,513.57,6.089,6.503,5.968,6.422,352797.7504877504,6.2916
29,X:QTUMUSD,-0.03905999999999965,-1.4859790684668719,2.63796,2.6488,2.58216,2.58951,1054.44184102,2.5965,[2],9ae6289a-dd2c-4d49-9aff-9623bdf10690,2.58951,102.51974312,23.0,1684267558541,2.58951,2.58951,2.58951,2.58951,102.51974312,2.56246,2.63666,2.56246,2.62857,781.82953301,2.6237
30,X:BATUSD,0.0024299999999999877,1.1091332329179733,0.21915,0.22201,0.21603,0.22152,510184.1247269062,0.2191,[2],1365879437,0.22152,9.15649275,2.0,1684276793871,0.22152,0.22152,0.22152,0.22152,18.3129855,0.21617,0.22126,0.21343,0.21909,804125.3329832391,0.2188
31,X:CHSBUSD,0.0008699999999999819,0.6160600481518069,0.14121,0.14584,0.13627,0.14209,102633.76875045,0.1398,[1],1365522879,0.14209,188.61124627,2.0,1684212013250,0.139,0.139,0.13627,0.139,30000.0,0.14215,0.17469,0.13304,0.14122,945768.382775421,0.1456
32,X:JASMYUSD,-1.000000000000046e-05,-0.2070393374741296,0.00483,0.0049,0.00474,0.00482,445556308.57211864,0.004807,[1],27718454,0.00482,140949.0,1.0,1684277035684,0.00481,0.00482,0.00481,0.00482,290100.0,0.00477,0.0051,0.0047226,0.00483,570771127.7465328,0.0049
33,X:YGGUSD,-0.007000000000000006,-3.6269430051813503,0.192,0.192,0.186,0.186,20709.48332563,0.1889,[1],f5519c42-4741-49be-a9ea-c7dcd1d64bec,0.186,6.02117,23.0,1684267070820,0.186,0.186,0.186,0.186,6.02117,0.185,0.206,0.185,0.193,203809.94598179002,0.1999
34,X:CVCUSD,-0.0002999999999999947,-0.33821871476887794,0.0885,0.0904,0.0875,0.0884,531157.6045090334,0.08855,[2],1236330,0.0884,84.6,1.0,1684276982015,0.0884,0.0884,0.0884,0.0884,84.6,0.0888,0.09,0.0875,0.0887,352426.95798185025,0.089
35,X:KRLUSD,-0.00379999999999997,-1.4740108611326495,0.2558,0.2582,0.2512,0.254,49597.8,0.2547,[1],3038266,0.254,0.4,1.0,1684276355622,0.2536,0.254,0.2536,0.254,3.9,0.2567,0.2619,0.2553,0.2578,29325.399999999965,0.2575
36,X:ICEUSD,0.009079999999999977,0.9360631739551739,0.97085,1.0158,0.9359,0.9791,31094.40488658,0.9862,[2],1365886813,0.9791,5.33351419,2.0,1684276402747,0.9791,0.9791,0.9791,0.9791,10.66702838,0.8862,0.98644,0.871,0.97002,14037.926540070004,0.9273
37,X:LINKUSD,0.006999999999999673,0.10545344983428251,6.637,6.728,6.55293,6.645,697686.651545732,6.6403,[2],64705306,6.645,223.78,1.0,1684277016379,6.649,6.649,6.645,6.645,1789.43,6.552,6.71,6.45687,6.638,764027.2801801917,6.6404
38,X:XYOUSD,6.000000000000016e-05,1.485148514851489,0.00404,0.00414,0.0039,0.0041,30202454.99999998,0.004031,[1],12305054,0.0041,50301.2,1.0,1684277040789,0.00408,0.00408,0.00408,0.00408,1375.3,0.00398,0.00407,0.00386,0.00404,29876295.79999997,0.004
39,X:HMTUSD,-0.0001999999999999988,-0.6688963210702301,0.02978,0.02989,0.02688,0.0297,181728.73367385,0.02897,[2],1365915865,0.0297,14.55551125,2.0,1684276347373,0.0297,0.0297,0.0297,0.0297,29.1110225,0.03065,0.03178,0.02982,0.0299,31411.512196019994,0.0311
40,X:ANTUSD,0.020000000000000018,0.6191950464396291,3.2272,3.28,3.0625,3.25,52217.97176123,3.1944,[2],42606,3.25,3.42,1.0,1684276654073,3.25,3.25,3.25,3.25,3.42,3.11,3.2616,3.0715,3.23,23723.146749689997,3.155
41,X:OGNUSD,0.0005700000000000011,0.6202393906420033,0.09186,0.09288,0.09015,0.09247,432712.6861532822,0.09164,[2],6446038,0.09247,57.93,1.0,1684276720608,0.09247,0.09247,0.09247,0.09247,107.93,0.0905,0.09274,0.08908,0.0919,777496.02903307,0.0914
42,X:CSMUSD,-0.0007729999999999994,-8.967517401392106,0.008463,0.008716,0.007847,0.007847,266682.4187290401,0.008082,[1],65e3dd88-2dcf-45a6-9643-3f47a852459b,0.007847,490.29673107,23.0,1684274065257,0.008009,0.008009,0.007847,0.007847,125048.519,0.008754,0.009136,0.008408,0.00862,194769.37013864002,0.0087
43,X:EOSUSD,0.0121,1.377347751849744,0.8785,0.89692,0.8727,0.8906,3279843.7480124296,0.8873,[2],19358408,0.8906,1.1,1.0,1684276945417,0.8906,0.8906,0.8906,0.8906,1.1,0.8762,0.89463,0.8643,0.8785,1144993.453120762,0.8857
44,X:LPTUSD,0.02999999999999936,0.6451612903225669,4.67,4.71,4.57,4.68,7899.74907579,4.6517,[2],4887384,4.68,27.659,1.0,1684276101812,4.68,4.68,4.68,4.68,27.659,4.48,4.74,4.39,4.65,16838.81480021,4.5774
45,X:LTCUSD,2.490000000000009,2.864044168392005,86.93,90.652,86.15,89.43,439126.5265364016,88.8529,[1],111542997,89.43,0.35030095,1.0,1684277038830,89.46,89.47,89.4,89.43,106.33511852,83.54,88.65,82.18,86.94,343255.4190982772,86.6849
46,X:BTTUSD,-1.000000000000001e-08,-1.6393442622950838,6e-07,6.1e-07,5.9e-07,6e-07,7933936264.6144905,5.959e-07,[2],94aa25f8-20db-4493-ae09-b0e378e80a08,6e-07,2030000.0,23.0,1684274391674,6e-07,6e-07,6e-07,6e-07,2030000.0,6e-07,6.1e-07,5.9e-07,6.1e-07,4730115004.448827,0.0
47,X:CRVUSD,0.00539999999999996,0.6524891251812422,0.8272,0.8361,0.8167,0.833,2194341.0562073044,0.827,[2],15877504,0.833,507.85,1.0,1684276698622,0.8332,0.8332,0.833,0.833,682.75,0.8073,0.8339,0.7967,0.8276,1996928.8032511165,0.8206
48,X:ELAUSD,0.025000000000000133,2.104377104377116,1.188,1.305,1.122,1.213,92691.21,1.2494,[1],407340,1.213,3.12,1.0,1684276295302,1.212,1.213,1.212,1.213,3.14,1.2,1.215,1.187,1.188,2806.02,1.1989
49,X:LTCBTC,0.00011399999999999995,3.5636136292591423,0.003203,0.003349,0.003189,0.003313,25910.25458378,0.003284,[2],14133744,0.003313,10.5826816,1.0,1684277008376,0.00331414,0.00331414,0.003313,0.003313,35.6258616,0.003102,0.003244,0.003069,0.003199,18738.504006330284,0.0032
50,X:NMRUSD,-0.09999999999999964,-0.728332119446465,13.7,15.04,13.43,13.63,2976.56316139,13.6646,[1],11974746,13.63,0.073,1.0,1684276861539,13.63,13.63,13.63,13.63,0.073,13.55,14.76,13.35,13.73,2948.823563280007,13.7432
51,X:OXTUSD,-0.0005000000000000004,-0.7225433526011568,0.0692,0.0697,0.068,0.0687,372038.0153679301,0.06855,[2],19571378,0.0687,103.0,1.0,1684276605680,0.069,0.069,0.0687,0.0687,767.0,0.0686,0.07139,0.0677,0.0692,309438.81453851,0.0701
52,X:AAVEUSD,-0.17999999999999972,-0.2865785702913544,62.83,63.27,61.93,62.63,16701.86175059,62.5691,[2],0140087c-8cc3-4bea-af93-573c67bf3da6,62.63,0.07983395,23.0,1684277005348,62.63,62.63,62.63,62.63,0.07983395,62.3,64.564,61.42,62.81,20572.824881040022,63.2658
53,X:RLYUSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0085093,0.0093211,0.0083908,0.0086753,120382.75636542994,0.0088
54,X:XDCUSD,-0.0011550000000000032,-3.5080792127323632,0.032889,0.032889,0.031316,0.031769,12055029.485012017,0.03186,[2],1365879436,0.031769,37890.0,2.0,1684276421750,0.031769,0.031769,0.031769,0.031769,191802.0,0.033628,0.033836,0.032924,0.032924,2174140.7818964007,0.0336
55,X:LTCEUR,2.4200000000000017,3.026513256628317,79.96,83.34,79.26,82.38,45361.23981086,81.6816,[1],14776696,82.38,0.86100813,1.0,1684276949678,82.35,82.38,82.32,82.38,15.51792099,76.97,81.45,75.77,79.96,42867.93753837006,79.9213
56,X:TLOSUSD,-0.0010499999999999954,-0.5941602535083723,0.17567,0.17826,0.17355,0.17567,40805.05102353,0.1761,[1],1365921822,0.17567,57.71056785,2.0,1684276114240,0.17584,0.17584,0.17567,0.17567,1329.93729996,0.17295,0.17672,0.17247,0.17672,8655.24932667,0.1747
57,X:ETHAUD,33.2199999999998,1.2268080831954546,2709.75,2742.43,2678.54,2741.06,40.14940214,2716.725,[2],e80cd9ca-b475-40f3-a447-85b0fa66c661,2741.06,0.01276878,23.0,1684275261632,2741.08,2741.08,2741.06,2741.06,0.10626878,2713.27,2750.0,2691.42,2707.84,52.439757539999995,2735.9726
58,X:USTUSD,-9.999999999998899e-05,-0.009991008092715456,1.0008,1.0009,0.01504,1.0008,35741527.379807085,0.9411,[1],1365931258,1.0008,154.0,2.0,1684276943121,1.0008,1.0008,1.0008,1.0008,308.0,1.0008,1.0009,0.01488,1.0009,15434075.199229704,0.7408
59,X:ALCXUSD,-0.9400000000000013,-4.786150712830964,19.57,19.68,18.61,18.7,2132.94493732,19.177,[2],2329469,18.7,0.0102,1.0,1684276803315,18.7,18.7,18.7,18.7,0.0102,18.88,19.67,18.7,19.64,2194.1501702899986,19.1068
60,X:MATICUSD,-0.013900000000000023,-1.618160651920841,0.859,0.91811,0.6,0.8451,16578764.875760755,0.8467,[2],72702335,0.8451,239.0,1.0,1684277029796,0.845,0.8451,0.845,0.8451,7325.10409613,0.8594,0.878,0.8467,0.859,17352448.32518802,0.8648
61,X:DNTUSD,-0.0005999999999999998,-2.1739130434782603,0.0276,0.0277,0.0269,0.027,1189931.5000000019,0.02717,[2],2110751,0.027,100.8,1.0,1684276373452,0.0271,0.0271,0.027,0.027,1817.3,0.027,0.0278,0.0269,0.0276,528799.4,0.0272
62,X:UTKUSD,0.004586999999999994,4.751250738013106,0.097053,0.10212,0.096044,0.10113,27660.7447043,0.09727,[2],1365894590,0.10113,19.13350575,2.0,1684276741289,0.10113,0.10113,0.10113,0.10113,38.2670115,0.093666,0.098141,0.091853,0.096543,3231.8067082500015,0.0956
63,X:RAIUSD,-0.009999999999999787,-0.36231884057970243,2.75,2.78,2.73,2.75,586.84,2.7361,[2],143349,2.75,0.05,1.0,1684275610323,2.75,2.75,2.75,2.75,0.05,2.73,2.78,2.73,2.76,485.3200000000001,2.7354
64,X:DOGEUSD,0.0006500000000000117,0.9036563325455468,0.07195,0.073309,0.0709,0.07258,180900473.38273984,0.07199,[1],55984936,0.07258,4005.5,1.0,1684277032441,0.07258,0.07258,0.07257,0.07258,41539.6,0.07197,0.07375,0.0694273,0.07193,244361050.31775317,0.0723
65,X:AVAXUSD,-0.1999999999999993,-1.3253810470510223,15.08,15.17,14.74,14.89,311478.9083482943,14.9192,[1],30943320,14.89,1.671,1.0,1684277037296,14.89,14.89,14.89,14.89,1.738,15.03,15.35,14.81,15.09,351631.5113487373,15.2083
66,X:ZECUSD,0.22800000000000153,0.6930091185410382,32.93,33.363,32.633,33.128,26515.70288152,32.8978,[1],1365927310,33.128,0.05,2.0,1684276999166,33.128,33.128,33.128,33.128,0.2,32.925,33.6,32.41,32.9,18907.527020220034,33.1314
67,X:BADGERUSD,0.010000000000000231,0.39215686274510714,2.544,2.58,2.465,2.56,2083.2891744,2.5349,[1],2071166,2.56,0.029,1.0,1684276607268,2.56,2.56,2.56,2.56,0.391,2.54,2.6,2.5,2.55,5938.319230769999,2.5612
68,X:DVFUSD,-0.00042000000000008697,-0.05393258426967409,0.76,0.77875,0.76,0.77833,16409.4892273,0.7761,[1],1359735424,0.77833,329.624,2.0,1683102629172,0.76051,0.76051,0.76051,0.76051,47.926752,0.76,0.77875,0.76,0.77875,22359.9387564,0.7764
69,X:PNKUSD,-0.00015799999999999842,-0.6245799897220952,0.02523,0.025235,0.025,0.025139,1159062.4608021711,0.02516,[2],1365636806,0.025139,75.00013326,2.0,1684221561762,0.02514,0.02514,0.02514,0.02514,52728.88088112,0.02513,0.02536,0.025111,0.025297,342395.06927861995,0.0253
70,X:BONDUSD,-0.009999999999999787,-0.26455026455025893,3.77,3.85,3.71,3.77,51809.2954541,3.761,[1],5812707,3.77,0.265,1.0,1684276759243,3.77,3.77,3.77,3.77,0.265,3.69,3.92,3.67,3.78,29863.343834619962,3.7967
71,X:AXSUSD,-0.009999999999999787,-0.14684287812040803,6.81,7.83904,6.713,6.8,38940.31590431,6.786,[2],6659002,6.8,0.931,1.0,1684276840082,6.81,6.81,6.8,6.8,4.366,6.81,6.9159,6.709,6.81,13844.353679939983,6.8399
72,X:STORJUSD,0.0016299999999999648,0.5247231522018944,0.3114,0.31349,0.3047,0.31227,513427.3436676704,0.3093,[2],b5c89a27-17ec-4d7f-8cf5-bd59d656d37c,0.31227,32.02356935,23.0,1684277014272,0.31227,0.31227,0.31227,0.31227,59.20165241,0.3049,0.3147,0.3,0.31064,573432.1984482991,0.3107
73,X:XMRUSD,-0.5199999999999818,-0.3419477872032497,152.07,152.9,150.12,151.55,6103.88824208,151.6664,[2],1365886859,151.55,0.02653164,2.0,1684276935084,151.55,151.55,151.55,151.55,0.05306328,153.93,154.65,152.06,152.07,4428.69102048,153.5981
74,X:BTCJPY,-20942.0,-0.5654608254615598,3699642.0,3699642.0,3665608.0,3682586.0,0.00629612,3684837.8842,[2],409a8fbd-d829-4241-8221-d856b17d73e5,3682586.0,0.0002,23.0,1684272407228,3682586.0,3682586.0,3682586.0,3682586.0,0.0002,3653055.0,3759965.0,3648708.0,3703528.0,0.029082909999999986,3721938.5754
75,X:CLVUSD,0.0,0.0,0.048,0.0493,0.0472,0.0479,485781.5200000028,0.04798,[2],9388553,0.0479,2.53,1.0,1684277035267,0.0479,0.0479,0.0479,0.0479,51.14,0.0467,0.0488,0.0462,0.0479,400746.70999999985,0.0479
76,X:JSTUSD,-9.999999999999593e-06,-0.04264392324093643,0.023452,0.02447,0.023385,0.02344,5382769.323964795,0.02353,[2],1365886370,0.02344,81.22103197,2.0,1684268218307,0.02349,0.02349,0.02349,0.02349,222.88230424,0.023232,0.024088,0.023185,0.02345,2338413.7533010696,0.0235
77,X:DGBUSD,-2.040000000000028e-05,-0.255905264874497,0.0078612,0.0079942,0.0076662,0.0079513,124382.10171324,0.007851,[2],1365833959,0.0079513,329.04546194,2.0,1684276741076,0.0079513,0.0079513,0.0079513,0.0079513,658.09092388,0.007735,0.0080223,0.0076262,0.0079717,49842.361829869995,0.0079
78,X:RLCUSD,0.0029999999999998916,0.19630938358852845,1.5321,1.5576,1.5035,1.5312,75297.9862433,1.5291,[2],7416194,1.5312,0.78,1.0,1684276755349,1.5312,1.5312,1.5312,1.5312,0.78,1.4959,1.5478,1.4676,1.5282,78506.20420378986,1.5177
79,X:MIRUSD,-0.0010000000000000009,-1.7241379310344842,0.058,0.06,0.056,0.057,595024.1693539136,0.05799,[2],51a3a62c-2777-4b16-b5f7-b00839fc2cfc,0.057,51.40526315,23.0,1684275132905,0.057,0.057,0.057,0.057,51.40526315,0.058,0.06,0.058,0.058,160512.45642917004,0.0587
80,X:VGXUSD,0.004599999999999993,3.116531165311648,0.1476,0.156,0.1462,0.1522,2173387.9400000083,0.1502,[2],7531558,0.1522,2346.31,1.0,1684276879118,0.1523,0.1523,0.1522,0.1522,7444.36,0.1513,0.155,0.146,0.1476,3707080.3200000008,0.1514
81,X:CGLDUSD,0.026000000000000023,4.896421845574392,0.531,0.576,0.524,0.557,283921.1200000022,0.5554,[2],22056566,0.557,188.14,1.0,1684276676551,0.557,0.557,0.557,0.557,190.31,0.527,0.537,0.519,0.531,179418.6899999999,0.5305
82,X:TSDUSD,0.016199999999999992,1.6551216820940347,0.99926,0.99932,0.97886,0.99498,964.63819128,0.9931,[2],1365887683,0.99498,2.32740371,2.0,1684277020293,0.99498,0.99498,0.99498,0.99498,4.65480742,0.9989,0.99979,0.97875,0.97878,296.6744271,0.9965
83,X:ETCUSD,-0.05000000000000071,-0.27322404371585085,18.28,18.373,18.05,18.25,66462.91502512,18.1967,[2],33502713,18.25,1.91570881,1.0,1684276963143,18.25,18.25,18.25,18.25,1.91570881,18.12,18.49,17.862,18.3,94122.27652022998,18.2285
84,X:BOBAUSD,-0.00020000000000000573,-0.11689070718878185,0.1714,0.18417,0.16176,0.1709,155029.58974199,0.1736,[2],344854,0.1709,105.6,1.0,1684276902286,0.1709,0.1709,0.1709,0.1709,105.6,0.1712,0.1749,0.1694,0.1711,57556.62317761997,0.1725
85,X:BALUSD,-0.05400000000000027,-0.9722722362261481,5.57,5.63,5.43,5.5,7394.77761732,5.5434,[2],7699672,5.5,151.679,1.0,1684276828957,5.5,5.5,5.5,5.5,151.679,5.5715,5.63,5.46,5.554,6333.76219944,5.5643
86,X:SGBUSD,0.0001416000000000004,1.6941041347626387,0.0084,0.0088,0.0082,0.0085,10448436.045726674,0.008547,[1],a5d2b9ff-f875-48c7-8ddb-3a0abc38b5f0,0.0085,7444.99771,23.0,1684274170371,0.0085,0.0085,0.0085,0.0085,7444.99771,0.0083381,0.0087,0.0081,0.0083584,11157984.944591703,0.0084
87,X:ZMTUSD,0.0007490000000000031,2.742484713119268,0.025073,0.031721,0.025073,0.02806,15389.45878999,0.02885,[1],1363606050,0.02806,243.4384,2.0,1683806225620,0.02793,0.02806,0.02793,0.02806,5206.432044,0.027311,0.027311,0.027311,0.027311,287.3,0.0273
88,X:RARIUSD,-0.010000000000000009,-0.7407407407407414,1.35,1.38,1.31,1.34,17825.37885112,1.3435,[1],3239944,1.34,0.134,1.0,1684277040022,1.34,1.35,1.34,1.34,583.678,1.35,1.41,1.32,1.35,23953.187699860016,1.3573
89,X:XLMUSD,-0.0005710000000000021,-0.6485172691857781,0.088045,0.088715,0.0868,0.087476,47274798.706889406,0.08764,[1],8aa53be1-9ca1-4eea-99a2-6947a92c0e9a,0.087476,5258.34777181,23.0,1684277038802,0.087449,0.087497,0.087444,0.087476,10938.00861,0.088683,0.089374,0.0874,0.088047,45459932.174836226,0.0886
90,X:SNTUSD,-0.0002690000000000019,-1.0953214707439305,0.024556,0.024556,0.024048,0.02429,91137.29783243,0.02422,[1],1365931252,0.02429,92.42256901,2.0,1684276741265,0.02429,0.02429,0.02429,0.02429,184.84513802,0.02425,0.02476,0.023935,0.024559,173673.6263943002,0.0243
91,X:SPELLUSD,8.499999999999936e-06,1.4834205933682258,0.0005727,0.0005903,0.0005655,0.0005815,335292888.90127814,0.000578,[1],12435356,0.0005815,48191.0,1.0,1684276693154,0.0005814,0.0005815,0.0005814,0.0005815,276100.0,0.0005688,0.0005895,0.0005579,0.000573,321601893.20180815,0.0006
92,X:TRACUSD,0.007300000000000029,2.751601960045243,0.2655,0.2757,0.2563,0.2726,230980.5,0.2653,[1],4030755,0.2726,3.6,1.0,1684276806252,0.2726,0.2726,0.2726,0.2726,3.6,0.2915,0.2933,0.2601,0.2653,631573.7999999999,0.2741
93,X:COMPUSD,0.14000000000000057,0.4011461318051592,34.89,35.63,34.55,35.04,9790.11245491,35.0253,[2],24138309,35.04,0.141,1.0,1684277014955,35.05,35.05,35.04,35.04,4.761,34.86,35.52,34.3,34.9,7645.939812940019,35.1022
94,X:LUNAUSD,1.460000000000003e-06,1.624930439621595,9.5e-05,9.8e-05,8.73e-05,9.131e-05,925670587.2188457,9.031e-05,[2],547171cc-ec80-460c-b299-36ca9456e535,9.131e-05,1014259.37259,23.0,1684276818448,9.133e-05,9.133e-05,9.131e-05,9.131e-05,1214259.37259,8.9e-05,0.00010529,8.8e-05,8.985e-05,750645774.1707935,0.0001
95,X:NANOUSD,0.01544000000000001,2.141113822942091,0.721884,0.770494,0.720233,0.73656,31455.82023107,0.742,[2],a6720b38-5fb6-4e17-ac68-458e649d4456,0.73656,278.32084284,23.0,1684269382505,0.73656,0.73656,0.73656,0.73656,278.32084284,0.720254,0.79,0.703025,0.72112,150812.93997743,0.7497
96,X:PLANETSUSD,-0.00018099999999999995,-9.371925645937967,0.0019577,0.0019577,0.0017148,0.0017503,763762.322778904,0.001793,[1],1365876086,0.0017503,13766.98079624,2.0,1684273451199,0.0017503,0.0017503,0.0017503,0.0017503,27533.96159248,0.0018165,0.0020069,0.001801,0.0019313,644985.8304923497,0.0019
97,X:BTSEUSD,-0.011699999999999822,-0.5776636713735471,2.025,2.0401,2.0079,2.0137,210.34717912,2.0248,[1],1365704358,2.0137,1.23020137,2.0,1684233378049,2.0275,2.0275,2.0275,2.0275,2.92042955,2.0044,2.0436,2.0004,2.0254,72.13922216,2.0251
98,X:PLAUSD,0.0012000000000000066,0.6465517241379347,0.1859,0.1891,0.1833,0.1868,60845.28764044,0.1878,[1],4975080,0.1868,5.3,1.0,1684276421309,0.1868,0.1868,0.1868,0.1868,5.3,0.1855,0.1878,0.1835,0.1856,34903.71251634999,0.1862
99,X:GLMUSD,-0.002599999999999991,-1.1943040881947593,0.2164,0.2164,0.213,0.2151,33391.7,0.2153,[1],700435,0.2151,4.6,1.0,1684276353023,0.2151,0.2151,0.2151,0.2151,4.6,0.2156,0.2177,0.2112,0.2177,34531.90000000003,0.214
100,X:XVGUSD,-6.099999999999986e-06,-0.3193550075912248,0.001903,0.0019513,0.00189,0.001904,1661232.91336643,0.001898,[1],1365922006,0.001904,468.98402728,2.0,1684277029599,0.001904,0.001904,0.001904,0.001904,937.96805456,0.0018964,0.0019632,0.0018845,0.0019101,556861.4647876502,0.0019
101,X:IOTUSD,0.00137000000000001,0.7603929622023701,0.18024,0.18205,0.17833,0.18154,413787.6924685719,0.1805,[2],1365894597,0.18154,275.42898,2.0,1684276872366,0.18154,0.18154,0.18154,0.18154,550.85796,0.17678,0.18178,0.17458,0.18017,440951.3304829198,0.1799
102,X:BTCAUD,-15.299999999995634,-0.03774916298014995,40524.2,40768.3,40050.3,40515.4,11.99597756,40494.9672,[2],ffb18771-0967-4c91-b13a-eae879689b4c,40515.4,0.00270862,23.0,1684276920257,40515.3,40515.4,40515.3,40515.4,0.00493634,40566.7,41216.0,40309.0,40530.7,11.92985374999998,40886.9649
103,X:XRPUSD,0.00941000000000003,2.2020967892914047,0.4276,0.43868,0.41829,0.43673,57454033.63990176,0.424,[1],285244834,0.43673,2289.74423556,6.0,1684277035687,0.43639,0.43673,0.43625,0.43673,60339.55497336,0.4256,0.43053,0.42157,0.42732,4271644.537777838,0.4269
104,X:ZENUSD,0.07000000000000028,0.8474576271186476,8.24,8.48,8.1,8.33,22756.473,8.253,[2],1537825,8.33,2.5,1.0,1684277036023,8.33,8.34,8.32,8.33,79.654,8.28,8.49,8.14,8.26,23503.209999999985,8.3454
105,X:IMXUSD,-0.020000000000000018,-2.6346989856408927,0.7591,0.7623,0.7257,0.7391,1882016.6637661124,0.7417,[2],4836867,0.7391,200.0,1.0,1684277026221,0.7397,0.7398,0.7391,0.7391,4879.17,0.7499,0.7795,0.7315,0.7591,1555170.9647329247,0.7643
106,X:VELOUSD,-0.0001272999999999999,-4.9283778552071205,0.0026048,0.0027226,0.0024557,0.0024557,511525.6368563802,0.002638,[2],1365899511,0.0024557,303.03073614,2.0,1684272834422,0.0024557,0.0024557,0.0024557,0.0024557,606.06147228,0.0026616,0.0027226,0.002583,0.002583,74374.24816529,0.0027
107,X:REEFUSD,4.629999999999999e-05,2.1150244392672786,0.0021916,0.0022363,0.0021616,0.0022354,446262.2187863315,0.002217,[2],1365845002,0.0022354,507.19539997,2.0,1684276332820,0.0022354,0.0022354,0.0022354,0.0022354,1014.39079994,0.0021915,0.0022291,0.0021532,0.0021891,769953.54486172,0.0022
108,X:OCEANUSD,-0.005199999999999982,-1.5672091621458657,0.3307,0.334,0.3203,0.3266,684664.6494329384,0.3246,[1],0e007f61-d546-4d8c-bbfa-d55810eb3f34,0.3266,2780.58941622,23.0,1684276516730,0.3266,0.3266,0.3266,0.3266,2780.58941622,0.3346,0.35,0.3296,0.3318,963718.5917173004,0.3365
109,X:MNAUSD,0.009479999999999988,2.0295874456742786,0.46757,0.4777,0.46283,0.47657,46726.91031558,0.4712,[1],1365924625,0.47657,4.32352226,2.0,1684275955060,0.47657,0.47657,0.47657,0.47657,8.64704452,0.45685,0.47487,0.45165,0.46709,30101.321012250006,0.4627
110,X:QTFUSD,0.025800000000000267,0.29703312264705173,8.6859,8.7639,8.608,8.7117,8261.64690207,8.6778,[1],1365423101,8.7117,41.0,2.0,1684194331194,8.608,8.608,8.608,8.608,23.2,8.6599,8.7639,8.6599,8.6859,1199.0865408100003,8.7286
111,X:NEARUSD,0.0009999999999998899,0.060350030175008444,1.655,1.672,1.628,1.658,446967.4052462348,1.6492,[1],2649168,1.658,33.211,1.0,1684277023014,1.659,1.659,1.657,1.658,571.594,1.657,1.706,1.636,1.657,396989.93305581866,1.6761
112,X:SOLUSD,-0.33000000000000185,-1.5729265967588266,20.98,21.14,20.42,20.65,1426336.8523090414,20.7758,[1],86629469,20.65,28.941,1.0,1684277039092,20.65,20.65,20.64,20.65,73.91453102,20.94,21.53,20.6,20.98,1499894.5929833339,21.229
113,X:XRPAUD,0.019549999999999956,3.071532938459356,0.63759,0.65604,0.62765,0.65604,8144.96953334,0.6407,[2],c0e79e83-0659-4fda-b160-8999e6a403ed,0.65604,975.87433692,23.0,1684276823233,0.65604,0.65604,0.65604,0.65604,2762.40259736,0.64055,0.64328,0.63409,0.63649,8975.30860929,0.6389
114,X:EGLDUSD,-0.8100000000000023,-2.1115745568300373,38.411,38.507,37.16,37.55,1888.61259534,37.6861,[2],243928,37.55,7.431,1.0,1684276958131,37.57,37.57,37.55,37.55,26.0,38.418,39.32,37.938,38.36,2369.5042864200027,38.7685
115,X:TRIBEUSD,-0.006900000000000017,-2.3084643693543048,0.2989,0.3026,0.28,0.292,1750.14948674,0.2874,[2],16fd34e5-a4f1-4fb7-9085-34424f64cede,0.292,25.0,23.0,1684275579087,0.292,0.292,0.292,0.292,25.0,0.285,0.2989,0.2771,0.2989,1090.82342633,0.2788
