,ticker,change,change_percent,day_open,day_high,day_low,day_close,day_volume,day_vwap,ask,bid,timestamp,exchange,min_open,min_high,min_low,min_close,min_volume,prev_open,prev_high,prev_low,prev_close,prev_volume,prev_vwap
113,C:NOKUSD,-0.0004605400000000093,-0.49543049439562326,0.092854,0.092854,0.092336,0.09259439,32,0.09259,0.093443,0.092497,1686512891000,48,0.09259439,0.09259439,0.09259439,0.09259439,1,0.09295754,0.09295754,0.09295754,0.09295754,1,0.093
114,C:THBINR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2.382946,2.382946,2.382946,2.382946,1,2.3829
115,C:GBPILS,0.0,0.0,4.508856,4.5106,4.507442,4.507442,54,4.5081,4.515952,4.507442,1686512220000,48,4.507442,4.507442,4.507442,4.507442,1,4.50547,4.510456,4.50547,4.507442,116,4.5081
116,C:USDKYD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.8144536,0.8144536,0.8144536,0.8144536,1,0.8145
117,C:USDNIO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,36.096791,36.096791,36.096791,36.096791,1,36.0968
118,C:KHRGBP,-7.099999999999847e-07,-0.3760194894608541,0.00018811,0.00018811,0.00018811,0.00018811,1,0.0001881,0.00019678,0.00018811,1686469771000,48,0.00018811,0.00018811,0.00018811,0.00018811,1,0.00018882,0.00018882,0.00018882,0.00018882,1,0.0002
119,C:USDMGA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4376.9449,4376.9449,4376.9449,4376.9449,1,4376.9449
120,C:EURMKD,0.5499999999999972,0.9087904824851242,61.07,61.07,61.07,61.07,1,61.07,61.97,61.07,1686469767000,48,61.07,61.07,61.07,61.07,1,61.07,61.07,60.52,60.52,2,60.795
121,C:AUDEUR,-0.000757899999999978,-0.12087746288428364,0.6260957,0.6269986,0.6142129,0.6262407,125,0.6243,0.6278016,0.6262407,1686512844000,48,0.62248,0.6262407,0.62248,0.6262407,2,0.6269986,0.6269986,0.6260957,0.6269986,114,0.6266
122,C:GBPHTG,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,175.26899,175.26899,175.26899,175.26899,1,175.269
123,C:AUDCAD,-0.0050000000000000044,-0.5537098560354379,0.9013186,0.9013186,0.8975255,0.898,19,0.8985,0.90119,0.898,1686512771000,48,0.898,0.898,0.898,0.898,1,0.8969278,0.9032,0.8941,0.903,151664,0.8971
124,C:MYRJPY,0.0,0.0,30.095644,30.14093,30.095644,30.14093,2,30.1183,30.14742,30.14093,1686469822000,48,30.14093,30.14093,30.14093,30.14093,1,30.14093,30.14093,30.14093,30.14093,1,30.1409
125,C:JPYEUR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00666499,0.00666499,0.00666499,0.00666499,1,0.0067
126,C:EURSEK,-0.010340000000001126,-0.08886451942257938,11.651,11.651,11.6206,11.62535,10,11.6286,11.64865,11.62535,1686512211000,48,11.62535,11.62535,11.62535,11.62535,1,11.651,11.651,11.6351,11.63569,5,11.6417
127,C:AUDBGN,-0.0006983999999998769,-0.05705359361665352,1.2240497,1.2245402,1.221579,1.2234138,10,1.2239,1.2253758,1.2234138,1686512471000,48,1.2234138,1.2234138,1.2234138,1.2234138,1,1.2260465,1.2260465,1.2241122,1.2241122,2,1.2251
128,C:IDRINR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00553686,0.00553686,0.00553686,0.00553686,1,0.0055
129,C:AEDSAR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.9971555,1.0204526,0.9971555,0.9971555,3,1.0049
130,C:ZARPKR,-0.03412399999999849,-0.22248314636702568,15.322877,15.322877,15.273999,15.303667,8,15.2863,15.365644,15.303667,1686511690000,48,15.303667,15.303667,15.303667,15.303667,1,15.337791,15.337791,15.337791,15.337791,1,15.3378
131,C:CADCOP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3097.5099,3097.5099,3097.5099,3097.5099,1,3097.5099
132,C:EURHUF,-1.6129999999999995,-0.4381723351081168,364.25,368.13,364.25,366.507,38,366.46,369.243,366.507,1686512321000,48,366.507,366.507,366.507,366.507,1,364.25,368.13,364.25,368.12,4,366.1875
133,C:USDFJD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2.208,2.208,2.208,2.208,1,2.208
134,C:MDLGBP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.04400554,0.04400554,0.04400554,0.04400554,1,0.044
135,C:HKDMXN,-0.0002729999999999677,-0.012387238693920756,2.203316,2.203608,2.203316,2.203608,4,2.2035,2.211087,2.203608,1686511690000,48,2.203608,2.203608,2.203608,2.203608,1,2.203881,2.203881,2.203881,2.203881,1,2.2039
136,C:DKKUAH,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,5.292466,5.292466,5.292466,5.292466,1,5.2925
137,C:MXNCOP,-1.5778799999999933,-0.659963802122281,237.50796,237.50796,237.50796,237.50796,1,237.508,242.85615,237.50796,1686469766000,48,237.50796,237.50796,237.50796,237.50796,1,239.08584,239.08584,239.08584,239.08584,1,239.0858
138,C:MXNGBP,-0.0001246000000000025,-0.2707479052347619,0.04597348,0.04597348,0.04588174,0.04589607,4,0.04592,0.04605184,0.04589607,1686511690000,48,0.04589607,0.04589607,0.04589607,0.04589607,1,0.04602067,0.04602067,0.04602067,0.04602067,1,0.046
139,C:USDOMR,0.0,0.0,0.38401,0.38401,0.3830198,0.3830198,2,0.3835,0.3858065,0.3830198,1686469768000,48,0.38401,0.38401,0.3830198,0.3830198,2,0.3830198,0.38401,0.3830198,0.3830198,3,0.3833
140,C:KZTUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00222708,0.00222708,0.00222708,0.00222708,1,0.0022
141,C:NOKGBP,-7.5999999999964984e-06,-0.010315551358750171,0.07410223,0.07410223,0.07360546,0.07360546,6,0.07376,0.07412548,0.07366757,1686512891000,48,0.07360546,0.07360546,0.07360546,0.07360546,1,0.07367517,0.07410223,0.07367517,0.07367517,3,0.0738
142,C:EURKWD,0.009560000000000013,2.9903034094463603,0.32926,0.32926,0.32926,0.32926,1,0.3293,0.33126,0.32926,1686469771000,48,0.32926,0.32926,0.32926,0.32926,1,0.3197,0.3197,0.3197,0.3197,1,0.3197
143,C:SGDMXN,0.004331000000000529,0.03369836917322463,12.848958,12.857462,12.848958,12.856585,4,12.8548,12.900221,12.856585,1686511690000,48,12.856585,12.856585,12.856585,12.856585,1,12.9435,12.948674,12.837291,12.852254,97564,12.9079
144,C:DKKMXN,-0.00024500000000005073,-0.00983162637572747,2.491319,2.491713,2.491319,2.491713,4,2.4916,2.50017,2.491713,1686511691000,48,2.491713,2.491713,2.491713,2.491713,1,2.513682,2.516561,2.487375,2.491958,99737,2.5056
145,C:AUDINR,0.002542999999995743,0.004579562735130505,54.726904,55.531862,54.726904,55.531862,2,55.1294,55.632213,55.531862,1686475076000,48,55.531862,55.531862,55.531862,55.531862,1,55.025527,55.539319,55.025527,55.529319,5,55.3303
146,C:NZDAED,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2.201271,2.248397,2.201271,2.201271,3,2.217
147,C:COPCLP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.1855374,0.1855374,0.1855374,0.1855374,1,0.1855
148,C:GBPCOP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,5177.0809,5177.0809,5177.0809,5177.0809,1,5177.0809
149,C:USDBWP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,13.305467,13.305467,13.305467,13.305467,1,13.3055
150,C:NPRUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00749311,0.00749311,0.00749311,0.00749311,1,0.0075
151,C:GBPKHR,18.95800000000054,0.3744456025523716,5081.9097,5081.9097,5081.9097,5081.9097,1,5081.9097,5315.9373,5081.9097,1686469771000,48,5081.9097,5081.9097,5081.9097,5081.9097,1,5062.9517,5062.9517,5062.9517,5062.9517,1,5062.9517
152,C:CHFARS,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,270.79149,270.79149,270.79149,270.79149,1,270.7915
153,C:ZARILS,-4.9499999999980115e-05,-0.025863352674234157,0.1915962,0.1915962,0.191341,0.191341,4,0.1915,0.1917022,0.191341,1686512220000,48,0.191341,0.191341,0.191341,0.191341,1,0.193663,0.1937441,0.1903898,0.1913905,2367,0.1924
154,C:GBPLYD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6.024714,6.024714,6.024714,6.024714,1,6.0247
155,C:ZARNOK,-0.000708299999999995,-0.1233683692767292,0.5747743,0.5747743,0.5730575,0.5734259,5,0.5736,0.57532,0.5734259,1686512711000,48,0.5734259,0.5734259,0.5734259,0.5734259,1,0.5741342,0.5741342,0.5741342,0.5741342,1,0.5741
156,C:AEDGBP,3.069999999999462e-05,0.01417849477958658,0.2165558,0.2165558,0.2165558,0.2165558,1,0.2166,0.2166159,0.2165558,1686510280000,48,0.2165558,0.2165558,0.2165558,0.2165558,1,0.2165251,0.2165251,0.2165251,0.2165251,1,0.2165
157,C:PLNCHF,-0.0001942999999999806,-0.0890844293896917,0.2178977,0.2179134,0.2172402,0.2179134,60,0.2176,0.2190609,0.2179134,1686512716000,48,0.2173157,0.2179134,0.2173157,0.2179134,2,0.2166383,0.2188284,0.2162534,0.2181077,49362,0.2175
158,C:XAUCAD,0.09999999999990905,0.0038229222417581255,2615.9,2615.9,2615.9,2615.9,1,2615.9,2616.4,2615.9,1686510280000,48,2615.9,2615.9,2615.9,2615.9,1,2626.0,2632.2,2610.4,2615.8,1064,2620.5649
159,C:GBPBOB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,8.435533,8.435533,8.435533,8.435533,1,8.4355
160,C:USDNPR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,130.29771,130.29771,130.29771,130.29771,1,130.2977
161,C:GHSUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.08835043,0.08835043,0.08835043,0.08835043,1,0.08835
162,C:SEKNOK,-0.006210000000000049,-0.624748490945679,0.98237,0.98784,0.98237,0.98784,12,0.9843,0.99928,0.98779,1686512921000,48,0.98784,0.98784,0.98784,0.98784,1,1.0081052,1.0106,0.9790771,0.994,131043,0.9991
163,C:GBPPAB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1.2253439,1.2253439,1.2253439,1.2253439,1,1.2253
164,C:NZDAUD,-0.0005926999999998905,-0.06525500648034847,0.8992791,0.90829,0.8992791,0.9076901,28,0.9073,0.9099524,0.9076901,1686512844000,48,0.9076901,0.9076901,0.9076901,0.9076901,1,0.90763,0.9110508,0.9061484,0.9082828,51709,0.9085
165,C:GBPKWD,0.012582099999999985,3.375954124738121,0.3740931,0.3852797,0.3740931,0.3852797,2,0.3797,0.3876199,0.3852797,1686469771000,48,0.3740931,0.3852797,0.3740931,0.3852797,2,0.3726976,0.3838424,0.3726976,0.3726976,3,0.3764
166,C:KRWNZD,-8.809999999999938e-06,-0.6921638566332975,0.00126356,0.00126401,0.00126282,0.001264,12,0.001264,0.00127291,0.00126401,1686512910000,48,0.001264,0.001264,0.001264,0.001264,1,0.00127282,0.00127282,0.00127282,0.00127282,1,0.0013
167,C:BRLSGD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.2751391,0.2751391,0.2751391,0.2751391,1,0.2751
168,C:NZDZAR,-0.03911399999999965,-0.341040650922561,11.4662,11.4662,11.4095,11.4299,15,11.4304,11.5168,11.4299,1686512711000,48,11.4299,11.4299,11.4299,11.4299,1,11.469014,11.469014,11.469014,11.469014,1,11.469
169,C:USDHNL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,24.133575,24.133575,24.133575,24.133575,1,24.1336
170,C:DJFGBP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0043743,0.0043743,0.0043743,0.0043743,1,0.0044
171,C:BAMUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.5476396,0.5476396,0.5476396,0.5476396,1,0.5476
172,C:NZDNOK,-0.0023999999999997357,-0.03663115479715094,6.5858,6.5858,6.5497,6.5518,15,6.5565,6.619,6.5494,1686512891000,48,6.5518,6.5518,6.5518,6.5518,1,6.6415,6.6522,6.5518,6.5518,71844,6.6074
173,C:DKKSGD,8.199999999999874e-05,0.04236456256005886,0.19355,0.19368,0.19349,0.19364,21,0.1936,0.19405,0.19364,1686512801000,48,0.19364,0.19364,0.19364,0.19364,1,0.194319,0.194417,0.19354,0.193558,35696,0.1941
174,C:BGNCNY,-0.016817000000000082,-0.42978122993027673,3.896104,3.896104,3.896104,3.896104,1,3.8961,3.947234,3.896104,1686469770000,48,3.896104,3.896104,3.896104,3.896104,1,3.896104,3.912921,3.896104,3.912921,3,3.9018
175,C:BDTGBP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00725106,0.00725106,0.00725106,0.00725106,1,0.0073
176,C:USDLAK,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17925.78125,17925.78125,17925.78125,17925.78125,1,17925.7813
177,C:AUDPGK,-0.012726999999999933,-0.5427100021619675,2.332356,2.332356,2.332356,2.332356,1,2.3324,2.432163,2.332356,1686469770000,48,2.332356,2.332356,2.332356,2.332356,1,2.345083,2.345083,2.345083,2.345083,1,2.3451
178,C:XAGEUR,-0.020000000000003126,-0.08849557522125277,22.58,22.58,22.58,22.58,1,22.58,22.59,22.58,1686510280000,48,22.58,22.58,22.58,22.58,1,22.51,22.77,22.4637,22.6,1973,22.5785
179,C:SEKILS,-0.0005227000000000426,-0.15761189781370935,0.3303726,0.3311718,0.3303726,0.3311147,11,0.331,0.3317398,0.3311147,1686512831000,48,0.3311147,0.3311147,0.3311147,0.3311147,1,0.3316374,0.3316374,0.3316374,0.3316374,1,0.3316
180,C:ETBUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.01831185,0.01831185,0.01831185,0.01831185,1,0.0183
181,C:GBPSOS,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,666.58895,666.58895,666.58895,666.58895,1,666.589
182,C:USDETB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,54.145,54.145,54.145,54.145,1,54.145
183,C:NZDCAD,-0.005920900000000007,-0.721158999183461,0.81382,0.8152605,0.81013,0.8151047,39,0.8144,0.8186137,0.8151047,1686512731000,48,0.81281,0.8151047,0.81281,0.8151047,2,0.8210256,0.8210256,0.8210256,0.8210256,1,0.821
184,C:ILSUSD,0.014826799999999973,5.626209298416229,0.2783577,0.2783577,0.2783577,0.2783577,1,0.2784,0.2788832,0.2783577,1686510280000,48,0.2783577,0.2783577,0.2783577,0.2783577,1,0.2635309,0.2635309,0.2635309,0.2635309,1,0.2635
185,C:JMDGBP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00509231,0.00509231,0.00509231,0.00509231,1,0.0051
186,C:EURTHB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,36.458,37.151,36.458,36.458,3,36.689
187,C:XAGJPY,0.819999999999709,0.02427378460863581,3378.95,3378.95,3378.95,3378.95,1,3378.95,3392.49,3378.95,1686510280000,48,3378.95,3378.95,3378.95,3378.95,1,3364.04,3414.12,3362.93,3378.13,2320,3384.7917
188,C:COPZAR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00443335,0.00443335,0.00443335,0.00443335,1,0.0044
189,C:SGDBRL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3.628986,3.628986,3.628986,3.628986,1,3.629
190,C:CNHUSD,-0.00020423999999999443,-0.1457748733195327,0.13979249,0.13990221,0.13979249,0.13990221,14,0.1398,0.14009821,0.13990221,1686512261000,48,0.13989007,0.13990221,0.13989007,0.13990221,2,0.14040665,0.14051377,0.13951068,0.14010645,224666,0.1401
191,C:QARZAR,-0.006752999999999787,-0.13166512020754045,5.120996,5.122168,5.113657,5.122168,8,5.1159,5.142912,5.122168,1686511690000,48,5.122168,5.122168,5.122168,5.122168,1,5.190704,5.202327,5.118269,5.128921,60049,5.1588
192,C:CADNOK,-0.04191999999999929,-0.5183329364228462,8.072051,8.072051,8.0281,8.0547,24,8.0469,8.095557,8.045546,1686512891000,48,8.0547,8.0547,8.0547,8.0547,1,8.087466,8.087466,8.072051,8.087466,3,8.0823
193,C:BRLCLP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,161.12239,161.12239,161.12239,161.12239,1,161.1224
194,C:XAUEUR,-1.0,-0.0548185505975222,1823.2,1823.2,1823.2,1823.2,1,1823.2,1823.5,1823.2,1686510280000,48,1823.2,1823.2,1823.2,1823.2,1,1822.6,1828.9,1816.95,1824.2,2335,1823.226
195,C:AUDGBP,-0.0023847999999999647,-0.4434037372494401,0.5369075,0.5378394,0.5249063,0.5354546,55,0.5346,0.5367892,0.5354546,1686512861000,48,0.5354546,0.5354546,0.5354546,0.5354546,1,0.5364075,0.5378394,0.5364075,0.5378394,29,0.5373
196,C:RWFZAR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.01628754,0.01628754,0.01628754,0.01628754,1,0.0163
197,C:USDUYU,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,38.400446,38.400446,38.400446,38.400446,1,38.4004
198,C:MYRINR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17.628335,17.790548,17.628335,17.628335,3,17.6824
199,C:CHFTRY,-0.0895930000000007,-0.34587772074253204,25.873732,25.903085,25.813492,25.813492,3,25.8634,26.063556,25.813492,1686510280000,48,25.813492,25.813492,25.813492,25.813492,1,25.873732,25.903085,25.873732,25.903085,4,25.8884
200,C:XAUBRL,-3.600000000000364,-0.03761323149899556,9567.5,9567.5,9567.5,9567.5,1,9567.5,9569.4,9567.5,1686510280000,48,9567.5,9567.5,9567.5,9567.5,1,9675.7,9685.3,9549.7,9571.1,1143,9638.4754
201,C:USDSEK,-0.018530000000000157,-0.171190480589791,10.8107,10.8242,10.80243,10.80567,13,10.808,10.85287,10.80567,1686512802000,48,10.80567,10.80567,10.80567,10.80567,1,10.8107,10.8242,10.8107,10.8242,4,10.8171
202,C:JPYRSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.7741555,0.7741555,0.7741555,0.7741555,1,0.7742
203,C:CADHUF,-0.3399699999999939,-0.1324393459973118,256.62749,256.62749,256.24279,256.35867,9,256.4107,256.63742,256.35867,1686512711000,48,256.35867,256.35867,256.35867,256.35867,1,256.69864,256.69864,256.69864,256.69864,1,256.6986
204,C:USDDOP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,54.098741,54.098741,54.098741,54.098741,1,54.0987
205,C:CADBMD,-0.00019700000000000273,-0.026226707654884045,0.7509345,0.7512046,0.7506589,0.7509457,7,0.751,0.7517623,0.7509457,1686512711000,48,0.7509457,0.7509457,0.7509457,0.7509457,1,0.7511427,0.7511427,0.7511427,0.7511427,1,0.7511
206,C:USDCUP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,23.962658,23.962658,23.962658,23.962658,1,23.9627
207,C:ZARSEK,-0.00018370000000000886,-0.031828510687329295,0.5783744,0.5783744,0.5769259,0.5769718,5,0.5772,0.5788777,0.5769718,1686512711000,48,0.5769718,0.5769718,0.5769718,0.5769718,1,0.5823307,0.5823307,0.5771555,0.5771555,2,0.5797
208,C:CNYCLP,-0.10633099999999729,-0.09778348003874489,108.634941,108.634941,108.634941,108.634941,1,108.6349,112.285528,108.634941,1686469770000,48,108.634941,108.634941,108.634941,108.634941,1,108.634941,108.741272,108.634941,108.741272,2,108.6881
209,C:AUDMXN,0.004700999999998956,0.040372644403046574,11.644409,11.650446,11.5294,11.648724,11,11.6049,11.68826,11.648724,1686511690000,48,11.648724,11.648724,11.648724,11.648724,1,11.644023,11.644023,11.644023,11.644023,1,11.644
210,C:NGNUSD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.00215138,0.00215138,0.00215138,0.00215138,1,0.0022
211,C:AEDINR,0.0031759999999998456,0.014153136220905168,22.443432,22.443432,22.443432,22.443432,1,22.4434,22.449666,22.443432,1686510280000,48,22.443432,22.443432,22.443432,22.443432,1,22.440256,22.440256,22.440256,22.440256,1,22.4403
212,C:JPYILS,0.0,0.0,0.02571031,0.0257309,0.02571031,0.0257309,2,0.02572,0.02577948,0.0257309,1686510293000,48,0.02571031,0.0257309,0.02571031,0.0257309,2,0.0257309,0.0257309,0.0257309,0.0257309,1,0.0257
213,C:CHFMXN,-0.06156999999999968,-0.3218442716999184,19.125464,19.128487,18.9242,19.0688,14,19.0243,19.2672,19.0688,1686512261000,48,19.0688,19.0688,19.0688,19.0688,1,19.13037,19.13037,19.13037,19.13037,1,19.1304
214,C:GBPBHD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.457799,0.4688739,0.457799,0.457799,3,0.4615
215,C:AUDSEK,-0.03065100000000065,-0.4194485874759974,7.289429,7.289993,7.2754,7.2768,16,7.2828,7.3209,7.2768,1686512801000,48,7.2754,7.2768,7.2754,7.2768,2,7.307451,7.307451,7.297479,7.307451,3,7.3041
216,C:AUDCLP,-0.275449999999978,-0.05194510711884036,529.201,530.48379,529.201,529.99586,9,530.1777,530.84581,529.99586,1686512471000,48,529.99586,529.99586,529.99586,529.99586,1,531.2913,531.2913,530.27131,530.27131,2,530.7813
217,C:BRLARS,0.0,0.0,50.130606,50.130606,49.621598,49.621598,2,49.8761,49.651795,49.621598,1686488544000,48,49.621598,49.621598,49.621598,49.621598,1,50.107644,50.130606,49.621598,49.621598,4,49.9919
218,C:GBPTND,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3.880741,3.880741,3.880741,3.880741,1,3.8807
219,C:DKKHUF,-0.14568599999999776,-0.2949844742668998,49.394897,49.394897,49.163241,49.241854,79,49.2238,49.476683,49.241998,1686512921000,48,49.24171,49.241854,49.24171,49.241854,2,49.394897,49.394897,49.385242,49.387684,4,49.3907
220,C:MXNCZK,0.005764199999999997,0.4550685527830019,1.272037,1.2743,1.272037,1.2724305,20,1.2734,1.2767311,1.2724305,1686512849000,48,1.2724305,1.2724305,1.2724305,1.2724305,1,1.2666663,1.2666663,1.2666663,1.2666663,1,1.2667
221,C:EURCHF,-0.0011300000000000754,-0.11643482740856005,0.9708,0.9708,0.96727,0.96937,3,0.9691,0.97253,0.96937,1686512211000,48,0.96937,0.96937,0.96937,0.96937,1,0.9708,0.9708,0.9705,0.9705,4,0.9707
222,C:EURAED,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3.8629,3.9456,3.8629,3.8629,3,3.8905
223,C:DKKTHB,-0.000770999999999411,-0.015421242952170166,4.987217,4.999718,4.98,4.998826,16,4.9959,5.001577,4.998826,1686512711000,48,4.998826,4.998826,4.998826,4.998826,1,4.977579,4.999597,4.977579,4.999597,4,4.9886
224,C:GBPJMD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,192.17766,192.17766,192.17766,192.17766,1,192.1777
225,C:CADCHF,6.0000000000060005e-05,0.008904719501344614,0.67448,0.67529,0.67386,0.67386,20,0.6747,0.67939,0.67386,1686512711000,48,0.67386,0.67386,0.67386,0.67386,1,0.67269,0.67767,0.6718,0.6738,133906,0.6752
226,C:USDTRY,-0.0996200000000016,-0.4257719841863515,23.29788,23.29788,23.29788,23.29788,1,23.2979,23.50102,23.29788,1686510280000,48,23.29788,23.29788,23.29788,23.29788,1,23.4987,23.5368,22.67854,23.3975,23444,23.4154
227,C:CHFAUD,-0.004680699999999982,-0.28521243564485677,1.63464,1.63898,1.62727,1.6364469,15,1.6361,1.6506826,1.6364469,1686512801000,48,1.6364469,1.6364469,1.6364469,1.6364469,2,1.65702,1.6607158,1.63984,1.6411276,168916,1.6506
228,C:CADCNY,-0.022669000000000494,-0.4247049416328217,5.314919,5.314919,5.314919,5.314919,1,5.3149,5.384669,5.314919,1686469770000,48,5.314919,5.314919,5.314919,5.314919,1,5.337588,5.337588,5.314919,5.337588,3,5.33
229,C:ILSAUD,-1.9299999999999873e-05,-0.004673195904246427,0.4126232,0.4130399,0.4126232,0.4129743,10,0.4128,0.413754,0.4129743,1686512501000,48,0.4129743,0.4129743,0.4129743,0.4129743,1,0.4129936,0.4129936,0.4129936,0.4129936,1,0.413
230,C:INRZAR,-0.0005871000000000071,-0.25851023077025,0.2268206,0.2268206,0.2261455,0.2265219,9,0.2263,0.2274393,0.2265219,1686511690000,48,0.2265219,0.2265219,0.2265219,0.2265219,1,0.227109,0.227109,0.227109,0.227109,1,0.2271
231,C:XPFGBP,0.0,0.0,0.00710818,0.00711247,0.00710818,0.00711225,7,0.007112,0.00716356,0.00711232,1686512888000,48,0.00711225,0.00711225,0.00711225,0.00711225,1,0.00711232,0.00711232,0.00711232,0.00711232,1,0.0071
