Date,Value
1997-02-28,90.1
1997-01-31,89.9
1996-12-31,89.7
1996-11-30,89.7
1996-10-31,89.3
1996-09-30,89.1
1996-08-31,89.0
1996-07-31,89.0
1996-06-30,89.0
1996-05-31,89.0
1996-04-30,88.7
1996-03-31,88.5
1996-02-29,88.1
1996-01-31,88.0
1995-12-31,87.8
1995-11-30,88.0
1995-10-31,87.7
1995-09-30,87.8
1995-08-31,87.7
1995-07-31,87.9
1995-06-30,87.7
1995-05-31,87.7
1995-04-30,87.5
1995-03-31,87.2
1995-02-28,87.0
1995-01-31,86.6
1994-12-31,86.3
1994-11-30,86.2
1994-10-31,85.7
1994-09-30,85.9
1994-08-31,85.8
1994-07-31,85.7
1994-06-30,85.4
1994-05-31,85.2
1994-04-30,85.4
1994-03-31,85.4
1994-02-28,85.4
1994-01-31,86.1
1993-12-31,86.1
1993-11-30,86.3
1993-10-31,85.9
1993-09-30,85.7
1993-08-31,85.7
1993-07-31,85.6
1993-06-30,85.4
1993-05-31,85.4
1993-04-30,85.2
1993-03-31,85.2
1993-02-28,85.3
1993-01-31,85.0
1992-12-31,84.7
1992-11-30,84.7
1992-10-31,84.3
1992-09-30,84.2
1992-08-31,84.2
1992-07-31,84.2
1992-06-30,84.0
1992-05-31,83.8
1992-04-30,83.7
1992-03-31,83.6
1992-02-29,83.3
1992-01-31,83.3
1991-12-31,82.9
1991-11-30,83.3
1991-10-31,83.0
1991-09-30,83.1
1991-08-31,83.3
1991-07-31,83.2
1991-06-30,83.1
1991-05-31,82.7
1991-04-30,82.3
1991-03-31,82.3
1991-02-28,82.0
1991-01-31,82.0
1990-12-31,79.9
1990-11-30,80.0
1990-10-31,79.5
1990-09-30,78.8
1990-08-31,78.6
1990-07-31,78.5
1990-06-30,78.2
1990-05-31,77.9
1990-04-30,77.5
1990-03-31,77.5
1990-02-28,77.2
1990-01-31,76.7
1989-12-31,76.1
1989-11-30,76.1
1989-10-31,75.9
1989-09-30,75.6
1989-08-31,75.5
1989-07-31,75.4
1989-06-30,74.9
1989-05-31,74.6
1989-04-30,73.8
1989-03-31,73.6
1989-02-28,73.2
1989-01-31,72.7
