Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2022-01-31,135.0,77.4175,1.74379177834469,23.23580034423409,-69.986,-52.134,-53.756,-51.549,-31.229000000000003,-54.308
2021-07-31,169.0,74.53,2.26754327116597,29.911504424778716,-59.866,-34.305,-39.833,-34.969,-13.118,-34.056999999999995
2021-01-31,135.0,74.63,1.80892402519094,23.85159010600704,-68.0,-47.3,-53.2,-44.0,-34.8,-48.5
2020-07-31,135.0,70.585,1.91258766026776,23.64273204903675,-66.50500000000001,-43.6,-44.7,-36.7,-27.9,-39.7
2020-01-31,135.0,61.4325,2.1975338786473,23.809523809523856,-61.243,-36.9,-35.099999999999994,-31.2,-16.8,-31.1
2019-07-31,130.0,63.83875,2.0363807248732,22.648083623693,-64.5,-42.8,-40.8,-32.3,-23.8,-35.1
2019-01-31,110.17,66.685,1.6520956736897,19.743727598566,-70.4,-49.7,-51.0,-42.7,-36.0,-47.6
2018-07-31,130.0,62.14065,2.0920283260635,23.593466424682,-62.0,-36.6,-39.7,-30.9,-17.6,-34.2
2018-01-31,130.0,56.745,2.290950744559,24.621212121212,-56.610781353049,-28.073162001608,-35.820561802383,-26.262492918847,-6.2354393806888,-28.570557998041
2017-07-31,137.0,60.1369,2.2781353877569,25.849056603774,-57.016313438548,-30.263221075511,-31.309685116376,-18.98081777427,-5.2721785034745,-22.883874210627
2017-01-31,130.0,60.4375,2.1509824198552,25.691699604743,-57.490466010766,-29.956817363025,-28.636851478935,-14.559857585986,-12.52466694843,-25.106539080545
2016-07-31,130.0,63.40755,2.0502290342396,25.793650793651,-59.320852495246,-33.667308596209,-34.752806315839,-23.599791312841,-22.170566562572,-27.44784764784
2016-01-31,114.0,74.655,1.5270243118344,23.123732251521,-69.025876027699,-51.975485947041,-48.046090691832,-48.05050998546,-35.823879895109,-46.969139741541
2015-07-31,107.0,56.815,1.883305465106,22.338204592902,-60.682558139749,-41.517063230179,-38.814891237407,-42.286105540809,-19.644998589938,-35.507258413623
2015-01-31,89.0,65.227,1.3644656353964,18.580375782881,-71.514287361245,-57.753787779098,-58.318835556248,-59.029038129407,-43.530183261489,-55.454668571237
2014-07-31,89.0,34.83725,2.554736668365,18.561001042753,-46.720820263503,-21.152222192873,-33.407416431275,-31.62929818426,-0.87622564490503,-15.771296149834
2014-01-31,89.0,33.93925,2.6223325500711,19.246711119121,-43.290699944399,-13.978451553167,-26.165041578146,-21.917356383553,30.591558125348,-15.001567995941
2013-07-31,87.0,32.9389,2.641253958086,19.092904169715,-42.035392287797,-14.821459103725,-22.868725536604,-11.759577944575,18.719363519685,-8.93340106422
2013-01-31,72.88,30.045,2.4256947911466,16.687289813247,-44.459012104354,-18.637158121082,-32.513414240972,-23.503545541924,-1.1095887493179,-15.096370810365
2012-07-31,75.0,32.76525,2.2890104607778,17.331022530329,-47.105477509467,-19.597617845913,-27.597864886867,-25.072995215045,-18.474778936685,-14.54604459534
2012-01-31,81.0,31.7693,2.5496312477769,19.29848804685,-39.254286223335,-5.3646693737853,-19.357887679504,-7.383825904161,-8.6634502213896,-5.0268474285398
2011-07-31,75.0,27.7525,2.7024592379065,18.450184501845,-33.51883793588,9.7125967729519,-19.511095020939,0.91809655677626,4.0037034279619,6.1842233974305
2010-07-31,71.0,30.44325,2.3322082891938,19.017857142857,-37.53013511088,,,,,
2010-01-31,70.0,29.927,2.3390249607378,19.553072625698,-34.664107241961,,,,,
2009-07-31,67.0,32.7959,2.042938294116,18.767507002801,-42.774837699831,,,,,
2008-06-30,59.0,23.2336,2.5394256593898,16.526610644258,-28.86762858852,,,,,
2007-06-30,52.0,25.64825,2.0274287719435,15.24926686217,-40.544610793446,,,,,
2007-01-31,49.0,26.5335,1.8467220683287,15.217391304348,-42.648382971158,,,,,
2006-05-31,48.0,27.06375,1.7735901344049,15.483870967742,-42.787415019198,,,,,
2006-01-31,46.0,28.67,1.6044645971399,14.603174603175,-49.064615963814,,,,,
2005-06-30,42.0,28.4055,1.4785868933833,13.725490196078,-51.680166882898,,,,,
2004-05-31,42.0,29.0,1.45,14.48275862069,-50.059453032105,,,,,
2003-04-30,41.0,31.1,1.31,15.129151291513,-51.353211281309,,,,,
2002-04-30,39.0,31.2,1.25,15.66265060241,-49.799196787149,,,,,
2001-04-30,35.0,28.9,1.21,13.779527559055,-52.3199738441,,,,,
2000-04-30,39.5,28.5,1.39,15.737051792829,-44.782274411127,,,,,
