Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2022-07-31,390.0,137.865,2.82885431400283,75.72815533980587,-45.071,-42.382,-44.689,-38.618,0.0,-33.189
2022-01-31,390.0,115.225,3.38468214363202,67.12564543889837,-41.744,-30.399,-32.757,-29.548,0.0,-33.559
2021-07-31,390.0,109.935,3.54755082548779,69.02654867256639,-37.211,-24.386,-30.749,-25.151,0.0,-24.1
2021-01-31,390.0,104.295,3.73939306774054,68.90459363957589,-33.900000000000006,-19.1,-28.2,-14.099999999999998,0.0,-21.0
2020-07-31,390.0,107.275,3.63551619669075,68.30122591943962,-36.331,-21.8,-23.3,-12.3,0.0,-16.400000000000002
2020-01-31,390.0,110.04,3.54416575790622,68.78306878306887,-37.493,-24.1,-22.0,-17.2,0.0,-17.1
2019-07-31,390.0,108.765,3.5857123155427,67.94425087108,-37.5,-25.0,-22.3,-11.2,0.0,-14.9
2019-01-31,390.0,108.44,3.5964588712652,69.89247311828,-35.5,-21.4,-23.4,-10.5,0.0,-18.2
2018-07-31,390.0,111.25,3.5056179775281,70.780399274047,-36.4,-23.1,-26.8,-16.1,0.0,-20.2
2018-01-31,380.0,110.725,3.4319259426507,71.969696969697,-35.001402601312,-23.289953556741,-31.552563384594,-21.358873124217,0.0,-23.820426896718
2017-07-31,380.0,113.06,3.3610472315585,71.698113207547,-36.584014498897,-26.381945849935,-27.486651969355,-14.471608292288,0.0,-18.591893520742
2017-01-31,380.0,116.665,3.2571893884198,75.098814229249,-35.628668213047,-19.92807550023,-18.419117674014,-2.3265880409462,0.0,-14.383337214272
2016-07-31,370.0,106.725,3.4668540641836,73.412698412698,-31.213213012229,-14.771714923096,-16.166428557369,-1.8363550743535,0.0,-6.7805724032545
2016-01-31,370.0,118.645,3.1185469257027,75.050709939148,-36.743470066882,-25.1676262534,-19.044795442209,-19.051681638539,0.0,-17.366677555788
2015-07-31,370.0,123.935,2.9854359139872,77.244258872651,-37.673571733044,-27.219294700308,-23.856502160509,-28.176350636011,0.0,-19.740227173587
2015-01-31,370.0,117.765,3.1418502950792,77.244258872651,-34.408135802105,-25.187977116117,-26.1885962252,-27.446263797326,0.0,-21.116564562208
2014-07-31,370.0,101.53,3.6442430808628,77.163712200209,-23.999101546136,-20.45523052354,-32.818757152882,-31.024920852173,0.0,-15.026738642507
2014-01-31,310.0,104.245,2.9737637296753,67.039106145251,-35.690818604968,-34.12931916758,-43.461155160593,-40.20850601882,0.0,-34.912766778941
2013-07-31,320.0,100.105,3.1966435242995,70.226773957571,-29.846886811277,-28.25219208478,-35.030586269436,-25.673100462004,0.0,-23.292547874315
2013-01-31,320.0,91.065,3.5139735353868,73.270207742028,-19.540759081944,-17.724235494716,-31.756188587432,-22.645225668886,0.0,-14.143719177779
2012-07-31,320.0,78.22,4.0910253132191,73.945696129405,-5.4644641659358,-1.3772902355649,-11.190507466513,-8.093466282336,0.0,4.8190416292082
2012-01-31,320.0,76.92,4.1601664066563,76.240940432,-0.88281275090974,3.6116766569354,-11.70882574833,1.4009991841495,0.0,3.9815416738036
2011-07-31,320.0,78.365,4.0834556243221,78.720787207872,0.45401289845219,5.4891250569209,-22.609577999487,-2.9668240355719,0.0,2.0965791578555
2010-07-31,320.0,87.18,3.6705666437256,85.714285714286,-1.6812506144922,,,,,
2010-01-31,320.0,91.54,3.4957395674022,89.385474860335,-2.3536433686528,,,,,
2009-07-31,320.0,92.565,3.4570301949981,89.635854341737,-3.1644203081762,,,,,
2008-06-30,280.0,106.855,2.62037340321,78.43137254902,-26.600184784035,,,,,
2007-06-30,280.0,122.315,2.2891714017087,82.111436950147,-32.868873850185,,,,,
2007-01-31,280.0,121.585,2.3029156557141,86.95652173913,-28.480880257326,,,,,
2006-05-31,250.0,112.105,2.2300521832211,80.645161290323,-28.06283279932,,,,,
2006-01-31,250.0,114.305,2.187130921657,79.365079365079,-30.56727232835,,,,,
2005-06-30,250.0,106.715,2.3426884692874,81.699346405229,-23.441553291263,,,,,
2004-05-31,262.0,113.0,2.33,90.344827586207,-20.04882514495,,,,,
2003-04-30,262.0,120.0,2.18,96.678966789668,-19.434194341943,,,,,
2002-04-30,262.0,130.0,2.01,105.22088353414,-19.060858819895,,,,,
2001-04-30,294.0,124.0,2.38,115.74803149606,-6.6548133096266,,,,,
2000-04-30,294.0,106.0,2.78,117.13147410359,10.50139066376,,,,,
