,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
80,0.5788517484786992,571,162.475,,,1.6881552e+18,,,,,0.03,,,put,american,2023-07-07,100,162.5,,-0.005282271401497872,0.0010688682057292537,-0.018391268397569334,0.00474523576638691,0.03,10,0.02,131,,0.025,[209],301.0,0.03,1.6881550359830467e+18,1.0,-31.8,,,
388,0.4275681934362622,263,149.93,,,1.6881552e+18,,,,,0.06,,,put,american,2023-07-28,100,150.0,,-0.00882083590552483,0.0010699298338591573,-0.009893029302590743,0.009450399780338816,0.08,10,0.06,13,,0.07,[227],302.0,0.06,1.6881549171547064e+18,1.0,-44.4,,,
1726,0.3333708253073225,129,102.335,,,1.6881552e+18,,,,,2.6,,,put,american,2025-12-19,100,105.0,,-0.05122433544935326,0.0010764018402841307,-0.004584546403404291,0.28845931449274664,2.88,2,2.45,1,,2.665,[209],315.0,2.6,1.6881481454173263e+18,1.0,-92.0,,,
1681,0.2621034503040982,211,207.05,,,1.6879824e+18,,,,,87.4,,,call,american,2025-12-19,100,115.0,,0.9489875577928034,0.0010773524706183689,-0.014256854629895916,0.25733526028402914,93.8,120,90.3,22,,92.05,[232],308.0,87.4,1.687972530286e+18,2.0,12.75,,,
1330,0.3122403059866924,172,114.06,,,1.6879824e+18,,,,,1.58,,,put,american,2024-09-20,100,115.0,,-0.031627310924161836,0.001086879056964025,-0.004584416669420651,0.12975058048019542,1.66,484,0.22,1041,,0.94,[209],304.0,1.58,1.687965059041e+18,10.0,-80.2,,,
641,0.39893981104799625,8817,134.79,,,1.6881552e+18,,,,,0.21,,,put,american,2023-09-15,100,135.0,,-0.01535716877514934,0.0010946898580774603,-0.008611259169965132,0.03357758165375668,0.22,79,0.2,5,,0.21,[209],319.0,0.21,1.6881542589663734e+18,5.0,-59.5,,,
235,0.5825416321867424,4037,194.75,,,1.6881552e+18,,,,,49.7,,,call,american,2023-07-21,100,145.0,,0.9888705710492798,0.0010948107349989904,-0.036441730169126156,0.019080979393920113,50.8,1,48.7,90,,49.75,[232],300.0,49.7,1.688154961084863e+18,1.0,0.45,,,
1214,0.19703644690321298,957,310.225,,,1.6881552e+18,,,,,0.25,,,call,american,2024-06-21,100,310.0,,0.016945046070903674,0.001097788555321735,-0.0025845559300510064,0.08696046364173891,0.25,20,0.2,117,,0.225,[227],323.0,0.25,1.688150273255363e+18,2.0,115.925,,,
426,0.5894594819479279,33,195.05,,,1.6880688e+18,,,,,55.15,,,call,american,2023-08-04,100,135.0,,0.9842991748768751,0.0011012432560737395,-0.03548321462186439,0.023801407010476405,61.0,1,59.1,1,,60.05,[209],308.0,55.15,1.688061507828442e+18,1.0,0.75,,,
1177,0.34742528463868827,1147,199.9,,,1.6881552e+18,,,,,83.65,,,call,american,2024-06-21,100,115.0,,0.9630791504772863,0.0011021584886771007,-0.018628921498307634,0.11748864916599563,86.3,1,83.5,1,,84.9,[233],302.0,83.65,1.688142439001825e+18,1.0,5.6,,,
1110,0.19686830899860655,95,290.16,,,1.6881552e+18,,,,,0.16,,,call,american,2024-03-15,100,290.0,,0.014307118094500628,0.0011160269453181011,-0.0025623797848303015,0.06726890656196258,0.21,330,0.11,364,,0.16,[232],308.0,0.16,1.68813218119718e+18,1.0,95.86,,,
1281,0.32720619711469845,9,201.2,,,1.6841808e+18,,,,,66.05,,,call,american,2024-09-20,100,115.0,,0.9591407213649175,0.0011243442235934387,-0.017701399483451914,0.21906853024655618,88.15,90,84.25,90,,86.2,[209],313.0,66.05,1.684174405864e+18,1.0,6.9,,,
1587,0.2826963742365471,580,204.875,,,1.6881552e+18,,,,,89.05,,,call,american,2025-06-20,100,115.0,,0.9508142398380853,0.0011263570127660327,-0.015426152117476047,0.2480748074244412,91.85,90,87.9,28,,89.875,[209],313.0,89.05,1.6881465914450345e+18,1.0,10.575,,,
1431,0.3425797391775051,222,108.37,,,1.6881552e+18,,,,,1.6,,,put,american,2024-12-20,100,110.0,,-0.04196031017722403,0.001131635455585012,-0.00563301548528831,0.2350761678972978,2.41,634,0.85,708,,1.63,[209],313.0,1.6,1.68815318078899e+18,1.0,-85.9,,,
558,0.4377490426358506,13811,139.84,,,1.6881552e+18,,,,,0.16,,,put,american,2023-08-18,100,140.0,,-0.013685512224764598,0.0011348861959645385,-0.010895630891699265,0.027964356231151292,0.18,8,0.14,30,,0.16,[232],308.0,0.16,1.6881550333125194e+18,1.0,-54.5,,,
1485,0.3046803411030586,1130,202.875,,,1.6881552e+18,,,,,86.97,,,call,american,2025-01-17,100,115.0,,0.9543669105151281,0.0011423881050494516,-0.016615203432851812,0.234362434940523,89.5,247,86.25,48,,87.875,[232],312.0,86.97,1.6881508622342615e+18,2.0,8.575,,,
1127,0.3466915831547062,3195,119.31,,,1.6881552e+18,,,,,0.73,,,put,american,2024-03-15,100,120.0,,-0.028091700708446868,0.0011472791557755786,-0.006358615180276071,0.10573115254491595,0.73,339,0.65,133,,0.69,[209],300.0,0.73,1.6881532125200847e+18,1.0,-75.0,,,
1535,0.3432476152456088,9228,108.18,,,1.6881552e+18,,,,,1.8,,,put,american,2025-01-17,100,110.0,,-0.04482464353645519,0.0011609300381645582,-0.005743256208879419,0.24060976115150154,2.77,524,0.87,502,,1.82,[232],308.0,1.8,1.6881353472556431e+18,10.0,-86.1,,,
47,0.37187902080012625,1398,220.01,,,1.6881552e+18,,,,,0.02,,,call,american,2023-07-07,100,220.0,,0.0035412727447536752,0.0011652071516728944,-0.008418799530508739,0.002144513325349879,0.02,53,0.0,0,,0.01,[227],308.0,0.02,1.6881538654949297e+18,1.0,25.71,,,
1633,0.3229217909787524,1259,107.88,,,1.6881552e+18,,,,,1.7,,,put,american,2025-06-20,100,110.0,,-0.048402968411959985,0.0011736396290680288,-0.004866922283558385,0.26213816513631294,3.55,363,0.69,321,,2.12,[232],308.0,1.7,1.688153255390425e+18,1.0,-86.4,,,
807,0.20641467280072062,31,265.095,,,1.6881552e+18,,,,,0.1,,,call,american,2023-11-17,100,265.0,,0.011212202005249064,0.0011751993003558565,-0.0028491346804416628,0.04185054018734705,0.12,300,0.07,330,,0.095,[227],308.0,0.1,1.6881470743193884e+18,2.0,70.795,,,
1379,0.3151280497767568,5,202.625,,,1.685736e+18,,,,,75.0,,,call,american,2024-12-20,100,115.0,,0.9528248816043001,0.0011766479048757588,-0.017171310494444807,0.23325029360020286,89.6,120,85.65,27,,87.625,[209],322.0,75.0,1.685714592855e+18,1.0,8.325,,,
972,0.3923085154870944,9331,197.825,,,1.6881552e+18,,,,,77.5,,,call,american,2024-01-19,100,120.0,,0.9681624383167078,0.0011788507266367295,-0.022230575845401068,0.09752523868109476,78.6,1,77.05,1,,77.825,[227],323.0,77.5,1.6881548170523717e+18,6.0,3.525,,,
604,0.30893510755559966,13057,195.75,,,1.6881552e+18,,,,,50.0,,,call,american,2023-09-15,100,145.0,,0.9864514104309963,0.001187082974271168,-0.02288851125333784,0.033581062388686064,51.85,5,49.65,90,,50.75,[209],325.0,50.0,1.6881525333840655e+18,1.0,1.45,,,
1229,0.36320169009088604,5094,113.81,,,1.6881552e+18,,,,,1.0,,,put,american,2024-06-21,100,115.0,,-0.037487431893194686,0.0012076467233538143,-0.0071740493147902816,0.15255664842277813,1.83,961,0.55,749,,1.19,[209],322.0,1.0,1.6881454650979653e+18,5.0,-80.5,,,
447,0.27999724494036154,22,240.04,,,1.6881552e+18,,,,,0.05,,,call,american,2023-08-04,100,240.0,,0.007302831490344764,0.001210395553476157,-0.005080337939996966,0.016181410620636442,0.05,39,0.03,144,,0.04,[209],313.0,0.05,1.6881543318746207e+18,1.0,45.74,,,
905,0.20132824225176793,243,270.115,,,1.6881552e+18,,,,,0.12,,,call,american,2023-12-15,100,270.0,,0.012574907628665255,0.0012142942234854082,-0.0028352660862942494,0.04788464261645855,0.14,237,0.09,277,,0.115,[209],325.0,0.12,1.6881512025584594e+18,14.0,75.815,,,
1025,0.34667621814744265,23954,124.445,,,1.6881552e+18,,,,,0.55,,,put,american,2024-01-19,100,125.0,,-0.026089512686052113,0.0012170685003173557,-0.006858062910904125,0.0974635916451373,0.59,6,0.52,3,,0.555,[227],302.0,0.55,1.6881551991783642e+18,1.0,-69.9,,,
293,0.43106957140183083,18298,154.94,,,1.6881552e+18,,,,,0.06,,,put,american,2023-07-21,100,155.0,,-0.008759611061605768,0.0012249613514784532,-0.011551809972476162,0.008328693026486617,0.07,519,0.05,44,,0.06,[219],315.0,0.06,1.6881551013865958e+18,74.0,-39.4,,,
514,0.23464779459208032,8463,195.275,,,1.6881552e+18,,,,,35.5,,,call,american,2023-08-18,100,160.0,,0.992059965500202,0.0012335072313847098,-0.022820583530868594,0.011792019683075123,36.6,60,33.95,103,,35.275,[232],308.0,35.5,1.6881548805681231e+18,2.0,0.975,,,
81,0.5336363346766991,4737,164.975,,,1.6881552e+18,,,,,0.03,,,put,american,2023-07-07,100,165.0,,-0.005696516941489225,0.001239311833690422,-0.018110430065429523,0.004773145716479927,0.03,9,0.02,5,,0.025,[236],322.0,0.03,1.6881549005085e+18,20.0,-29.3,,,
185,0.4419521579035276,360,159.96,,,1.6881552e+18,,,,,0.05,,,put,american,2023-07-14,100,160.0,,-0.007207535009409168,0.001240863587186158,-0.012354389125194088,0.006870837099134113,0.05,335,0.03,228,,0.04,[209],319.0,0.05,1.6881544044021056e+18,10.0,-34.3,,,
1727,0.3302174555676509,191,106.87,,,1.6880688e+18,,,,,3.3,,,put,american,2025-12-19,100,110.0,,-0.059785144857818696,0.0012418795548345748,-0.0051290249113974205,0.3506721277216971,3.4,146,2.86,1,,3.13,[209],316.0,3.3,1.6880568149402168e+18,1.0,-87.4,,,
706,0.2013097532812439,137,255.075,,,1.6881552e+18,,,,,0.07,,,call,american,2023-10-20,100,255.0,,0.01021135467303602,0.0012438819195742224,-0.0028449589487352578,0.03586300175773556,0.1,364,0.05,219,,0.075,[209],312.0,0.07,1.6881481956189883e+18,3.0,60.775,,,
830,0.36420214620783536,2070,129.595,,,1.6881552e+18,,,,,0.44,,,put,american,2023-11-17,100,130.0,,-0.022688965462601192,0.0012493920898469582,-0.007967319859915178,0.0855711674740326,0.43,216,0.38,152,,0.405,[209],300.0,0.44,1.6881546010465728e+18,2.0,-64.7,,,
878,0.29761860914423727,2366,197.275,,,1.6879824e+18,,,,,57.95,,,call,american,2023-12-15,100,135.0,,0.9776948403600484,0.001265721415493833,-0.02102295683437843,0.09052923955966262,64.0,2,60.55,2,,62.275,[209],313.0,57.95,1.687964837625e+18,1.0,2.975,,,
1003,0.19501546327406222,1531,275.14,,,1.6880688e+18,,,,,0.11,,,call,american,2024-01-19,100,275.0,,0.01422290031924877,0.001268459386420676,-0.002821055491084219,0.05534425274036349,0.17,553,0.11,198,,0.14,[209],313.0,0.11,1.6880645601930534e+18,73.0,80.84,,,
126,0.9960825630975381,69,194.775,,,1.6881552e+18,,,,,57.8,,,call,american,2023-07-14,100,135.0,,0.981057705816069,0.0012720931869604516,-0.08095676018294676,0.015102622283408994,60.95,1,58.6,1,,59.775,[235],301.0,57.8,1.6881412644674048e+18,27.0,0.475,,,
1486,0.286304782604768,5425,203.275,,,1.6881552e+18,,,,,82.65,,,call,american,2025-01-17,100,120.0,,0.9513935091454861,0.0012892305519622011,-0.017160103996498314,0.23687597303318556,84.15,10,82.4,1,,83.275,[232],308.0,82.65,1.6881536870569144e+18,6.0,8.975,,,
363,0.24674469233649687,134,230.025,,,1.6881552e+18,,,,,0.02,,,call,american,2023-07-28,100,230.0,,0.005936609903035102,0.0012927656656673652,-0.0042117537104772625,0.01416204756240979,0.04,3,0.01,9,,0.025,[227],300.0,0.02,1.6881551163628052e+18,5.0,35.725,,,
923,0.38635093133838805,19861,124.375,,,1.6881552e+18,,,,,0.43,,,put,american,2023-12-15,100,125.0,,-0.028545930110961838,0.0012929067923122808,-0.009208213264168662,0.09189382419731215,0.85,1,0.4,111,,0.625,[219],315.0,0.43,1.6881545511658125e+18,7.0,-69.9,,,
974,0.3138836472112597,8249,197.85,,,1.6881552e+18,,,,,67.41,,,call,american,2024-01-19,100,130.0,,0.9723565158459462,0.0012956340374587429,-0.020926912771671136,0.09737867956439647,69.55,3,66.15,3,,67.85,[227],309.0,67.41,1.6881530783419858e+18,1.0,3.55,,,
1432,0.3266596712844498,208,113.245,,,1.6880688e+18,,,,,2.05,,,put,american,2024-12-20,100,115.0,,-0.0468463093588613,0.0012970937868362507,-0.005783629940796544,0.24000753912612358,2.92,871,0.59,847,,1.755,[209],308.0,2.05,1.6880586236130696e+18,20.0,-81.1,,,
1077,0.3265936837762132,1206,198.75,,,1.6881552e+18,,,,,73.0,,,call,american,2024-03-15,100,125.0,,0.9659504227642597,0.0013102390490570676,-0.020584159737291986,0.10678654447944404,75.7,90,71.8,90,,73.75,[209],325.0,73.0,1.688147415150123e+18,2.0,4.45,,,
731,0.3599253258975599,6401,134.685,,,1.6881552e+18,,,,,0.31,,,put,american,2023-10-20,100,135.0,,-0.020600321379727664,0.0013130548858739516,-0.00825585019904267,0.04360216916827014,0.34,301,0.29,340,,0.315,[209],319.0,0.31,1.688148629731963e+18,40.0,-59.6,,,
1178,0.3384793643758609,13594,200.325,,,1.6881552e+18,,,,,79.5,,,call,american,2024-06-21,100,120.0,,0.9567422076167804,0.0013150853342674634,-0.0200216668596797,0.20870310914705648,82.25,57,78.4,90,,80.325,[232],312.0,79.5,1.688149713081121e+18,2.0,6.025,,,
621,0.22835346277105972,3449,250.07,,,1.6881552e+18,,,,,0.07,,,call,american,2023-09-15,100,250.0,,0.01015631090976065,0.0013204259489773486,-0.0037986641254320794,0.027121617578333992,0.09,380,0.05,245,,0.07,[209],303.0,0.07,1.6881548900615695e+18,103.0,55.77,,,
469,0.4655724221419188,100,144.85,,,1.6881552e+18,,,,,0.14,,,put,american,2023-08-04,100,145.0,,-0.014346125109565133,0.001321512675889857,-0.014448473377172973,0.0243670768276785,0.21,1,0.09,156,,0.15,[209],304.0,0.14,1.6881549816709453e+18,1.0,-49.5,,,
1682,0.27382738462317546,414,208.35,,,1.6881552e+18,,,,,87.45,,,call,american,2025-12-19,100,120.0,,0.9353462501290565,0.0013253452013969043,-0.015753239894735677,0.2780569175816383,90.2,1,86.5,1,,88.35,[227],312.0,87.45,1.6881517858180792e+18,2.0,14.05,,,
127,0.873235609236582,9,194.725,,,1.6880688e+18,,,,,50.25,,,call,american,2023-07-14,100,140.0,,0.9828095871425471,0.00132976862261638,-0.06884988377162354,0.015351318578453151,56.15,53,53.3,77,,54.725,[232],312.0,50.25,1.6880533849264207e+18,1.0,0.425,,,
1230,0.3344395410551196,6229,118.895,,,1.6881552e+18,,,,,1.25,,,put,american,2024-06-21,100,120.0,,-0.038150610706880535,0.0013317030693790939,-0.006629346378937831,0.20881593256625006,1.56,593,0.65,840,,1.105,[209],322.0,1.25,1.6881537031466575e+18,3.0,-75.4,,,
1536,0.3302858922769241,5495,112.99,,,1.6880688e+18,,,,,2.3,,,put,american,2025-01-17,100,115.0,,-0.05079095795468088,0.00133712207965035,-0.006039514727174268,0.24729584824960202,2.68,444,1.34,464,,2.01,[232],323.0,2.3,1.688068617191385e+18,2.0,-81.3,,,
1331,0.3081329773307589,210,118.765,,,1.6873776e+18,,,,,2.41,,,put,american,2024-09-20,100,120.0,,-0.04042921882458156,0.001345069939471569,-0.005453941357332046,0.22419654100825248,2.0,508,0.47,1080,,1.235,[209],313.0,2.41,1.687360842869e+18,1.0,-75.5,,,
603,0.37158918160552706,4386,195.8,,,1.6881552e+18,,,,,55.9,,,call,american,2023-09-15,100,140.0,,0.9810947703926959,0.0013481261506455707,-0.02582802975259521,0.034045584563788533,56.9,50,54.7,90,,55.8,[233],323.0,55.9,1.6881550578113897e+18,3.0,1.5,,,
684,0.26997293083397744,1848,196.4,,,1.6881552e+18,,,,,50.66,,,call,american,2023-10-20,100,145.0,,0.9829241926683484,0.0013637073969356346,-0.021995444158537564,0.038686195894606756,52.95,1,49.85,1,,51.4,[233],302.0,50.66,1.6881518330626788e+18,1.0,2.1,,,
924,0.34539794745162017,4784,129.49,,,1.6881552e+18,,,,,0.52,,,put,american,2023-12-15,100,130.0,,-0.026622027494139142,0.001366131653280349,-0.007714750726098346,0.09205400951741533,0.53,34,0.49,165,,0.51,[227],323.0,0.52,1.6881534708193434e+18,35.0,-64.8,,,
429,0.4028343731006949,14,195.025,,,1.6881552e+18,,,,,43.44,,,call,american,2023-08-04,100,150.0,,0.9869756762344574,0.001366288007986704,-0.02930025715826539,0.024515268506270872,45.95,63,44.1,90,,45.025,[233],302.0,43.44,1.6881358870869084e+18,1.0,0.725,,,
1634,0.3187064328935223,1412,112.495,,,1.6881552e+18,,,,,2.91,,,put,american,2025-06-20,100,115.0,,-0.05696359914889239,0.0013672246459812433,-0.005457913788810724,0.27912920324544904,2.91,131,2.1,283,,2.505,[209],300.0,2.91,1.6881551897328072e+18,1.0,-81.8,,,
782,0.28822946565979857,145,196.875,,,1.6881552e+18,,,,,55.7,,,call,american,2023-11-17,100,140.0,,0.9789517331771734,0.0013806006241911738,-0.021933519757767018,0.04253114535971172,58.55,1,55.2,1,,56.875,[232],308.0,55.7,1.688135982015421e+18,1.0,2.575,,,
1282,0.321997954805839,363,201.875,,,1.6881552e+18,,,,,80.85,,,call,american,2024-09-20,100,120.0,,0.9491683128632935,0.0013817519188162606,-0.019243406264038098,0.22637752846563358,83.8,102,79.95,50,,81.875,[232],308.0,80.85,1.688152898166465e+18,8.0,7.575,,,
1109,0.19647900420230138,1350,285.21,,,1.6881552e+18,,,,,0.2,,,call,american,2024-03-15,100,285.0,,0.018406206577854942,0.0013969988266350636,-0.0032072008443120247,0.06544230514628856,0.25,409,0.17,149,,0.21,[232],304.0,0.2,1.6881472364347965e+18,6.0,90.91,,,
1380,0.3084492042076153,130,203.3,,,1.6879824e+18,,,,,79.0,,,call,american,2024-12-20,100,120.0,,0.944344130636598,0.001399545126102876,-0.018408709147303217,0.240666359825036,85.25,90,81.35,27,,83.3,[227],302.0,79.0,1.687966686391e+18,1.0,9.0,,,
262,0.24893414245687384,1638,225.02,,,1.6881552e+18,,,,,0.02,,,call,american,2023-07-21,100,225.0,,0.005515741552644017,0.0014004646552866964,-0.004619888542568457,0.011824732393552946,0.03,110,0.01,33,,0.02,[227],302.0,0.02,1.6881455526718868e+18,3.0,30.72,,,
1728,0.3212848200473307,142,111.4,,,1.6881552e+18,,,,,3.41,,,put,american,2025-12-19,100,115.0,,-0.06846700794782974,0.0014094657774368082,-0.005370962518285081,0.4452345371322577,3.85,1,3.35,1,,3.6,[227],323.0,3.41,1.6881530306253622e+18,10.0,-82.9,,,
1588,0.29674049030404104,1449,206.15,,,1.6881552e+18,,,,,86.15,,,call,american,2025-06-20,100,120.0,,0.9352032267766269,0.0014102572618535049,-0.017334528659412096,0.26645873427893374,86.65,1,85.65,2,,86.15,[209],322.0,86.15,1.688155173494614e+18,2.0,11.85,,,
1128,0.336795793500058,6079,124.16,,,1.6881552e+18,,,,,0.89,,,put,american,2024-03-15,100,125.0,,-0.03451941766849713,0.0014115550884071205,-0.007330291300629286,0.1095195582765863,0.88,192,0.8,213,,0.84,[209],304.0,0.89,1.6881545002457856e+18,1.0,-70.1,,,
389,0.38610147243827375,163,154.92,,,1.6881552e+18,,,,,0.08,,,put,american,2023-07-28,100,155.0,,-0.01091963511100644,0.001425427652142148,-0.010713842953330254,0.022291632649085624,0.09,1,0.07,91,,0.08,[219],301.0,0.08,1.6881498448294257e+18,1.0,-39.4,,,
1213,0.19293841441293652,4723,300.3,,,1.6881552e+18,,,,,0.35,,,call,american,2024-06-21,100,300.0,,0.022502603210700408,0.0014412204776256554,-0.003279446438978686,0.08404118162501881,0.4,2,0.2,71,,0.3,[209],313.0,0.35,1.6881544717697068e+18,10.0,106.0,,,
344,0.7365737927761854,4,195.1,,,1.6881552e+18,,,,,57.0,,,call,american,2023-07-28,100,135.0,,0.9761507021370103,0.0014566263636216841,-0.05637755933210286,0.021552245803597873,61.7,1,58.5,90,,60.1,[209],307.0,57.0,1.688132009011146e+18,1.0,0.8,,,
530,0.24158228962405198,902,240.055,,,1.6881552e+18,,,,,0.06,,,call,american,2023-08-18,100,240.0,,0.00952361675985254,0.0014871272238969298,-0.0047131463665019075,0.02003961380777954,0.06,2,0.05,7,,0.055,[209],315.0,0.06,1.6881524685316362e+18,20.0,45.755,,,
642,0.3869703311443129,19153,139.715,,,1.6881552e+18,,,,,0.25,,,put,american,2023-09-15,100,140.0,,-0.02098844007492203,0.0014942005095200182,-0.011025729947601795,0.03462574757013916,0.34,1,0.23,276,,0.285,[209],301.0,0.25,1.6881500773132303e+18,3.0,-54.6,,,
294,0.4144053982226068,4256,157.43,,,1.6881552e+18,,,,,0.07,,,put,american,2023-07-21,100,157.5,,-0.010479459835964211,0.001497167363067838,-0.013033506459585719,0.019581993091673248,0.08,29,0.06,47,,0.07,[209],300.0,0.07,1.6881532217101084e+18,4.0,-36.9,,,
1635,0.2931362966377097,967,117.715,,,1.6881552e+18,,,,,2.64,,,put,american,2025-06-20,100,120.0,,-0.05743632208804378,0.0015008698922277677,-0.004957688950554571,0.2812834282407972,3.05,10,1.52,55,,2.285,[232],308.0,2.64,1.6881532553904202e+18,1.0,-76.6,,,
559,0.4089727144833259,3931,144.805,,,1.6881552e+18,,,,,0.18,,,put,american,2023-08-18,100,145.0,,-0.017467958604080527,0.001503545130620081,-0.012557203775966192,0.02842690182030228,0.21,865,0.18,195,,0.195,[209],313.0,0.18,1.6881518597968082e+18,12.0,-49.5,,,
904,0.19714756773256945,789,265.145,,,1.6881552e+18,,,,,0.15,,,call,american,2023-12-15,100,265.0,,0.015858494360811045,0.0015234029203826068,-0.0034275819899711266,0.04713261688819024,0.17,257,0.12,257,,0.145,[219],301.0,0.15,1.688150724829548e+18,1.0,70.845,,,
806,0.20198140698971334,106,260.125,,,1.6881552e+18,,,,,0.1,,,call,american,2023-11-17,100,260.0,,0.014705922965392708,0.0015266826093691451,-0.0035614339920150445,0.0411700143970609,0.15,533,0.1,374,,0.125,[227],302.0,0.1,1.688134306472951e+18,1.0,65.825,,,
1683,0.2716318849185317,258,209.5,,,1.6881552e+18,,,,,83.4,,,call,american,2025-12-19,100,125.0,,0.9243507267867395,0.0015353712156706905,-0.016739624206705477,0.4345224444094412,86.4,49,82.6,58,,84.5,[232],308.0,83.4,1.6881503414654019e+18,5.0,15.2,,,
1179,0.32116773653647224,1262,200.7,,,1.6881552e+18,,,,,75.5,,,call,american,2024-06-21,100,125.0,,0.9510265777242709,0.0015371322440366573,-0.020930429165648995,0.21240498176106423,77.65,90,73.75,90,,75.7,[209],325.0,75.5,1.6881540277990804e+18,1.0,6.4,,,
1002,0.19104005095793028,1499,270.17,,,1.6881552e+18,,,,,0.17,,,call,american,2024-01-19,100,270.0,,0.017326632437366853,0.0015432786298335845,-0.0033102555872956446,0.0545119255068308,0.2,470,0.14,268,,0.17,[209],307.0,0.17,1.6881541285053847e+18,2.0,75.87,,,
20,1.025173255403357,0,194.55,,,,,,,,,,,call,american,2023-07-07,100,149.0,,0.9845478232643347,0.0015456145424563802,-0.1017312838991447,0.010724283112582533,47.0,53,44.1,77,,45.55,,,,,,0.25,,,
1026,0.3370494417371195,30157,129.285,,,1.6881552e+18,,,,,0.68,,,put,american,2024-01-19,100,130.0,,-0.03355609205203991,0.0015488483808922154,-0.008189202491500859,0.10031312318820738,0.83,1,0.6,435,,0.715,[233],302.0,0.68,1.688153843289851e+18,12.0,-65.0,,,
1433,0.3266150956098724,71,117.745,,,1.6881552e+18,,,,,2.2,,,put,american,2024-12-20,100,120.0,,-0.05827895207596792,0.0015538871110796705,-0.006852328946605958,0.25264019033226776,2.66,415,1.85,421,,2.255,[209],322.0,2.2,1.6881533299352643e+18,1.0,-76.6,,,
1537,0.32459026947668584,6423,117.63,,,1.6881552e+18,,,,,2.5,,,put,american,2025-01-17,100,120.0,,-0.059814685642043695,0.0015616128712743968,-0.006735047544555175,0.2597526973609293,2.79,338,1.95,447,,2.37,[227],302.0,2.5,1.688138295582766e+18,2.0,-76.7,,,
1589,0.28321641285436305,402,206.7,,,1.6881552e+18,,,,,80.9,,,call,american,2025-06-20,100,125.0,,0.9306182048353691,0.0015822948634960743,-0.017980179489128337,0.2715240184704829,83.65,90,79.75,28,,81.7,[209],313.0,80.9,1.6881465242739876e+18,1.0,12.4,,,
1078,0.3153913230456294,1391,199.05,,,1.6881552e+18,,,,,67.83,,,call,american,2024-03-15,100,130.0,,0.959874264195555,0.0015876281760009332,-0.02202764385436083,0.10939915466838046,70.95,90,67.15,90,,69.05,[233],302.0,67.83,1.68813725762021e+18,10.0,4.75,,,
1729,0.31238062086128027,1258,115.95,,,1.6881552e+18,,,,,3.82,,,put,american,2025-12-19,100,120.0,,-0.07747491505923175,0.0015928865806823559,-0.00560080251485578,0.45995821039703516,4.2,6,3.9,1,,4.05,[232],323.0,3.82,1.688144295102366e+18,3.0,-78.4,,,
156,0.31643586280979435,1493,225.025,,,1.6881552e+18,,,,,0.03,,,call,american,2023-07-14,100,225.0,,0.006594979579822184,0.0015948483601595793,-0.008416475299884013,0.009121346877060841,0.03,76,0.02,10,,0.025,[209],312.0,0.03,1.6881550266815357e+18,20.0,30.725,,,
831,0.34648453310331706,2309,134.49,,,1.6881552e+18,,,,,0.5,,,put,american,2023-11-17,100,135.0,,-0.028932989080770646,0.0015985250770699268,-0.00915432368776948,0.08722081328909916,0.55,130,0.47,304,,0.51,[209],313.0,0.5,1.6881548948465423e+18,1.0,-59.8,,,
470,0.41830654660891775,163,149.85,,,1.6881552e+18,,,,,0.15,,,put,american,2023-08-04,100,150.0,,-0.01586685382680542,0.0016049186197713788,-0.014119503415888524,0.02464783605917845,0.18,159,0.12,164,,0.15,[209],313.0,0.15,1.688155095842237e+18,3.0,-44.5,,,
186,0.4255934167760976,52,162.45,,,1.6881552e+18,,,,,0.03,,,put,american,2023-07-14,100,162.5,,-0.009220359225112421,0.0016165243389593589,-0.014912246594655905,0.006928313416737736,0.06,165,0.04,147,,0.05,[209],302.0,0.03,1.6881518360900544e+18,4.0,-31.9,,,
365,0.3332888106230107,88,240.065,,,1.6881552e+18,,,,,0.03,,,call,american,2023-07-28,100,240.0,,0.010827990939345132,0.0016194243496412445,-0.009559173910262144,0.013903365518138245,0.11,1,0.02,2,,0.065,[227],304.0,0.03,1.688154385328999e+18,100.0,45.765,,,
1487,0.29638466706362443,1531,204.35,,,1.6881552e+18,,,,,79.5,,,call,american,2025-01-17,100,125.0,,0.9355289635027599,0.001621733388643931,-0.01922400804949683,0.25148893479386697,80.9,146,77.8,51,,79.35,[227],309.0,79.5,1.68815443799532e+18,1.0,10.05,,,
82,0.4995362811174943,2580,167.47,,,1.6881552e+18,,,,,0.03,,,put,american,2023-07-07,100,167.5,,-0.007168708779165276,0.0016267259460266423,-0.020815350011289098,0.004804898329996215,0.04,188,0.02,332,,0.03,[209],315.0,0.03,1.6881549973877076e+18,20.0,-26.8,,,
607,0.2020825529381614,14721,195.85,,,1.6881552e+18,,,,,36.29,,,call,american,2023-09-15,100,160.0,,0.9879023617325151,0.0016346436893964402,-0.022581257848308115,0.032597238592281044,36.9,43,34.8,273,,35.85,[227],323.0,36.29,1.68815516579837e+18,1.0,1.55,,,
