,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
647,0.2754049626857714,16405,164.12,,,1.6881552e+18,,,,,0.87,,,put,american,2023-09-15,100,165.0,,-0.07543730075039957,0.005888179917553011,-0.02113677026488473,0.12930016023466184,0.91,312,0.85,236,,0.88,[227],323.0,0.87,1.688155130760361e+18,8.0,-30.2,,,
1706,0.2199247282352322,480,259.0,,,1.6881552e+18,,,,,18.75,,,call,american,2025-12-19,100,240.0,,0.4475786711675557,0.005895921068504524,-0.023045244393550865,1.2532613409084175,19.85,170,18.15,169,,19.0,[209],307.0,18.75,1.6881534882364472e+18,1.0,64.7,,,
320,0.5212908751200445,0,193.95,,,1.6849584e+18,,,,,62.4,,,put,american,2023-07-21,100,235.0,,-0.944065986968773,0.005911439328928945,-0.05438151896264896,0.04609764977978853,42.95,1,39.15,1,,41.05,[232],301.0,62.4,1.68495668487e+18,3.0,-0.35,,,
1666,0.31784275908973003,0,193.975,,,1.6860816e+18,,,,,121.06,,,put,american,2025-06-20,100,300.0,,-0.9199432973704543,0.005917080681355257,-0.003422407958787059,0.4256123954094746,108.0,52,104.05,28,,106.025,[232],308.0,121.06,1.68607463629e+18,1.0,-0.325,,,
360,0.18339712630878557,596,215.09,,,1.6881552e+18,,,,,0.1,,,call,american,2023-07-28,100,215.0,,0.02445561234706578,0.005918295325184285,-0.010877421890406119,0.0322782937332149,0.11,72,0.07,66,,0.09,[209],316.0,0.1,1.6881551617010363e+18,15.0,20.79,,,
1704,0.2207974039485372,1336,252.175,,,1.6881552e+18,,,,,20.7,,,call,american,2025-12-19,100,230.0,,0.4972210523444546,0.005922478175575455,-0.024003679262692586,1.1772253534862742,23.5,230,20.85,380,,22.175,[209],312.0,20.7,1.688155145144482e+18,1.0,57.875,,,
1467,0.31579604494010055,0,194.05,,,,,,,,,,,put,american,2024-12-20,100,290.0,,-0.9317354659432879,0.005943263009981283,-0.0038713499128901502,0.3152940684139922,97.8,1,94.1,1,,95.95,,,,,,-0.25,,,
1615,0.2121169538655206,112,269.425,,,1.6881552e+18,,,,,9.1,,,call,american,2025-06-20,100,260.0,,0.29342418604751047,0.005963255681821911,-0.019726007923955992,1.006529925944229,9.95,1,8.9,1,,9.425,[209],315.0,9.1,1.6881336366547643e+18,1.0,75.125,,,
1707,0.21634125196799522,195,262.0,,,1.6881552e+18,,,,,17.1,,,call,american,2025-12-19,100,245.0,,0.41936643257510153,0.005967493325161913,-0.02232687794975318,1.2984205844737509,18.6,227,15.4,69,,17.0,[209],313.0,17.1,1.6881531517155423e+18,1.0,67.7,,,
1262,0.3280782498776946,0,193.925,,,1.6680276e+18,,,,,143.1,,,put,american,2024-06-21,100,280.0,,-0.929580896943694,0.0059777507403898904,-0.005585659492108952,0.22460709916688668,88.05,90,84.1,90,,86.075,[209],303.0,143.1,1.668009879712e+18,1.0,-0.375,,,
1393,0.2457800179855933,2052,219.0,,,1.6881552e+18,,,,,33.77,,,call,american,2024-12-20,100,185.0,,0.698835691304178,0.005988572603981809,-0.031069319844488588,0.8121321845018595,35.0,349,33.0,517,,34.0,[232],304.0,33.77,1.688148458479697e+18,2.0,24.7,,,
701,0.1737528001836081,4440,230.43,,,1.6881552e+18,,,,,0.42,,,call,american,2023-10-20,100,230.0,,0.05512361821525238,0.0060052007591921315,-0.010656393253524115,0.15064140328887424,0.46,183,0.4,47,,0.43,[227],323.0,0.42,1.6881548524463757e+18,15.0,36.13,,,
1136,0.26645443427080884,1728,160.825,,,1.6881552e+18,,,,,4.16,,,put,american,2024-03-15,100,165.0,,-0.16622232530400421,0.006027000448655551,-0.01749746365182367,0.4558497136532968,4.3,149,4.05,622,,4.175,[227],302.0,4.16,1.6881550710907553e+18,1.0,-33.5,,,
856,0.35461994674430186,0,193.975,,,,,,,,,,,put,american,2023-11-17,100,260.0,,-0.9377712644991694,0.006033182378124415,-0.009256302181819852,0.1300404266375493,67.9,1,64.15,1,,66.025,,,,,,-0.325,,,
981,0.25491157370201667,17746,201.175,,,1.6881552e+18,,,,,36.1,,,call,american,2024-01-19,100,165.0,,0.8595797738728931,0.006038966188770071,-0.03625921074971464,0.3051814366182441,36.7,729,35.65,1134,,36.175,[209],308.0,36.1,1.6881539801890888e+18,5.0,6.875,,,
351,0.3129389007291551,205,195.2,,,1.6881552e+18,,,,,25.0,,,call,american,2023-07-28,100,170.0,,0.9522067251619845,0.0060503286452459094,-0.05037619926051118,0.04701908906221924,26.3,50,24.1,90,,25.2,[209],315.0,25.0,1.688154880305203e+18,1.0,0.9,,,
1500,0.24820488667186955,5222,222.275,,,1.6881552e+18,,,,,32.1,,,call,american,2025-01-17,100,190.0,,0.6696442403137459,0.006058096071529685,-0.031190784797428713,0.85836311118738,33.05,433,31.5,233,,32.275,[209],303.0,32.1,1.688155163238668e+18,1.0,27.975,,,
1571,0.3144792021695099,0,193.975,,,1.687896e+18,,,,,102.35,,,put,american,2025-01-17,100,290.0,,-0.925217545727791,0.006058396565075243,-0.003951524489472428,0.3545384983901368,98.0,27,94.05,27,,96.025,[233],323.0,102.35,1.687883785932e+18,1.0,-0.325,,,
1053,0.3278515044031886,0,194.05,,,1.6800336e+18,,,,,108.53,,,put,american,2024-01-19,100,265.0,,-0.9442937531081751,0.006067549199563394,-0.006709747424918623,0.15662980140624191,72.25,1,69.65,1,,70.95,[232],302.0,108.53,1.680023003505e+18,1.0,-0.25,,,
787,0.2468342384858611,2644,198.6,,,1.6881552e+18,,,,,33.35,,,call,american,2023-11-17,100,165.0,,0.897610992064433,0.006073667724356061,-0.036381654651785306,0.25333798217183623,34.7,952,32.5,1378,,33.6,[232],312.0,33.35,1.6881529581188585e+18,1.0,4.3,,,
1408,0.19992156009651552,297,265.0,,,1.6881552e+18,,,,,5.05,,,call,american,2024-12-20,100,260.0,,0.20655243088804012,0.006090007797500554,-0.016925051884002063,0.6171111959317728,5.25,1,4.75,2,,5.0,[209],313.0,5.05,1.6881348455636897e+18,1.0,70.7,,,
405,0.4481050887160995,0,194.025,,,,,,,,,,,put,american,2023-07-28,100,235.0,,-0.9479755063320602,0.006090117861806404,-0.03445579058893743,0.04906083440800803,42.7,1,39.25,1,,40.975,,,,,,-0.275,,,
1605,0.23172733893513883,273,233.225,,,1.6881552e+18,,,,,28.35,,,call,american,2025-06-20,100,205.0,,0.6011191588089333,0.006093267445997315,-0.027695375681682628,1.044418365792088,29.4,165,27.05,239,,28.225,[209],315.0,28.35,1.6881490892197245e+18,1.0,38.925,,,
1514,0.20607473394113232,2073,265.825,,,1.6881552e+18,,,,,5.5,,,call,american,2025-01-17,100,260.0,,0.22524441302469161,0.00610124944222663,-0.01808046177825155,0.6187446881917661,6.15,1,5.5,5,,5.825,[209],313.0,5.5,1.688152295057043e+18,5.0,71.525,,,
884,0.2513405577478677,5682,199.8,,,1.6881552e+18,,,,,35.32,,,call,american,2023-12-15,100,165.0,,0.8768233452147849,0.006140779614281792,-0.036635283471545654,0.2778868545024094,35.45,784,34.15,763,,34.8,[232],308.0,35.32,1.688155110692393e+18,1.0,5.5,,,
660,0.39317955227682133,0,193.925,,,1.6872912e+18,,,,,64.9,,,put,american,2023-09-15,100,250.0,,-0.9369821195264412,0.006149597085892855,-0.01855508088016235,0.12204176482100149,57.95,50,54.2,77,,56.075,[209],312.0,64.9,1.687283847884e+18,1.0,-0.375,,,
1549,0.2585121483619661,3113,166.85,,,1.6881552e+18,,,,,13.45,,,put,american,2025-01-17,100,180.0,,-0.29506837729409585,0.006173121170179235,-0.012300456424526596,0.8255741694529681,14.3,692,12.0,514,,13.15,[232],308.0,13.45,1.6881398267294152e+18,1.0,-27.5,,,
579,0.47794905171618307,0,193.475,,,,,,,,,,,put,american,2023-08-18,100,245.0,,-0.9092940167828552,0.006184121032228755,-0.04377170770660669,0.12393101258928725,52.9,1,50.15,1,,51.525,,,,,,-0.825,,,
1760,0.30475296767970783,0,194.0,,,1.6881552e+18,,,,,107.36,,,put,american,2025-12-19,100,300.0,,-0.9131395035076593,0.006187605092293087,-0.0027570836708494836,0.44538808378378647,107.95,27,104.05,27,,106.0,[227],309.0,107.36,1.6881329710781678e+18,1.0,-0.3,,,
1606,0.23236474306661506,249,236.15,,,1.6881552e+18,,,,,25.65,,,call,american,2025-06-20,100,210.0,,0.5724503219083288,0.0061902545122997175,-0.027646775883598193,1.0787229348070786,27.1,241,25.2,210,,26.15,[209],313.0,25.65,1.688136481841954e+18,1.0,41.85,,,
996,0.17783379292825297,12454,241.005,,,1.6881552e+18,,,,,1.02,,,call,american,2024-01-19,100,240.0,,0.08741252178456188,0.006196355099828803,-0.01211954807819733,0.21506181488971535,1.05,1,0.96,53,,1.005,[209],323.0,1.02,1.6881550783329797e+18,5.0,46.705,,,
1394,0.24960520062719058,883,221.525,,,1.6881552e+18,,,,,30.83,,,call,american,2024-12-20,100,190.0,,0.6668380099690856,0.006202894904484251,-0.031910559776392455,0.8404964186738204,32.7,713,30.35,726,,31.525,[232],312.0,30.83,1.6881524801931e+18,2.0,27.225,,,
1466,0.30473319239691893,0,194.075,,,,,,,,,,,put,american,2024-12-20,100,285.0,,-0.9322798492889552,0.006204199856143103,-0.003619445993313947,0.3147151269121286,92.85,46,89.0,46,,90.925,,,,,,-0.225,,,
1157,0.32824544787716275,0,193.925,,,1.672434e+18,,,,,141.05,,,put,american,2024-03-15,100,270.0,,-0.9307540393117433,0.0062131815524775705,-0.006554629482999495,0.1839443393820321,78.05,90,74.1,90,,76.075,[209],313.0,141.05,1.672419745896e+18,1.0,-0.375,,,
1648,0.2490422528196445,144,169.0,,,1.6881552e+18,,,,,16.85,,,put,american,2025-06-20,100,185.0,,-0.32329333879538186,0.006216653354646817,-0.00980682156876327,0.9433197063806531,17.25,156,14.75,245,,16.0,[209],316.0,16.85,1.6881489085545672e+18,1.0,-25.3,,,
737,0.26129142292792273,4797,163.67,,,1.6881552e+18,,,,,1.37,,,put,american,2023-10-20,100,165.0,,-0.0956714437557895,0.006239606515118097,-0.019513929890569316,0.15853182764480306,1.44,145,1.22,2,,1.33,[232],308.0,1.37,1.6881548470194452e+18,10.0,-30.6,,,
1101,0.1856505897490924,849,246.51,,,1.6881552e+18,,,,,1.44,,,call,american,2024-03-15,100,245.0,,0.10890237519221213,0.006245392636609578,-0.013570840390828143,0.24401618071619768,1.58,257,1.44,70,,1.51,[233],302.0,1.44,1.6881513777381192e+18,1.0,52.21,,,
1614,0.21760196114509273,1672,261.975,,,1.6881552e+18,,,,,11.55,,,call,american,2025-06-20,100,250.0,,0.3468421723085824,0.006260042308090287,-0.02213383938183202,0.9376845304367168,12.6,90,11.35,5,,11.975,[209],313.0,11.55,1.6881549332781274e+18,5.0,67.675,,,
1294,0.24674789613633516,4094,213.975,,,1.6881552e+18,,,,,34.5,,,call,american,2024-09-20,100,180.0,,0.7280950897501234,0.006262962493490456,-0.0327946422974003,0.724815661082624,35.05,465,32.9,1332,,33.975,[219],307.0,34.5,1.6881547601533642e+18,6.0,19.675,,,
1033,0.26103004458453666,34894,161.905,,,1.6881552e+18,,,,,3.1,,,put,american,2024-01-19,100,165.0,,-0.14647538363159926,0.006275108184505738,-0.018110463406116925,0.3123259623145121,3.2,111,2.99,35,,3.095,[209],316.0,3.1,1.6881551882380383e+18,3.0,-32.4,,,
1362,0.3107934555607328,0,193.95,,,1.6812432e+18,,,,,118.45,,,put,american,2024-09-20,100,280.0,,-0.92685581549805,0.006285606745060515,-0.004621664329200385,0.2968150897649136,88.0,90,84.1,90,,86.05,[209],313.0,118.45,1.681235348128e+18,2.0,-0.35,,,
1240,0.2558835957062643,12115,163.325,,,1.6881552e+18,,,,,7.0,,,put,american,2024-06-21,100,170.0,,-0.21465553182192967,0.00628744305553138,-0.015124037807259478,0.5500043458246348,7.05,402,6.3,1001,,6.675,[209],302.0,7.0,1.6881514864379845e+18,2.0,-31.0,,,
443,0.22315265893939373,393,220.195,,,1.6881552e+18,,,,,0.2,,,call,american,2023-08-04,100,220.0,,0.037499917978163,0.0062904909788675184,-0.01708686153066603,0.03580614664017843,0.21,1,0.18,29,,0.195,[209],301.0,0.2,1.6881551874390659e+18,1.0,25.895,,,
1261,0.31659151021031323,0,193.925,,,1.6866864e+18,,,,,91.01,,,put,american,2024-06-21,100,275.0,,-0.9279088596657613,0.006294390657187103,-0.005436261902305277,0.22366812809401954,83.05,90,79.1,90,,81.075,[227],323.0,91.01,1.686663283737e+18,3.0,-0.375,,,
1445,0.2588489463758778,214,167.175,,,1.6881552e+18,,,,,13.15,,,put,american,2024-12-20,100,180.0,,-0.2951850617909393,0.006296963734525698,-0.012828662163533887,0.8070161366506349,13.8,1220,11.85,326,,12.825,[209],313.0,13.15,1.6881404566667784e+18,1.0,-27.1,,,
1342,0.26244967976529604,826,165.175,,,1.6881552e+18,,,,,9.91,,,put,american,2024-09-20,100,175.0,,-0.26001136818604254,0.006303477578420385,-0.014743845447190138,0.7190491916145954,10.45,1,9.2,1,,9.825,[227],312.0,9.91,1.6881422510063698e+18,7.0,-29.1,,,
1309,0.20104106052849677,435,259.2,,,1.6881552e+18,,,,,3.66,,,call,american,2024-09-20,100,255.0,,0.19115174199306098,0.006331050184367411,-0.017305942644472962,0.5509891130810193,4.8,927,3.6,179,,4.2,[233],312.0,3.66,1.688137739657449e+18,1.0,64.9,,,
950,0.3351270741164082,1,193.975,,,1.6880688e+18,,,,,70.46,,,put,american,2023-12-15,100,260.0,,-0.9361199301234944,0.0063345536341231105,-0.00805697741105591,0.1447252687761204,67.85,1,64.2,1,,66.025,[209],325.0,70.46,1.688068323623026e+18,1.0,-0.325,,,
1570,0.304364965640763,0,193.975,,,1.6697556e+18,,,,,143.6,,,put,american,2025-01-17,100,285.0,,-0.9238755632818394,0.00633805215190174,-0.003824941234906944,0.35347202194425165,93.0,27,89.05,27,,91.025,[209],313.0,143.6,1.669748825809e+18,1.0,-0.325,,,
931,0.2638635467722483,8796,162.445,,,1.6881552e+18,,,,,2.53,,,put,american,2023-12-15,100,165.0,,-0.13433974368961676,0.006382193773434619,-0.019350477187476227,0.28354681448766317,2.63,27,2.48,128,,2.555,[209],316.0,2.53,1.6881550552614246e+18,10.0,-31.9,,,
1613,0.220900570003521,300,258.275,,,1.6881552e+18,,,,,12.75,,,call,american,2025-06-20,100,245.0,,0.37276537656329783,0.006382861882653654,-0.02336698834942019,0.9044912143556647,14.35,365,12.2,135,,13.275,[209],316.0,12.75,1.6881543245972803e+18,1.0,63.975,,,
210,0.5779208834897653,0,193.925,,,,,,,,,,,put,american,2023-07-14,100,230.0,,-0.9410712830210952,0.006392243582345293,-0.08248183107397827,0.03837652784664303,38.0,50,34.15,77,,36.075,,,,,,-0.375,,,
1665,0.29957403645164954,0,193.975,,,,,,,,,,,put,american,2025-06-20,100,290.0,,-0.9176692870439125,0.0064028940002537815,-0.0032126939560248686,0.42319436178297903,98.0,28,94.05,28,,96.025,,,,,,-0.325,,,
1189,0.25410227107821864,9406,209.425,,,1.6881552e+18,,,,,34.1,,,call,american,2024-06-21,100,175.0,,0.7606815160943302,0.006412234864682068,-0.035216926579002376,0.5562139251479479,35.0,633,33.85,788,,34.425,[209],300.0,34.1,1.6881550953288502e+18,1.0,15.125,,,
837,0.2675864819298389,3050,162.92,,,1.6881552e+18,,,,,2.06,,,put,american,2023-11-17,100,165.0,,-0.12157630745678183,0.006422907899912423,-0.020532208090697703,0.2592153455402946,2.14,119,2.02,30,,2.08,[209],316.0,2.06,1.6881551874611466e+18,100.0,-31.4,,,
1204,0.18644404700357242,4158,252.54,,,1.6881552e+18,,,,,2.72,,,call,american,2024-06-21,100,250.0,,0.14605936185978707,0.006425330299570458,-0.01475106624883527,0.504213159826707,2.94,204,2.14,951,,2.54,[209],313.0,2.72,1.6881551476219325e+18,6.0,58.24,,,
1649,0.2545464103740438,445,171.375,,,1.6881552e+18,,,,,18.59,,,put,american,2025-06-20,100,190.0,,-0.35641738728174754,0.006448464632400195,-0.010303701314266962,0.9696857410489684,20.1,263,17.15,215,,18.625,[232],312.0,18.59,1.6881544170388836e+18,1.0,-22.9,,,
1513,0.20357522215910004,1401,261.4,,,1.6881552e+18,,,,,6.45,,,call,american,2025-01-17,100,255.0,,0.24456740405001878,0.006471072894294019,-0.01894066323763283,0.9058035980370588,6.8,1,6.0,58,,6.4,[209],313.0,6.45,1.6881511841285348e+18,1.0,67.1,,,
1086,0.2613627644821024,3562,204.75,,,1.6881552e+18,,,,,35.18,,,call,american,2024-03-15,100,170.0,,0.8032796019268803,0.006486143266740546,-0.03770919350605345,0.46611703040970776,35.45,1128,34.05,554,,34.75,[232],302.0,35.18,1.6881536336380964e+18,3.0,10.45,,,
1501,0.24102775198898233,3530,223.95,,,1.6881552e+18,,,,,28.05,,,call,american,2025-01-17,100,195.0,,0.6402385513996929,0.006503255560963386,-0.031167142021597524,0.8856857076044462,29.8,256,28.1,581,,28.95,[227],312.0,28.05,1.6881551647772224e+18,2.0,29.65,,,
1744,0.24696836735972105,504,173.225,,,1.6881552e+18,,,,,20.55,,,put,american,2025-12-19,100,195.0,,-0.3810713471749251,0.006505115154238727,-0.008157429543512094,1.0901557968381224,23.1,16,20.45,66,,21.775,[209],315.0,20.55,1.6881550396990953e+18,5.0,-21.1,,,
1745,0.2542581590493715,1008,174.75,,,1.6881552e+18,,,,,25.0,,,put,american,2025-12-19,100,200.0,,-0.4094008609351904,0.00650525123318244,-0.008216979344729687,1.1109381768165896,26.45,101,24.05,66,,25.25,[209],308.0,25.0,1.6881477028200123e+18,1.0,-19.6,,,
1407,0.19855016180269736,111,260.525,,,1.6881552e+18,,,,,5.81,,,call,american,2024-12-20,100,255.0,,0.22588224753426697,0.006513788760542333,-0.018014873984700218,0.5997046815860361,6.45,300,4.6,1535,,5.525,[232],308.0,5.81,1.6881522533964086e+18,1.0,66.225,,,
488,0.5274021636983682,2,193.325,,,1.6879824e+18,,,,,50.88,,,put,american,2023-08-04,100,240.0,,-0.9006396688026959,0.006517928130750498,-0.06536465534282551,0.10846820655587094,47.95,60,45.4,50,,46.675,[232],301.0,50.88,1.687981026504e+18,2.0,-0.975,,,
578,0.41116158988722296,0,193.875,,,,,,,,,,,put,american,2023-08-18,100,240.0,,-0.9320778780684271,0.006529730852534076,-0.027977065729593624,0.10237911056785866,48.0,62,44.25,60,,46.125,,,,,,-0.425,,,
1465,0.29501167002281703,0,194.05,,,,,,,,,,,put,american,2024-12-20,100,280.0,,-0.929205691065005,0.006535747171384114,-0.0036279099235458703,0.3429261168372454,87.85,50,84.05,50,,85.95,,,,,,-0.25,,,
1607,0.224221648576951,457,238.1,,,1.6881552e+18,,,,,23.43,,,call,american,2025-06-20,100,215.0,,0.5408186886074968,0.006550598996146907,-0.027038122691249063,1.118079854240559,24.35,12,21.85,30,,23.1,[227],302.0,23.43,1.688149584086441e+18,1.0,43.8,,,
1608,0.22582539920051733,800,241.35,,,1.6881552e+18,,,,,21.5,,,call,american,2025-06-20,100,220.0,,0.5127180518271637,0.006557590815667497,-0.02685782082885171,1.0092612051334882,22.85,287,19.85,284,,21.35,[209],303.0,21.5,1.6881532873359997e+18,20.0,47.05,,,
1612,0.21742319204058463,51,254.275,,,1.6881552e+18,,,,,13.9,,,call,american,2025-06-20,100,240.0,,0.395481663137527,0.006571411977378299,-0.023739203364005708,1.1546603219319502,15.15,190,13.4,216,,14.275,[232],302.0,13.9,1.6881342444512666e+18,1.0,59.975,,,
1611,0.2193807656383545,126,251.05,,,1.6881552e+18,,,,,15.68,,,call,american,2025-06-20,100,235.0,,0.42564070430654616,0.0065719916752026075,-0.02452337878807649,1.1169742557921045,17.0,240,15.1,210,,16.05,[232],312.0,15.68,1.6881533820609766e+18,1.0,56.75,,,
104,0.9189271021653418,1,193.675,,,1.6869456e+18,,,,,44.95,,,put,american,2023-07-07,100,230.0,,-0.9262749380598275,0.006590523321061647,-0.26025652418840445,0.026843157574761238,37.9,1,34.75,1,,36.325,[232],312.0,44.95,1.686945439269e+18,1.0,-0.625,,,
301,0.2602266109555372,83360,174.83,,,1.6881552e+18,,,,,0.17,,,put,american,2023-07-21,100,175.0,,-0.03499936500079074,0.006594334950626532,-0.022217039301999,0.040694669585025656,0.18,72,0.16,42,,0.17,[209],307.0,0.17,1.688155177854965e+18,1.0,-19.5,,,
474,0.30062219582275806,2190,169.55,,,1.6881552e+18,,,,,0.46,,,put,american,2023-08-04,100,170.0,,-0.057195743707006676,0.006607245332225684,-0.02942587655892031,0.06657591094206476,0.47,50,0.43,91,,0.45,[227],302.0,0.46,1.6881551707035645e+18,5.0,-24.7,,,
1395,0.24432892657772087,1041,223.375,,,1.6881552e+18,,,,,28.34,,,call,american,2024-12-20,100,195.0,,0.6364461619247009,0.006607538322300081,-0.03201557275474536,0.8673037836098116,29.8,1152,26.95,1282,,28.375,[227],302.0,28.34,1.688155153420521e+18,2.0,29.075,,,
1052,0.31588625093486433,0,194.0,,,1.683576e+18,,,,,86.5,,,put,american,2024-01-19,100,260.0,,-0.9368158180616801,0.006607986748611013,-0.00682488841834,0.15748196350790733,67.9,27,64.1,27,,66.0,[209],315.0,86.5,1.683559030993e+18,1.0,-0.3,,,
1295,0.245972529906224,1073,216.1,,,1.6881552e+18,,,,,31.75,,,call,american,2024-09-20,100,185.0,,0.6937672568119724,0.006628056700758271,-0.033373397716431566,0.7499848583117793,32.3,452,29.9,912,,31.1,[239],301.0,31.75,1.688154509801983e+18,2.0,21.8,,,
1502,0.24034311875553818,15181,226.75,,,1.6881552e+18,,,,,26.45,,,call,american,2025-01-17,100,200.0,,0.6084011595747232,0.00663017142494135,-0.030962310931521055,0.9154473264215024,27.25,67,26.25,1,,26.75,[209],303.0,26.45,1.6881551344110323e+18,1.0,32.45,,,
1260,0.30373308349367295,0,193.95,,,1.6842672e+18,,,,,97.65,,,put,american,2024-06-21,100,270.0,,-0.928150283595417,0.006638807893316146,-0.005188798320997278,0.22305685020178476,78.0,90,74.1,90,,76.05,[209],312.0,97.65,1.684243800577e+18,2.0,-0.35,,,
1156,0.3161363633043131,0,193.9,,,,,,,,,,,put,american,2024-03-15,100,265.0,,-0.9261983704450047,0.006645721885202401,-0.006493596204660255,0.18289434932528173,73.05,90,69.15,90,,71.1,,,,,,-0.4,,,
1569,0.2940189516539749,0,193.975,,,1.6880688e+18,,,,,90.5,,,put,american,2025-01-17,100,280.0,,-0.9223851004239227,0.006651692475310101,-0.0036959468470260273,0.35672037160319175,88.0,27,84.05,27,,86.025,[209],313.0,90.5,1.6880458819329874e+18,5.0,-0.325,,,
487,0.4286438897722965,0,193.925,,,,,,,,,,,put,american,2023-08-04,100,235.0,,-0.9363055409898093,0.0066517830577329795,-0.03469082778672457,0.07206936860406214,42.95,50,39.2,51,,41.075,,,,,,-0.375,,,
949,0.31126348029630946,1,194.075,,,1.6879824e+18,,,,,67.0,,,put,american,2023-12-15,100,255.0,,-0.9453467656755713,0.006655658427572704,-0.006926495959630246,0.13909344263293452,62.75,50,59.1,51,,60.925,[232],304.0,98.6,1.68002314959e+18,1.0,-0.225,,,
1759,0.2892379696393429,0,193.925,,,1.6879824e+18,,,,,101.0,,,put,american,2025-12-19,100,290.0,,-0.9068128669002388,0.006683055135015898,-0.0027402429315743367,0.48355343998850353,97.65,1,94.5,1,,96.075,[209],304.0,101.0,1.687962867645e+18,1.0,-0.375,,,
1512,0.2088826526071128,5303,257.9,,,1.6881552e+18,,,,,7.95,,,call,american,2025-01-17,100,250.0,,0.2807325356820495,0.006691512693023559,-0.020847775071135288,0.8671207627926235,8.3,27,7.5,1,,7.9,[209],322.0,7.95,1.6881545788255688e+18,5.0,63.6,,,
1609,0.218678924307042,474,244.075,,,1.6881552e+18,,,,,19.23,,,call,american,2025-06-20,100,225.0,,0.4813433906497667,0.006705538319946,-0.025690666976055432,1.0493457119320604,20.35,151,17.8,264,,19.075,[227],302.0,19.23,1.6881510358867581e+18,1.0,49.775,,,
1610,0.21662111588832395,560,247.3,,,1.6881552e+18,,,,,17.65,,,call,american,2025-06-20,100,230.0,,0.45159219717724636,0.006709148429612531,-0.024906556852675097,1.0864290844653492,18.0,2,16.6,70,,17.3,[209],303.0,17.65,1.688153987200356e+18,2.0,53.0,,,
754,0.33968078683717406,0,194.0,,,1.6800336e+18,,,,,93.44,,,put,american,2023-10-20,100,250.0,,-0.9367021878270987,0.006720811963584659,-0.009905582912585885,0.11317435395807275,57.95,2,54.05,21,,56.0,[232],313.0,93.44,1.680023270589e+18,1.0,-0.3,,,
898,0.17728013543561547,9026,235.89,,,1.6881552e+18,,,,,0.9,,,call,american,2023-12-15,100,235.0,,0.08545762671017876,0.00672915807303033,-0.012891325930081791,0.18911618489052512,0.92,4,0.86,1,,0.89,[209],302.0,0.9,1.6881551534725553e+18,50.0,41.59,,,
43,0.24548609319932968,960,207.535,,,1.6881552e+18,,,,,0.04,,,call,american,2023-07-07,100,207.5,,0.016133580316768883,0.006747510621480158,-0.02141769764290211,0.013482431246356405,0.04,100,0.03,1,,0.035,[209],319.0,0.04,1.6881551759343022e+18,1.0,13.235,,,
855,0.37382491372955956,0,193.325,,,,,,,,,,,put,american,2023-11-17,100,255.0,,-0.8915156104376042,0.006750423979005146,-0.018514930038832127,0.19619916820808836,62.8,1,60.55,1,,61.675,,,,,,-0.975,,,
1406,0.20376528163589644,143,256.85,,,1.6881552e+18,,,,,6.88,,,call,american,2024-12-20,100,250.0,,0.2608337024912955,0.006808151309478755,-0.020024920608754142,0.8592164813180934,8.2,1323,5.5,1571,,6.85,[232],300.0,6.88,1.6881547700489897e+18,1.0,62.55,,,
1446,0.2542570442911725,877,170.525,,,1.6881552e+18,,,,,14.45,,,put,american,2024-12-20,100,185.0,,-0.3286014837642077,0.006821844971829843,-0.012767452891199989,0.8308809405544285,15.75,1324,13.2,665,,14.475,[209],303.0,14.45,1.688146202018684e+18,1.0,-23.8,,,
1308,0.1977933270364829,702,254.625,,,1.6881552e+18,,,,,4.55,,,call,american,2024-09-20,100,250.0,,0.20988111694292963,0.006857113791353764,-0.018342720991203466,0.5378939609956391,4.75,30,4.5,1,,4.625,[209],313.0,4.55,1.6881551000673513e+18,1.0,60.325,,,
1550,0.24576974511240657,3917,170.9,,,1.6881552e+18,,,,,15.1,,,put,american,2025-01-17,100,185.0,,-0.32629205687520263,0.006923341671754201,-0.011689237142268107,0.8479206921039513,14.55,2,13.65,51,,14.1,[209],312.0,15.1,1.6881487747803154e+18,1.0,-23.4,,,
1650,0.25159203270575575,34,174.325,,,1.6881552e+18,,,,,20.4,,,put,american,2025-06-20,100,195.0,,-0.39071910272812205,0.0069264001705829316,-0.010243026729466611,0.990527781858932,22.15,183,19.2,82,,20.675,[209],316.0,20.4,1.6881539691420913e+18,48.0,-20.0,,,
1664,0.2761862138075501,0,194.15,,,1.6866e+18,,,,,98.46,,,put,american,2025-06-20,100,280.0,,-0.9263081296792296,0.006928159976139625,-0.0023884846208806283,0.38765033638378527,87.4,1,84.3,1,,85.85,[232],312.0,98.46,1.686577711695e+18,1.0,-0.15,,,
1343,0.2536034492693818,1387,168.825,,,1.6881552e+18,,,,,10.75,,,put,american,2024-09-20,100,180.0,,-0.29252351916903113,0.0069316579365821555,-0.014358661942323414,0.74041343069275,11.95,1294,10.4,406,,11.175,[235],301.0,10.75,1.6881540707830546e+18,1.0,-25.5,,,
