,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
1067,0.4617139802926005,614,194.5,,,1.6872912e+18,,,,,113.32,,,call,american,2024-03-15,100,75.0,,0.993775501317157,0.00012081939073404674,-0.008793008345124956,0.017201371322976264,119.95,8,119.05,8,,119.5,[232],308.0,113.32,1.687282926186e+18,1.0,2.05,,,
1420,0.4802274597135695,19,54.795,,,1.6880688e+18,,,,,0.38,,,put,american,2024-12-20,100,55.0,,-0.004758135338759588,0.00012449558707665096,-0.0013210844126608386,0.04539930309259757,0.41,53,0.0,0,,0.205,[209],307.0,0.38,1.688057808325e+18,1.0,-138.0,,,
1168,0.4794310384169001,734,195.125,,,1.6881552e+18,,,,,123.85,,,call,american,2024-06-21,100,70.0,,0.989486514451905,0.0001879005117744845,-0.008796205575772105,0.044879763407330804,125.75,30,124.5,30,,125.125,[209],316.0,123.85,1.688131807304e+18,1.0,2.675,,,
238,0.4782075147306218,3,192.95,,,1.6884144e+18,,,,,35.05,,,call,american,2023-07-21,100,157.5,,0.9784329066172133,0.00257229619368292,-0.04867415427584848,0.018480359715890828,35.5,9,35.4,8,,35.45,[209],323.0,35.05,1.6884013961961946e+18,1.0,0.5,,,
824,0.472597895031302,485,99.88,,,1.6880688e+18,,,,,0.1,,,put,american,2023-11-17,100,100.0,,-0.006014757727159697,0.0003082032613573714,-0.0033347948584953914,0.015875142612517785,0.13,40,0.11,46,,0.12,[219],301.0,0.1,1.688065925342e+18,1.0,-92.6,,,
725,0.47254175741400356,1848,104.91,,,1.6881552e+18,,,,,0.08,,,put,american,2023-10-20,100,105.0,,-0.005148912638756295,0.00029869175420785423,-0.0032502457644101087,0.01469213126928969,0.1,63,0.08,49,,0.09,[209],315.0,0.08,1.688148616006e+18,1.0,-87.5,,,
1070,0.47241442696605085,71,195.35,,,1.6866e+18,,,,,94.61,,,call,american,2024-03-15,100,90.0,,0.9837050837515163,0.00044363660012848653,-0.014250862289881415,0.04604089428576121,106.0,54,104.7,50,,105.35,[232],312.0,94.61,1.686577853534e+18,1.0,2.9,,,
1119,0.4616519608449497,721,79.87,,,1.6881552e+18,,,,,0.13,,,put,american,2024-03-15,100,80.0,,-0.0048337384511600336,0.0001898639220741498,-0.0019227557797452345,0.018164193533325608,0.15,316,0.11,194,,0.13,[227],308.0,0.13,1.688136662954e+18,1.0,-113.0,,,
1220,0.4686618819784478,2957,69.835,,,1.6879824e+18,,,,,0.16,,,put,american,2024-06-21,100,70.0,,-0.005045784360450382,0.0001668520735598348,-0.0017206630833083672,0.026814485133554077,0.3,183,0.03,458,,0.165,[233],302.0,0.16,1.687981515386e+18,1.0,-123.0,,,
85,0.46719635305286294,5150,174.965,,,1.6884144e+18,,,,,0.04,,,put,american,2023-07-07,100,175.0,,-0.01171990320767293,0.003674222377496359,-0.04040085970200959,0.008574904437998764,0.04,162,0.03,266,,0.035,[209],313.0,0.04,1.6884034805139758e+18,1.0,-17.5,,,
1017,0.46550770346720793,4492,84.905,,,1.6881552e+18,,,,,0.11,,,put,american,2024-01-19,100,85.0,,-0.004048398062591693,0.00018015502127800262,-0.001873193329612224,0.01683780716631099,0.11,370,0.08,99,,0.095,[227],323.0,0.11,1.688154142734e+18,1.0,-108.0,,,
600,0.4651163640620259,3102,193.725,,,1.6881552e+18,,,,,69.5,,,call,american,2023-09-15,100,125.0,,0.986541656640267,0.000805649457753296,-0.023233281886805766,0.031974296378397556,68.85,3,68.6,4,,68.725,[209],325.0,69.5,1.688152417377e+18,1.0,1.275,,,
185,0.4644019044452238,386,159.965,,,1.6884144e+18,,,,,0.03,,,put,american,2023-07-14,100,160.0,,-0.006807256633225225,0.0012642975391688775,-0.013665336181978325,0.006158380869265648,0.04,124,0.03,111,,0.035,[209],323.0,0.03,1.6884008596860157e+18,1.0,-32.5,,,
1167,0.46399527901577187,1648,194.775,,,1.6884144e+18,,,,,132.0,,,call,american,2024-06-21,100,65.0,,0.9923546700061476,0.0001079270055236715,-0.007199665946766252,0.018025367320659652,130.35,10,129.2,10,,129.775,[209],304.0,132.0,1.6883911320184282e+18,1.0,2.325,,,
1621,0.4633686583659446,332,49.73,,,1.6884144e+18,,,,,0.3,,,put,american,2025-06-20,100,50.0,,-0.005375950328954485,0.0001236065328891458,-0.0011879012007556988,0.04700390987436598,0.34,39,0.2,30,,0.27,[219],322.0,0.3,1.688403550263152e+18,1.0,-143.0,,,
387,0.46801211038393703,133,144.945,,,1.6884144e+18,,,,,0.06,,,put,american,2023-07-28,100,145.0,,-0.006813734794115482,0.0008169551571121,-0.008907910998787473,0.00883505812523116,0.06,90,0.05,172,,0.055,[236],313.0,0.06,1.6883989672948165e+18,1.0,-47.5,,,
965,0.5459018445658044,556,194.6,,,1.6880688e+18,,,,,106.4,,,call,american,2024-01-19,100,85.0,,0.9869112600758153,0.00035848380360795925,-0.014132393552543669,0.0409523372077886,110.15,52,109.05,30,,109.6,[232],308.0,106.4,1.688046270411e+18,1.0,2.15,,,
132,0.5488961051966053,148,192.775,,,1.6884144e+18,,,,,33.29,,,call,american,2023-07-14,100,160.0,,0.981614749086582,0.0025321130737539946,-0.05798530347819399,0.014527000134742916,32.9,30,32.65,30,,32.775,[233],302.0,33.29,1.6883943680995633e+18,1.0,0.325,,,
30,0.5492138768244057,1426,192.625,,,1.6884144e+18,,,,,17.2,,,call,american,2023-07-07,100,175.0,,0.9728034435032917,0.006425305029484775,-0.11950714033636763,0.008621925881299241,17.7,40,17.55,40,,17.625,[209],316.0,17.2,1.6884022681823857e+18,1.0,0.175,,,
344,0.6672377979201658,4,193.025,,,1.6881552e+18,,,,,57.0,,,call,american,2023-07-28,100,135.0,,0.985362726961456,0.0010969587919460806,-0.04063600025834029,0.02031327664189264,58.15,30,57.9,30,,58.025,[209],307.0,57.0,1.688132009011e+18,1.0,0.575,,,
672,0.6668994776083765,9,193.6,,,1.6879824e+18,,,,,105.37,,,call,american,2023-10-20,100,85.0,,0.992666449673062,0.00024268439584905466,-0.01446143085880276,0.01365148141982367,108.9,30,108.3,30,,108.6,[233],323.0,105.37,1.687976334494e+18,1.0,1.15,,,
593,0.6662935697561138,1370,193.225,,,1.6880688e+18,,,,,100.25,,,call,american,2023-09-15,100,90.0,,0.996564684420315,0.00013561425210486947,-0.012874317692952102,0.011719471999427428,103.35,30,103.1,30,,103.225,[209],325.0,100.25,1.688062386383e+18,1.0,0.775,,,
1062,0.6631523420430678,17,193.65,,,1.6881552e+18,,,,,145.0,,,call,american,2024-03-15,100,50.0,,0.9942235366088663,7.461635275722216e-05,-0.005796517503980216,0.014817556866251408,144.25,30,143.05,30,,143.65,[209],325.0,145.0,1.688154672649e+18,1.0,1.2,,,
594,0.6618158087452579,354,193.325,,,1.6881552e+18,,,,,98.38,,,call,american,2023-09-15,100,95.0,,0.9942970140248079,0.00024122072520187162,-0.0158124492311699,0.01209478836499516,98.45,30,98.2,30,,98.325,[209],325.0,98.38,1.688142217731e+18,1.0,0.875,,,
816,0.6596803484523456,264,59.985,,,1.6869456e+18,,,,,0.03,,,put,american,2023-11-17,100,60.0,,-0.0006259568070503329,2.797242352004747e-05,-0.0006022115271820678,0.004476498560834943,0.03,30,0.0,0,,0.015,[209],313.0,0.03,1.686927004499e+18,1.0,-132.0,,,
1063,0.6675037490727749,670,193.9,,,1.6862544e+18,,,,,124.2,,,call,american,2024-03-15,100,55.0,,0.992452973086916,0.00011926723987681185,-0.007454209025496186,0.015675345620639377,139.45,54,138.35,1,,138.9,[209],313.0,124.2,1.68623278912e+18,1.0,1.45,,,
504,0.6573174926104761,610,193.1,,,1.6884144e+18,,,,,82.85,,,call,american,2023-08-18,100,110.0,,0.9946530556687568,0.00030868370459928053,-0.01934750611630371,0.010447004064263079,83.25,2,82.95,10,,83.1,[209],319.0,82.85,1.688397787387103e+18,1.0,0.65,,,
288,0.6509195734536488,22003,129.985,,,1.6884144e+18,,,,,0.02,,,put,american,2023-07-21,100,130.0,,-0.0017624961532402641,0.00020485089115500492,-0.0043603435482196685,0.0026077950222131805,0.02,140,0.01,187,,0.015,[209],303.0,0.02,1.6883990917669117e+18,1.0,-62.5,,,
81,0.6489912260969384,4959,164.985,,,1.6884144e+18,,,,,0.02,,,put,american,2023-07-07,100,165.0,,-0.003980025205994974,0.001011888225807126,-0.021526104807306743,0.0035792273858868346,0.02,155,0.01,191,,0.015,[209],301.0,0.02,1.6884034836574623e+18,1.0,-27.5,,,
426,0.6483504673803181,33,193.275,,,1.6880688e+18,,,,,55.15,,,call,american,2023-08-04,100,135.0,,0.9778532683690356,0.0014403371574133507,-0.046366648030629974,0.022986108045949763,58.5,30,58.05,30,,58.275,[209],308.0,55.15,1.688061507828e+18,1.0,0.825,,,
425,0.6476517053065239,3,193.125,,,1.6881552e+18,,,,,64.29,,,call,american,2023-08-04,100,130.0,,0.9860082030215103,0.0009511378108111466,-0.035404194881863964,0.02245981351121021,63.25,30,63.0,30,,63.125,[232],304.0,64.29,1.688154374567e+18,1.0,0.675,,,
960,0.6426036662592994,2234,193.675,,,1.6879824e+18,,,,,130.2,,,call,american,2024-01-19,100,60.0,,0.9947647412389181,9.012044191511854e-05,-0.00742249911408379,0.0145968323166039,133.95,5,133.4,5,,133.675,[232],308.0,130.2,1.687979500062e+18,1.0,1.225,,,
595,0.6375227866973378,3544,193.4,,,1.6884144e+18,,,,,92.95,,,call,american,2023-09-15,100,100.0,,0.9929605804386225,0.00031430152790327314,-0.017588750131903773,0.012420269896820444,93.55,30,93.25,30,,93.4,[209],313.0,92.95,1.688396304965549e+18,1.0,0.95,,,
592,0.6561831132315625,705,193.15,,,1.6866864e+18,,,,,99.42,,,call,american,2023-09-15,100,85.0,,0.9977703359724631,7.427079226492037e-05,-0.01078197768152271,0.0041062969890925385,108.25,3,108.05,30,,108.15,[232],308.0,99.42,1.686671832884e+18,1.0,0.7,,,
963,0.6335503192979497,2744,194.375,,,1.6881552e+18,,,,,119.5,,,call,american,2024-01-19,100,75.0,,0.9872118292384154,0.00030121029504102216,-0.013498271620963929,0.03890957547429967,119.65,30,119.1,6,,119.375,[209],323.0,119.5,1.688134663157e+18,1.0,1.925,,,
961,0.6792734566953244,2274,193.95,,,1.6879824e+18,,,,,125.27,,,call,american,2024-01-19,100,65.0,,0.9913994282885621,0.00017833879675554874,-0.010299044723099258,0.03610505154454625,129.4,52,128.5,2,,128.95,[233],323.0,125.27,1.687979431842e+18,1.0,1.5,,,
28,0.6831598318953318,977,192.625,,,1.6884144e+18,,,,,22.5,,,call,american,2023-07-07,100,170.0,,0.977427985035252,0.004372457548641234,-0.12412864601257194,0.008515404356596775,22.7,8,22.55,6,,22.625,[233],302.0,22.5,1.6884030537207693e+18,1.0,0.175,,,
127,0.8726865355668055,9,192.725,,,1.6884144e+18,,,,,52.32,,,call,american,2023-07-14,100,140.0,,0.9897734565597631,0.0009669375663071071,-0.05406653657949814,0.013690792086009054,52.95,10,52.5,10,,52.725,[232],308.0,52.32,1.68840170198758e+18,1.0,0.275,,,
231,0.8307820009351629,1304,192.775,,,1.6881552e+18,,,,,68.58,,,call,american,2023-07-21,100,125.0,,0.9940459609535213,0.0004669618736234118,-0.031056957356769953,0.0071187107081535,68.7,81,66.85,81,,67.775,[232],312.0,68.58,1.688153301231e+18,1.0,0.325,,,
26,0.7915043463870742,208,192.6,,,1.6884144e+18,,,,,27.43,,,call,american,2023-07-07,100,165.0,,0.9841075593177263,0.0027800848629802046,-0.10842875836387046,0.008395595159849585,27.7,30,27.5,30,,27.6,[233],302.0,27.43,1.688400304090251e+18,1.0,0.15,,,
285,0.7679097762797061,8974,114.995,,,1.6884144e+18,,,,,0.01,,,put,american,2023-07-21,100,115.0,,-0.0005388751234737222,5.832890235456012e-05,-0.0017322320814457878,0.0007475582589323308,0.01,86,0.0,0,,0.005,[209],322.0,0.01,1.6883934741663667e+18,1.0,-77.5,,,
503,0.7623240801033877,84,193.125,,,1.6884144e+18,,,,,87.75,,,call,american,2023-08-18,100,105.0,,0.9924477673064678,0.00037772113028797715,-0.022971726828467782,0.010303135119283761,88.3,30,87.95,30,,88.125,[209],307.0,87.75,1.6884026741756321e+18,1.0,0.675,,,
379,0.7549468690390144,222,104.995,,,1.6884144e+18,,,,,0.01,,,put,american,2023-07-28,100,105.0,,-0.0004624385582943143,4.33132285771205e-05,-0.0012414454250248036,0.0008384910854449783,0.01,25,0.0,0,,0.005,[209],316.0,0.01,1.6884012566692173e+18,1.0,-87.5,,,
630,0.6810198310322474,2176,79.985,,,1.6884144e+18,,,,,0.01,,,put,american,2023-09-15,100,80.0,,-0.000829586826161767,4.7787075661024295e-05,-0.0011042071775769862,0.003983054023197468,0.02,58,0.01,43,,0.015,[209],323.0,0.01,1.688397053858031e+18,1.0,-112.0,,,
343,0.7509814749225316,1,193.05,,,1.687464e+18,,,,,57.0,,,call,american,2023-07-28,100,130.0,,0.9842758242152169,0.0010386245418736034,-0.04485697693413807,0.020006084955976777,63.25,3,62.85,3,,63.05,[232],308.0,57.0,1.687458604625e+18,1.0,0.6,,,
549,0.7154957575674559,827,94.98,,,1.6880688e+18,,,,,0.02,,,put,american,2023-08-18,100,95.0,,-0.001307616696054892,8.74982191327233e-05,-0.0022408217809600723,0.0035128632641859186,0.03,103,0.01,101,,0.02,[233],302.0,0.02,1.688051114951e+18,1.0,-97.5,,,
287,0.7111478822053333,14456,124.985,,,1.6884144e+18,,,,,0.01,,,put,american,2023-07-21,100,125.0,,-0.0016169805243329645,0.00017322121746468514,-0.004405269927091614,0.002564504701253541,0.02,146,0.01,44,,0.015,[209],312.0,0.01,1.6883966183835282e+18,1.0,-67.5,,,
179,0.706585119279902,1220,134.995,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-14,100,135.0,,-0.0007587369302621587,0.00011388824511780923,-0.0028664763912312316,0.0006296835261538866,0.01,37,0.0,0,,0.005,[209],300.0,0.01,1.68815334761e+18,1.0,-57.5,,,
129,0.7051974446825263,68,192.75,,,1.6884144e+18,,,,,43.24,,,call,american,2023-07-14,100,150.0,,0.9865249529845324,0.0015069323651055952,-0.05603308897472549,0.014129090210891196,42.85,30,42.65,30,,42.75,[232],308.0,43.24,1.6883933353923e+18,1.0,0.3,,,
959,0.6966419580608025,3630,193.55,,,1.687464e+18,,,,,132.67,,,call,american,2024-01-19,100,55.0,,0.9946950512047356,8.551147526370783e-05,-0.006960346764134205,0.014090339319797503,139.05,2,138.05,4,,138.55,[233],323.0,132.67,1.687461000751e+18,1.0,1.1,,,
234,0.6907219759403086,2439,192.875,,,1.6884144e+18,,,,,52.72,,,call,american,2023-07-21,100,140.0,,0.9873964073693026,0.0011110871800060161,-0.04351758274525001,0.017567662481761077,53.0,30,52.75,30,,52.875,[227],323.0,52.72,1.6883992686283692e+18,1.0,0.425,,,
50,0.7327758075794368,454,235.005,,,1.6872912e+18,,,,,0.02,,,call,american,2023-07-07,100,235.0,,0.0013289963207510458,0.00033070355667415166,-0.009041756532630413,0.0016067373178519173,0.01,125,0.0,0,,0.005,[209],302.0,0.02,1.687267980884e+18,1.0,42.555,,,
1691,0.2602058775411474,2660,219.825,,,1.6884144e+18,,,,,54.75,,,call,american,2025-12-19,100,165.0,,0.7957152877428857,0.0035628868501930405,-0.023978336485804393,0.7670700706743464,55.3,100,54.35,101,,54.825,[209],313.0,54.75,1.6883972506217203e+18,1.0,27.375,,,
289,0.6306799629819687,9154,134.975,,,1.6884144e+18,,,,,0.02,,,put,american,2023-07-21,100,135.0,,-0.002956555360636754,0.00034367085231291336,-0.006862596764889829,0.0026624462949664113,0.03,193,0.02,130,,0.025,[236],322.0,0.02,1.6884035383399788e+18,1.0,-57.5,,,
817,0.6263937494384169,118,64.98,,,1.6879824e+18,,,,,0.03,,,put,american,2023-11-17,100,65.0,,-0.0008575112942369593,3.9132483821673396e-05,-0.0007575485235487392,0.004648226141047121,0.03,32,0.01,39,,0.02,[219],301.0,0.03,1.68796560095e+18,1.0,-127.0,,,
634,0.5756430381041824,25210,99.955,,,1.6884144e+18,,,,,0.05,,,put,american,2023-09-15,100,100.0,,-0.002742508725815958,0.0001704856390515973,-0.0027968717404977875,0.01223998240441244,0.05,154,0.04,84,,0.045,[209],301.0,0.05,1.6883990203882465e+18,1.0,-92.5,,,
507,0.5740261710910921,239,193.275,,,1.6881552e+18,,,,,68.4,,,call,american,2023-08-18,100,125.0,,0.9887553534935964,0.0007255131485234682,-0.026636635662098684,0.02600951615215117,68.4,9,68.15,9,,68.275,[209],301.0,68.4,1.68815345707e+18,1.0,0.825,,,
1216,0.5739276872840214,9105,49.89,,,1.6881552e+18,,,,,0.07,,,put,american,2024-06-21,100,50.0,,-0.0027601173062865984,7.765297974075006e-05,-0.001223000215752823,0.016318139876386625,0.21,181,0.01,11,,0.11,[227],302.0,0.07,1.688153296253e+18,1.0,-143.0,,,
209,0.5722493362324897,1,192.175,,,1.687464e+18,,,,,39.4,,,put,american,2023-07-14,100,225.0,,-0.9494495513951675,0.006459841331184594,-0.0797039597548653,0.03274864653692778,33.4,77,32.25,9,,32.825,[209],301.0,39.4,1.687455510562e+18,1.0,-0.275,,,
236,0.5699760698855504,5948,192.925,,,1.6884144e+18,,,,,42.89,,,call,american,2023-07-21,100,150.0,,0.9824125808101887,0.001799157019194254,-0.04754119374568981,0.018116071425404633,43.05,30,42.8,30,,42.925,[233],302.0,42.89,1.688403435501933e+18,1.0,0.475,,,
674,0.569418483573844,154,193.725,,,1.6875504e+18,,,,,93.69,,,call,american,2023-10-20,100,95.0,,0.9926884952857647,0.000282571196974114,-0.01500660300361365,0.014268289647729518,98.95,2,98.5,2,,98.725,[232],308.0,93.69,1.687544298638e+18,1.0,1.275,,,
771,0.5769626318569123,3,193.825,,,1.6884144e+18,,,,,108.87,,,call,american,2023-11-17,100,85.0,,0.9932770556160759,0.00021201958066102168,-0.012545311013004596,0.014861802877677159,109.15,2,108.5,2,,108.825,[232],308.0,108.87,1.6883982565681905e+18,1.0,1.375,,,
1064,0.5632168130225015,373,193.975,,,1.687464e+18,,,,,127.05,,,call,american,2024-03-15,100,60.0,,0.9943522495718754,8.177173372540168e-05,-0.006797334029837513,0.015816432700577768,134.5,30,133.45,30,,133.975,[233],302.0,127.05,1.687443322943e+18,1.0,1.525,,,
554,0.559815668394297,3680,119.93,,,1.6884144e+18,,,,,0.08,,,put,american,2023-08-18,100,120.0,,-0.005294089688356022,0.00039837909038723993,-0.006200534103856888,0.010826397665098858,0.08,162,0.06,94,,0.07,[209],323.0,0.08,1.688394335558859e+18,1.0,-72.5,,,
83,0.558374982904335,6648,169.975,,,1.6884144e+18,,,,,0.03,,,put,american,2023-07-07,100,170.0,,-0.0072438234593572536,0.001986420473875695,-0.031244321405548444,0.0036280029680361807,0.03,148,0.02,196,,0.025,[209],312.0,0.03,1.688403599588238e+18,1.0,-22.5,,,
597,0.5544021289718617,1029,193.5,,,1.6879824e+18,,,,,79.36,,,call,american,2023-09-15,100,110.0,,0.9921141501563479,0.00040724019402775275,-0.0188159479513269,0.012933194596014129,83.6,2,83.4,1,,83.5,[232],308.0,79.36,1.687959908432e+18,1.0,1.05,,,
912,0.553904708846777,3251,69.97,,,1.6884144e+18,,,,,0.03,,,put,american,2023-12-15,100,70.0,,-0.001293715644493495,5.906074732920453e-05,-0.0008860915911140375,0.005160413536415408,0.04,76,0.02,40,,0.03,[219],313.0,0.03,1.688394133975369e+18,1.0,-122.0,,,
162,0.5507200164133872,716,255.005,,,1.6881552e+18,,,,,0.01,,,call,american,2023-07-14,100,255.0,,0.0010017611196498281,0.00018712423479212066,-0.0029035093062189333,0.0009338454725019599,0.01,498,0.0,0,,0.005,[219],303.0,0.01,1.688153145175e+18,1.0,62.555,,,
675,0.5494522980756663,163,193.825,,,1.6872912e+18,,,,,87.6,,,call,american,2023-10-20,100,100.0,,0.9913334792962016,0.0003545698971883169,-0.016440551321716304,0.0342062245159016,94.05,2,93.6,2,,93.825,[236],322.0,87.6,1.687281738451e+18,1.0,1.375,,,
1166,0.5606700547298162,1029,194.7,,,1.6881552e+18,,,,,134.52,,,call,american,2024-06-21,100,60.0,,0.9892601517244201,0.00016635882761920298,-0.007921518849803206,0.04258867058362417,135.45,54,133.95,4,,134.7,[232],312.0,134.52,1.688135142131e+18,1.0,2.25,,,
552,0.6291275157562946,2145,109.955,,,1.6884144e+18,,,,,0.04,,,put,american,2023-08-18,100,110.0,,-0.0031738263522131157,0.0002256607286262126,-0.004452379131689533,0.010398695043553778,0.05,209,0.04,20,,0.045,[227],302.0,0.04,1.6884007177183485e+18,1.0,-82.5,,,
819,0.5774711277182561,207,74.965,,,1.6879824e+18,,,,,0.05,,,put,american,2023-11-17,100,75.0,,-0.0015793994047441637,7.49594930145715e-05,-0.0012279354374031023,0.004992660319617355,0.05,74,0.02,70,,0.035,[209],300.0,0.05,1.687961559529e+18,1.0,-117.0,,,
1165,0.5850766860461989,904,194.4,,,1.6879824e+18,,,,,135.8,,,call,american,2024-06-21,100,55.0,,0.990768875712909,0.00012720690227328692,-0.006856446839846113,0.04085878854654705,140.1,30,138.7,30,,139.4,[233],323.0,135.8,1.687979590116e+18,1.0,1.95,,,
673,0.6257010085603221,60,193.675,,,1.6881552e+18,,,,,104.2,,,call,american,2023-10-20,100,90.0,,0.9922526208770956,0.00027519712395907047,-0.015126891865543727,0.014008137434515445,103.95,30,103.4,30,,103.675,[233],308.0,104.2,1.68815143176e+18,1.0,1.225,,,
29,0.6156765274640766,191,192.625,,,1.6884144e+18,,,,,19.85,,,call,american,2023-07-07,100,172.5,,0.9753467353286903,0.005247974421279251,-0.12181852425120672,0.008569675724488485,20.2,34,20.05,40,,20.125,[209],304.0,19.85,1.6884026508389412e+18,1.0,0.175,,,
235,0.6152280924888041,4036,192.875,,,1.6884144e+18,,,,,47.65,,,call,american,2023-07-21,100,145.0,,0.9870895533233968,0.0012738431350259375,-0.041771910662472794,0.01782229217706912,48.0,30,47.75,30,,47.875,[232],312.0,47.65,1.6884000770365816e+18,1.0,0.425,,,
345,0.6107511152173901,10,193.05,,,1.6884144e+18,,,,,52.89,,,call,american,2023-07-28,100,140.0,,0.9834781134876095,0.0013339281568384405,-0.04174894692080634,0.020644414788611752,53.2,30,52.9,30,,53.05,[232],312.0,52.89,1.6884032476340444e+18,1.0,0.6,,,
962,0.6104861654314921,1977,194.025,,,1.6879824e+18,,,,,120.4,,,call,american,2024-01-19,100,70.0,,0.9923686144910007,0.00017009776621635568,-0.010043756873669407,0.015879544516690956,124.3,4,123.75,4,,124.025,[233],323.0,120.4,1.687979431842e+18,1.0,1.575,,,
505,0.6035170468246505,712,193.125,,,1.6884144e+18,,,,,77.85,,,call,american,2023-08-18,100,115.0,,0.9946490936205625,0.00033640924546125134,-0.019489728532817042,0.010634503278829897,78.3,12,77.95,30,,78.125,[209],307.0,77.85,1.6884029063569748e+18,1.0,0.675,,,
384,0.5824707267603256,39,129.975,,,1.6884144e+18,,,,,0.04,,,put,american,2023-07-28,100,130.0,,-0.002702491849377196,0.00028848206318601486,-0.00489865983232121,0.0030586012726515526,0.03,15,0.02,441,,0.025,[219],304.0,0.04,1.6883956455273923e+18,1.0,-62.5,,,
427,0.6013350359796721,2,193.325,,,1.6884144e+18,,,,,53.04,,,call,american,2023-08-04,100,140.0,,0.97442628408389,0.0017593233245622752,-0.04853023781199706,0.0467662680835193,53.55,30,53.1,30,,53.325,[232],312.0,53.04,1.6884032476340444e+18,1.0,0.875,,,
465,0.597732119932986,49,124.95,,,1.6884144e+18,,,,,0.05,,,put,american,2023-08-04,100,125.0,,-0.004367838431577322,0.0003780446701612794,-0.006743688935237712,0.009328004522998576,0.06,25,0.04,75,,0.05,[227],300.0,0.05,1.6883948884448113e+18,1.0,-67.5,,,
818,0.5957606236732723,130,69.975,,,1.6869456e+18,,,,,0.06,,,put,american,2023-11-17,100,70.0,,-0.0011114640187103654,5.224977553368481e-05,-0.0009127469121938913,0.004812851067340226,0.04,84,0.01,49,,0.025,[209],300.0,0.06,1.68692704762e+18,1.0,-122.0,,,
720,0.5938718368155373,699,79.97,,,1.6881552e+18,,,,,0.03,,,put,american,2023-10-20,100,80.0,,-0.0014902823071680834,7.72381799709706e-05,-0.0013443973743494082,0.004689826045217096,0.04,52,0.02,52,,0.03,[209],302.0,0.03,1.68814993184e+18,1.0,-112.0,,,
911,0.5918304140626313,831,64.97,,,1.6884144e+18,,,,,0.02,,,put,american,2023-12-15,100,65.0,,-0.0012071595487433457,5.181962717802983e-05,-0.0008900869599614963,0.005006314560958992,0.06,42,0.0,0,,0.03,[209],322.0,0.02,1.68839704487434e+18,1.0,-127.0,,,
553,0.5912952304780205,5297,114.945,,,1.6884144e+18,,,,,0.06,,,put,american,2023-08-18,100,115.0,,-0.004026684403667125,0.00029536168871777005,-0.005138111712626548,0.010609824218356767,0.06,41,0.05,40,,0.055,[233],302.0,0.06,1.6883953327568218e+18,1.0,-77.5,,,
82,0.5894382649194995,2637,167.485,,,1.6884144e+18,,,,,0.02,,,put,american,2023-07-07,100,167.5,,-0.004337523310270013,0.0011985499718697315,-0.021021142629624203,0.0036008126065881917,0.02,156,0.01,265,,0.015,[209],315.0,0.02,1.6884019986422024e+18,1.0,-25.0,,,
506,0.598071311865736,605,193.2,,,1.6884144e+18,,,,,72.85,,,call,american,2023-08-18,100,120.0,,0.9917605743963526,0.000523971114717161,-0.023401262994710362,0.010911667067327662,73.35,2,73.05,10,,73.2,[209],307.0,72.85,1.688402935526318e+18,1.0,0.75,,,
622,0.25977130250420394,2938,260.04,,,1.6884144e+18,,,,,0.04,,,call,american,2023-09-15,100,260.0,,0.0056358176752592075,0.0007181511900931514,-0.0025902203878452813,0.00969132625942061,0.05,178,0.03,237,,0.04,[219],301.0,0.04,1.6883920241255148e+18,1.0,67.59,,,
977,0.314950071275304,12855,197.575,,,1.6884144e+18,,,,,53.05,,,call,american,2024-01-19,100,145.0,,0.9231089266509764,0.0031678680702150524,-0.031057575803371512,0.18572073234960448,52.7,30,52.45,30,,52.575,[209],304.0,53.05,1.688393712482148e+18,1.0,5.125,,,
1761,,0,192.625,,,1.6880688e+18,,,,,120.1,,,put,american,2025-12-19,100,310.0,,,,,,119.2,30,115.55,30,,117.375,[209],316.0,120.1,1.688052137127e+18,1.0,0.175,,,
1145,0.19766636392660117,15,189.175,,,1.6881552e+18,,,,,20.3,,,put,american,2024-03-15,100,210.0,,-0.6763567490612055,0.015667628861945237,-0.011680286448510857,0.5386256732676356,21.9,746,19.75,1116,,20.825,[209],308.0,20.3,1.6881547487e+18,1.0,-3.27,,,
1555,0.2277857288612535,365,183.9,,,1.6884144e+18,,,,,26.0,,,put,american,2025-01-17,100,210.0,,-0.5538540992907184,0.010135180091005946,-0.009528642407945249,0.909686470259199,26.8,58,25.4,79,,26.1,[209],313.0,26.0,1.6884023372120525e+18,1.0,-8.55,,,
519,0.22794996517681462,26655,196.225,,,1.6884144e+18,,,,,11.2,,,call,american,2023-08-18,100,185.0,,0.7257597953214421,0.02178658761488351,-0.07349955594881212,0.22042111249959834,11.3,27,11.15,30,,11.225,[209],325.0,11.2,1.6884035896514698e+18,1.0,3.775,,,
1505,0.22803293838593663,4928,233.175,,,1.6884144e+18,,,,,18.15,,,call,american,2025-01-17,100,215.0,,0.49399824723154456,0.007429442523394088,-0.029079065555893936,0.8869734939560701,18.3,65,18.05,41,,18.175,[209],315.0,18.15,1.6884031090467246e+18,1.0,40.725,,,
