,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
1178,0.3406668387912666,13492,198.6,,,1.6884144e+18,,,,,78.2,,,call,american,2024-06-21,100,120.0,,0.9531627508107415,0.0014137615340786222,-0.020548636607211693,0.20804174501821066,79.05,10,78.15,37,,78.6,[209],313.0,78.2,1.6883964958394775e+18,2.0,6.15,,,
1096,0.19567233364124484,8689,225.375,,,1.6884144e+18,,,,,5.3,,,call,american,2024-03-15,100,220.0,,0.2915730774264903,0.01101519631390448,-0.027721194074211235,0.5131298654997622,5.45,521,5.3,804,,5.375,[209],313.0,5.3,1.6884023794172854e+18,2.0,32.925,,,
1260,0.3013399928189048,0,192.3,,,1.6842672e+18,,,,,97.65,,,put,american,2024-06-21,100,270.0,,-0.945912734163507,0.006335669599361342,-0.004029118952580553,0.1930295441944904,78.75,109,76.65,76,,77.7,[209],312.0,97.65,1.684243800577e+18,2.0,-0.15,,,
1536,0.32370495488111123,5495,113.08,,,1.6880688e+18,,,,,2.3,,,put,american,2025-01-17,100,115.0,,-0.05036986535018463,0.001371774982625727,-0.005813010483819236,0.24414435852308908,2.03,176,1.81,416,,1.92,[232],323.0,2.3,1.688068617191e+18,2.0,-79.4,,,
1605,0.23564226021717577,317,232.5,,,1.6884144e+18,,,,,27.34,,,call,american,2025-06-20,100,205.0,,0.5904598470876835,0.006101480425293762,-0.027724740180956844,1.0449740910314465,27.8,102,27.2,129,,27.5,[232],308.0,27.34,1.6884000203134144e+18,2.0,40.05,,,
1586,0.309825649257417,142,202.875,,,1.6879824e+18,,,,,88.9,,,call,american,2025-06-20,100,110.0,,0.9477221997961766,0.0011023285013396977,-0.015482298628462928,0.24891389585377915,94.6,50,91.15,50,,92.875,[232],308.0,88.9,1.687972530286e+18,2.0,10.425,,,
91,0.1912743433001689,21100,189.55,,,1.6884144e+18,,,,,0.44,,,put,american,2023-07-07,100,190.0,,-0.22512892868330908,0.0893920331657865,-0.16039722399818118,0.06079221558186054,0.46,22,0.44,91,,0.45,[219],302.0,0.44,1.6884035997890002e+18,2.0,-2.9,,,
313,0.23886933473956817,28,192.125,,,1.6884144e+18,,,,,13.0,,,put,american,2023-07-21,100,205.0,,-0.8940166314152115,0.022156792793759,-0.04062870421534151,0.07097433604607259,13.65,81,12.1,81,,12.875,[209],313.0,13.0,1.6883955751773676e+18,2.0,-0.325,,,
21,1.2317011566165128,322,192.6,,,1.6884144e+18,,,,,42.05,,,call,american,2023-07-07,100,150.0,,0.9885946211461554,0.0013528603951929832,-0.12222910281036774,0.008027515145643635,42.75,30,42.45,30,,42.6,[232],301.0,42.05,1.6883968352650076e+18,2.0,0.15,,,
20,1.2051758113374238,0,192.575,,,1.6884144e+18,,,,,43.08,,,call,american,2023-07-07,100,149.0,,0.9912226451805752,0.0010955141998493718,-0.09874930079547128,0.0034272863624691726,43.7,30,43.45,30,,43.575,[232],301.0,43.08,1.6883968352650076e+18,2.0,0.125,,,
1009,0.2388117488066719,13522,320.03,,,1.6884144e+18,,,,,0.04,,,call,american,2024-01-19,100,320.0,,0.0029499041128193803,0.00026101842595534143,-0.0008227348846962157,0.021380762309996477,0.04,228,0.02,111,,0.03,[209],313.0,0.04,1.688402001197559e+18,2.0,127.58,,,
1130,0.31192641515077546,1882,133.715,,,1.6884144e+18,,,,,1.3,,,put,american,2024-03-15,100,135.0,,-0.05403457955733683,0.0022187106203325085,-0.009468091056823853,0.19503113488301957,1.3,17,1.27,135,,1.285,[209],303.0,1.3,1.6883922060900134e+18,2.0,-58.7,,,
497,1.3024332158991694,93,193.175,,,1.68444e+18,,,,,100.11,,,call,american,2023-08-18,100,75.0,,0.9891750253800753,0.00030711612014410047,-0.034088187593867066,0.020414553238140648,119.0,63,117.35,85,,118.175,[232],312.0,100.11,1.684431720204e+18,2.0,0.725,,,
340,1.125440192673012,1,193.375,,,1.6862544e+18,,,,,65.72,,,call,american,2023-07-28,100,115.0,,0.974561250194704,0.0010588399531189128,-0.08089813491442567,0.03791924948122093,79.55,79,77.2,84,,78.375,[232],323.0,65.72,1.686251364294e+18,2.0,0.925,,,
1107,0.19278004759795064,1596,275.255,,,1.6884144e+18,,,,,0.3,,,call,american,2024-03-15,100,275.0,,0.022747105949722263,0.0017493748964373596,-0.003813373649207944,0.06283523255759751,0.27,137,0.24,125,,0.255,[209],300.0,0.3,1.688393918594002e+18,2.0,82.805,,,
615,0.19092790831072393,30541,204.2,,,1.6884144e+18,,,,,4.18,,,call,american,2023-09-15,100,200.0,,0.3809860274585331,0.023457874922398796,-0.052045619994569615,0.31538710268803577,4.25,535,4.15,306,,4.2,[209],325.0,4.18,1.688403502535793e+18,2.0,11.75,,,
1233,0.30593942881475245,9508,132.94,,,1.6884144e+18,,,,,2.07,,,put,american,2024-06-21,100,135.0,,-0.07108822429778516,0.002413697506269347,-0.009456680071975502,0.22850402669376776,2.12,181,2.0,144,,2.06,[209],303.0,2.07,1.6884032682785068e+18,2.0,-59.5,,,
1001,0.19071902808297816,673,265.185,,,1.6884144e+18,,,,,0.2,,,call,american,2024-01-19,100,265.0,,0.019055792280909815,0.0017116560947645645,-0.0035940958548268307,0.05299050373616013,0.19,12,0.18,1,,0.185,[219],323.0,0.2,1.6883983225696274e+18,2.0,72.735,,,
1285,0.30522832756609686,51,202.2,,,1.6884144e+18,,,,,68.07,,,call,american,2024-09-20,100,135.0,,0.9132945967663637,0.0023511214042056037,-0.023966260482064895,0.371245996837946,67.7,30,66.7,30,,67.2,[233],302.0,68.07,1.6883930729978857e+18,2.0,9.75,,,
1332,0.3169871733440653,370,122.995,,,1.6884144e+18,,,,,2.03,,,put,american,2024-09-20,100,125.0,,-0.05997039562645482,0.0018123903330143447,-0.00751369308026631,0.23811520026105323,2.05,204,1.96,74,,2.005,[232],322.0,2.03,1.6883954245834237e+18,2.0,-69.5,,,
1081,0.3043545965045762,1024,198.95,,,1.6884144e+18,,,,,53.77,,,call,american,2024-03-15,100,145.0,,0.9132137479476129,0.00320143086512338,-0.029732325163511947,0.20663409106838285,54.3,30,53.6,30,,53.95,[232],312.0,53.77,1.6883967708941806e+18,2.0,6.5,,,
1139,0.2373607109145219,10333,172.55,,,1.6884144e+18,,,,,7.4,,,put,american,2024-03-15,100,180.0,,-0.2897195364005381,0.009643334864984804,-0.019476218589053927,0.567118799948584,7.5,510,7.4,11,,7.45,[227],301.0,7.4,1.6884035653163791e+18,2.0,-19.9,,,
766,0.9311955024280542,16,193.625,,,1.6869456e+18,,,,,126.0,,,call,american,2023-11-17,100,60.0,,0.9896508043896652,0.00021273624649191208,-0.014825214144496968,0.029936341396934577,134.9,88,132.35,88,,133.625,[209],307.0,126.0,1.686941627272e+18,2.0,1.175,,,
53,0.9266409292150134,592,250.005,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-07,100,250.0,,0.0010630610444523302,0.00021091626847886513,-0.009214984507186287,0.0005026249804012762,0.01,156,0.0,0,,0.005,[209],303.0,0.01,1.688391001331465e+18,2.0,57.555,,,
1089,0.23696679375776192,5446,207.3,,,1.6884144e+18,,,,,22.15,,,call,american,2024-03-15,100,185.0,,0.6740592078069655,0.00948272092110174,-0.040291402876214986,0.5821441225325508,22.4,111,22.2,122,,22.3,[232],308.0,22.15,1.6883997241264307e+18,2.0,14.85,,,
839,0.24126985593119074,3831,171.45,,,1.6884144e+18,,,,,3.55,,,put,american,2023-11-17,100,175.0,,-0.207430650569578,0.010421180987863217,-0.025239761863868043,0.35494992097368183,3.6,866,3.5,1242,,3.55,[209],304.0,3.55,1.6884000358433759e+18,2.0,-21.0,,,
1551,0.2414961558461585,3152,173.625,,,1.6884144e+18,,,,,16.53,,,put,american,2025-01-17,100,190.0,,-0.37718238610013066,0.00782531298969306,-0.011676464506272733,0.8695701992144533,16.55,129,16.2,43,,16.375,[233],323.0,16.53,1.6884018043604114e+18,2.0,-18.8,,,
220,1.8597524728549315,219,192.65,,,1.6878096e+18,,,,,118.0,,,call,american,2023-07-21,100,70.0,,0.9969720871327551,0.00011031870435525034,-0.026532675706533997,0.0053213596760354875,122.8,30,122.5,30,,122.65,[209],301.0,118.0,1.687789875366e+18,2.0,0.2,,,
1381,0.32161487596888894,11,202.7,,,1.6881552e+18,,,,,76.73,,,call,american,2024-12-20,100,125.0,,0.9254654203440827,0.0017835466038537457,-0.02105085753913868,0.253740021394515,78.5,42,76.9,44,,77.7,[232],308.0,76.73,1.68813186504e+18,2.0,10.25,,,
528,0.2363047550970516,4130,230.11,,,1.6884144e+18,,,,,0.1,,,call,american,2023-08-18,100,230.0,,0.01887652949939795,0.0028775907478882164,-0.008595500969421885,0.043516225290385326,0.12,245,0.1,599,,0.11,[209],301.0,0.1,1.688402468243263e+18,2.0,37.66,,,
25,0.8619735535132763,67,192.6,,,1.6884144e+18,,,,,29.93,,,call,american,2023-07-07,100,162.5,,0.9851211191085844,0.0024138142116436447,-0.11073467973318694,0.008337711883058865,30.2,30,30.0,30,,30.1,[232],312.0,29.93,1.6883992314737298e+18,2.0,0.15,,,
545,0.8437562187108223,780,74.995,,,1.6884144e+18,,,,,0.01,,,put,american,2023-08-18,100,75.0,,-0.0003021385133343216,1.9037613006384275e-05,-0.0006807698910713723,0.0009493919832499228,0.01,150,0.0,0,,0.005,[209],325.0,0.01,1.6883961063195868e+18,2.0,-117.0,,,
223,,707,192.525,,,1.6868592e+18,,,,,101.0,,,call,american,2023-07-21,100,85.0,,,,,,108.35,81,106.7,76,,107.525,[232],308.0,101.0,1.686853161761e+18,2.0,0.075,,,
894,0.18584427145993404,15360,218.475,,,1.6884144e+18,,,,,3.43,,,call,american,2023-12-15,100,215.0,,0.2528123030778211,0.013400255593335688,-0.02912730831359927,0.40721613658219397,3.5,94,3.45,22,,3.475,[227],302.0,3.43,1.6883993166256786e+18,2.0,26.025,,,
1209,0.1867046898458847,260,275.715,,,1.6884144e+18,,,,,0.72,,,call,american,2024-06-21,100,275.0,,0.050344528706008265,0.0029312240144210235,-0.006302290169586238,0.1745749084516635,0.75,182,0.68,103,,0.715,[227],312.0,0.72,1.688398541081074e+18,2.0,83.265,,,
1336,0.2865458396772816,629,141.125,,,1.6884144e+18,,,,,4.0,,,put,american,2024-09-20,100,145.0,,-0.11444559293754802,0.003297369632388909,-0.010421466428847316,0.40065071751897574,3.95,171,3.8,140,,3.875,[227],323.0,4.0,1.6883965349153623e+18,2.0,-51.3,,,
1300,0.22440307537172427,5735,226.125,,,1.6884144e+18,,,,,16.1,,,call,american,2024-09-20,100,210.0,,0.4931295860062023,0.008529014586529743,-0.031528667220710516,0.8886452471143168,16.25,179,16.0,40,,16.125,[233],302.0,16.1,1.688403522612807e+18,2.0,33.675,,,
867,0.6259882066136639,37,194.125,,,1.6879824e+18,,,,,110.3,,,call,american,2023-12-15,100,80.0,,0.9890800768244467,0.0002944244943549778,-0.013988745871148175,0.03697985921014633,114.55,50,113.7,30,,114.125,[232],308.0,110.3,1.687972730463e+18,2.0,1.675,,,
1481,0.3628128656679415,2715,199.175,,,1.6866e+18,,,,,94.3,,,call,american,2025-01-17,100,95.0,,0.9678517742620211,0.0006786840411302409,-0.013551600673490483,0.12357145846821553,105.15,50,103.2,4,,104.175,[227],323.0,94.3,1.68658893297e+18,2.0,6.725,,,
1533,0.35327631322734626,21375,98.85,,,1.6884144e+18,,,,,1.18,,,put,american,2025-01-17,100,100.0,,-0.030014286634824108,0.0008302129170359314,-0.004380275499391022,0.1414383453062005,1.22,236,1.08,354,,1.15,[227],302.0,1.18,1.6884032792269745e+18,2.0,-93.6,,,
515,0.35364614676605666,9963,194.425,,,1.6884144e+18,,,,,28.58,,,call,american,2023-08-18,100,165.0,,0.910459770725824,0.0067684967030905655,-0.06097304502736338,0.10387477978176544,30.1,39,28.75,39,,29.425,[233],302.0,28.58,1.6884011707666793e+18,2.0,1.975,,,
992,0.18495950299855604,52844,223.375,,,1.6884144e+18,,,,,3.35,,,call,american,2024-01-19,100,220.0,,0.23100624079302806,0.011637840877539876,-0.025329101526571317,0.4657708924685803,3.4,65,3.35,29,,3.375,[209],300.0,3.35,1.688403240919391e+18,2.0,30.925,,,
1228,0.35385996378824,2286,109.165,,,1.6884144e+18,,,,,0.9,,,put,american,2024-06-21,100,110.0,,-0.028221661923052123,0.0009774624705648175,-0.005417759532247708,0.11416802759074025,0.92,573,0.75,468,,0.835,[209],322.0,0.9,1.6883977638185715e+18,2.0,-83.3,,,
1104,0.18487157537566928,1284,260.54,,,1.6884144e+18,,,,,0.56,,,call,american,2024-03-15,100,260.0,,0.04542422851057926,0.0032075043380119504,-0.006585651413274713,0.1372439091970332,0.55,27,0.53,1,,0.54,[209],316.0,0.56,1.6883962895530775e+18,2.0,68.09,,,
852,0.2868299379223125,0,192.175,,,1.6860816e+18,,,,,60.32,,,put,american,2023-11-17,100,240.0,,-0.9326362351068455,0.008336178299947636,-0.007607879661042057,0.12670389780546004,49.15,88,46.5,88,,47.825,[232],303.0,60.32,1.686081021158e+18,2.0,-0.275,,,
1103,0.18574370307659413,206,255.71,,,1.6881552e+18,,,,,0.86,,,call,american,2024-03-15,100,255.0,,0.05782811060952436,0.0039104451076718725,-0.008145459355269974,0.2637910866064955,0.74,190,0.68,121,,0.71,[227],309.0,0.86,1.688154974889e+18,2.0,63.26,,,
1105,0.18558146957833513,511,265.41,,,1.6884144e+18,,,,,0.42,,,call,american,2024-03-15,100,265.0,,0.03537562250324379,0.002590818742443821,-0.005325743804812015,0.14171584724578248,0.43,147,0.39,149,,0.41,[232],308.0,0.42,1.6883954874716e+18,2.0,72.96,,,
368,0.35511447936773577,47,255.005,,,1.6884144e+18,,,,,0.02,,,call,american,2023-07-28,100,255.0,,0.0010052249427355048,0.00018847271697416525,-0.0012297367052351179,0.001525961749440144,0.01,9,0.0,0,,0.005,[209],304.0,0.02,1.6883941520810836e+18,2.0,62.555,,,
974,0.36231048337513555,8215,196.5,,,1.6884144e+18,,,,,67.05,,,call,american,2024-01-19,100,130.0,,0.9547810910799701,0.0017980233169589913,-0.02591860052416993,0.10110486850345028,66.9,30,66.1,30,,66.5,[227],323.0,67.05,1.688393447027381e+18,2.0,4.05,,,
1704,0.22503024581444916,1402,251.775,,,1.6884144e+18,,,,,21.6,,,call,american,2025-12-19,100,230.0,,0.4892637711783946,0.0058665864549875225,-0.023941461075222076,1.1751652028077482,22.15,119,21.4,99,,21.775,[232],308.0,21.6,1.6884000684874237e+18,2.0,59.325,,,
1409,0.1985045186979657,382,268.925,,,1.6881552e+18,,,,,4.22,,,call,american,2024-12-20,100,265.0,,0.17179211089559,0.005510930389977147,-0.01463518630049626,0.643530761954211,4.0,117,3.85,146,,3.925,[232],323.0,4.22,1.688152821891e+18,2.0,76.475,,,
604,0.36079011073728273,13028,194.1,,,1.6884144e+18,,,,,48.75,,,call,american,2023-09-15,100,145.0,,0.9708785893757873,0.0020850070050150347,-0.03051620800301103,0.06841585900215973,49.25,30,48.95,30,,49.1,[240],308.0,48.75,1.688402346357249e+18,2.0,1.65,,,
476,0.24826734418074517,3460,178.795,,,1.6884144e+18,,,,,1.21,,,put,american,2023-08-04,100,180.0,,-0.15748652650793182,0.01744399765929101,-0.05055676372404359,0.13663213602545432,1.22,73,1.19,77,,1.205,[227],302.0,1.21,1.688403406744163e+18,2.0,-13.7,,,
735,0.28549011116972817,4298,154.18,,,1.6884144e+18,,,,,0.83,,,put,american,2023-10-20,100,155.0,,-0.059347339662683636,0.0040031597336706816,-0.015000672235505653,0.1449647943921253,0.83,120,0.81,168,,0.82,[209],313.0,0.83,1.6884030205914488e+18,2.0,-38.3,,,
499,,102,192.55,,,1.6849584e+18,,,,,87.7,,,call,american,2023-08-18,100,85.0,,,,,,108.25,9,106.85,81,,107.55,[209],304.0,87.7,1.684936808796e+18,2.0,0.1,,,
1194,0.22440366555274435,16077,217.5,,,1.6884144e+18,,,,,17.3,,,call,american,2024-06-21,100,200.0,,0.5509405252060363,0.009352738183653099,-0.034845088951237974,0.7500797468307496,17.6,128,17.4,30,,17.5,[209],312.0,17.3,1.688402791524199e+18,2.0,25.05,,,
1619,0.19859837736344935,4111,303.005,,,1.6884144e+18,,,,,3.1,,,call,american,2025-06-20,100,300.0,,0.12381523180220703,0.0038183977479302298,-0.010222490250137108,0.5150477174152257,3.1,71,2.91,134,,3.005,[209],300.0,3.1,1.6884031075612762e+18,2.0,110.555,,,
801,0.1840930902326435,208,235.495,,,1.6884144e+18,,,,,0.5,,,call,american,2023-11-17,100,235.0,,0.05495638159888607,0.005154680560507138,-0.010125098352453215,0.170120829269082,0.51,229,0.48,150,,0.495,[227],312.0,0.5,1.6883975423941448e+18,2.0,43.045,,,
1640,0.28553985847297,2636,138.75,,,1.6881552e+18,,,,,6.2,,,put,american,2025-06-20,100,145.0,,-0.13771721273919896,0.003071449206584407,-0.008492574346705004,0.6414963614278985,6.4,150,6.1,191,,6.25,[209],313.0,6.2,1.688155198693e+18,2.0,-53.7,,,
316,0.36298879454847194,14,192.125,,,1.6881552e+18,,,,,20.65,,,put,american,2023-07-21,100,215.0,,-0.9255384035158173,0.011301180120133886,-0.04988226625533817,0.06820372723943875,23.6,78,22.15,28,,22.875,[209],322.0,20.65,1.688155045945e+18,2.0,-0.325,,,
770,0.628672976572184,6,193.75,,,1.685736e+18,,,,,102.43,,,call,american,2023-11-17,100,80.0,,0.9930355130001788,0.0002035711986776356,-0.012356496280674398,0.014534745370565856,114.1,30,113.4,30,,113.75,[232],308.0,102.43,1.685727792091e+18,2.0,1.3,,,
1394,0.2460751152171779,964,219.875,,,1.6884144e+18,,,,,29.81,,,call,american,2024-12-20,100,190.0,,0.6563268613511158,0.006472276316937337,-0.031689439699055556,0.839586694699224,30.15,81,29.6,381,,29.875,[232],312.0,29.81,1.6884014795770465e+18,2.0,27.425,,,
1504,0.22905464350178334,4278,230.25,,,1.6884144e+18,,,,,20.5,,,call,american,2025-01-17,100,210.0,,0.5275104840321246,0.007338706749361303,-0.02954025544920229,0.9808243332361041,20.5,36,20.0,123,,20.25,[209],304.0,20.5,1.6884005416689733e+18,2.0,37.8,,,
290,0.573921727271684,14353,139.975,,,1.6884144e+18,,,,,0.03,,,put,american,2023-07-21,100,140.0,,-0.003245789254916837,0.0004123563372817137,-0.006810814737645373,0.007432930382404459,0.03,131,0.02,209,,0.025,[209],322.0,0.03,1.6884031492980585e+18,2.0,-52.5,,,
924,0.34370844304881243,4694,129.47,,,1.6884144e+18,,,,,0.53,,,put,american,2023-12-15,100,130.0,,-0.028088288594751543,0.001459879001497742,-0.007999989609842838,0.0910618528824029,0.55,488,0.51,597,,0.53,[233],302.0,0.53,1.688399850556961e+18,2.0,-63.0,,,
804,0.19671370671592317,1211,250.175,,,1.6884144e+18,,,,,0.18,,,call,american,2023-11-17,100,250.0,,0.020875097103532962,0.0021811973410062547,-0.004763530514345995,0.0914098971175492,0.19,13,0.16,401,,0.175,[227],323.0,0.18,1.6884012499793713e+18,2.0,57.725,,,
631,0.6478939930405956,2686,84.98,,,1.6881552e+18,,,,,0.02,,,put,american,2023-09-15,100,85.0,,-0.0011352135785277781,6.672753650980502e-05,-0.0013930095879473884,0.0040993081501999405,0.03,157,0.01,157,,0.02,[209],313.0,0.02,1.688133128458e+18,2.0,-107.0,,,
1010,0.6411833720291307,46120,49.98,,,1.6884144e+18,,,,,0.02,,,put,american,2024-01-19,100,50.0,,-0.0006870992676434102,2.5788697206659774e-05,-0.0005207090347330305,0.004743434351199771,0.03,422,0.01,299,,0.02,[209],313.0,0.02,1.6884006526599327e+18,2.0,-142.0,,,
180,0.6411295832763855,188,139.995,,,1.6884144e+18,,,,,0.01,,,put,american,2023-07-14,100,140.0,,-0.0008356960786243913,0.000137671636528585,-0.0028507344101646667,0.0006395694510568997,0.01,19,0.0,0,,0.005,[209],319.0,0.01,1.6883949092091965e+18,2.0,-52.5,,,
1639,0.29066506828472816,846,134.55,,,1.6884144e+18,,,,,5.55,,,put,american,2025-06-20,100,140.0,,-0.12109784820057569,0.0027417334644062544,-0.008057106701152015,0.4929741321382803,5.6,178,5.3,207,,5.45,[227],301.0,5.55,1.6883965430013425e+18,2.0,-57.9,,,
1200,0.19725158534483594,14361,235.825,,,1.6884144e+18,,,,,5.75,,,call,american,2024-06-21,100,230.0,,0.2738922480394132,0.008951670096975624,-0.023502729555168952,0.6389649785448417,5.95,175,5.7,211,,5.825,[209],313.0,5.75,1.688402338750166e+18,2.0,43.375,,,
979,0.2903131085795162,10943,198.575,,,1.6884144e+18,,,,,43.25,,,call,american,2024-01-19,100,155.0,,0.8894289087337545,0.004538856749317938,-0.034958639843735595,0.29186379091366393,43.7,19,43.45,30,,43.575,[232],312.0,43.25,1.6884010276016899e+18,2.0,6.125,,,
1439,0.28456028800746547,328,144.4,,,1.6884144e+18,,,,,5.65,,,put,american,2024-12-20,100,150.0,,-0.14466388890601328,0.0036577582419160446,-0.01073711196732607,0.584933616141091,5.7,154,5.5,253,,5.6,[209],313.0,5.65,1.6883947187704095e+18,2.0,-48.0,,,
596,0.5751537991003451,531,193.425,,,1.6884144e+18,,,,,88.6,,,call,american,2023-09-15,100,105.0,,0.9936543935426613,0.0003113433441594229,-0.017040367874831073,0.012620866916520146,88.55,30,88.3,30,,88.425,[227],323.0,88.6,1.688394921436353e+18,2.0,0.975,,,
130,0.634444406696514,104,192.775,,,1.6884144e+18,,,,,37.43,,,call,american,2023-07-14,100,155.0,,0.9831012145924677,0.0020351697248741038,-0.06018350096444346,0.014343097722259515,37.9,30,37.65,30,,37.775,[232],308.0,37.43,1.6884029303242235e+18,2.0,0.325,,,
1584,0.29051053038320407,347,200.85,,,1.6881552e+18,,,,,101.93,,,call,american,2025-06-20,100,100.0,,0.9701975710769213,0.0006395900931489228,-0.012276690730968478,0.125708194206118,102.2,57,99.5,50,,100.85,[232],308.0,101.93,1.688146879835e+18,2.0,8.4,,,
683,0.36440010136986234,846,194.9,,,1.6881552e+18,,,,,56.4,,,call,american,2023-10-20,100,140.0,,0.9610466122015401,0.002154326004254981,-0.030218037762063523,0.08049307012496482,55.05,30,54.75,30,,54.9,[227],323.0,56.4,1.688155109827e+18,2.0,2.45,,,
1088,0.24617885682373314,5092,205.7,,,1.6884144e+18,,,,,25.45,,,call,american,2024-03-15,100,180.0,,0.7183181094678565,0.008625813980167277,-0.04040290323150832,0.5639476723300665,25.8,68,25.6,136,,25.7,[232],312.0,25.45,1.6884010276016899e+18,2.0,13.25,,,
1245,0.2219220853692093,2016,180.35,,,1.6884144e+18,,,,,14.65,,,put,american,2024-06-21,100,195.0,,-0.44179578598764235,0.011005439426454594,-0.014691511683830415,0.7221991552399862,14.8,238,14.5,42,,14.65,[209],316.0,14.65,1.6883941430701386e+18,2.0,-12.1,,,
1672,0.28302107506631635,481,198.5,,,1.6880688e+18,,,,,125.5,,,call,american,2025-12-19,100,70.0,,0.985935861952477,9.583554008365998e-05,-0.006443776014436855,0.01968830164029141,130.3,30,126.7,30,,128.5,[219],313.0,125.5,1.688055349403e+18,2.0,6.05,,,
143,0.19102661072277885,1952,193.35,,,1.6884144e+18,,,,,5.8,,,call,american,2023-07-14,100,187.5,,0.8090850376551472,0.044883104246447245,-0.10193126794627785,0.08113070264638511,5.9,1,5.8,1,,5.85,[227],323.0,5.8,1.6884033151943485e+18,3.0,0.9,,,
1012,0.576713766547449,4176,59.97,,,1.6878096e+18,,,,,0.05,,,put,american,2024-01-19,100,60.0,,-0.0011221140344995898,4.5161838827811157e-05,-0.0007332235448617057,0.005168344401103182,0.04,345,0.02,15,,0.03,[209],300.0,0.05,1.687786203146e+18,3.0,-132.0,,,
276,1.4613343676140091,2198,69.995,,,1.685736e+18,,,,,0.01,,,put,american,2023-07-21,100,70.0,,-0.0002823772510236739,1.672333754725552e-05,-0.001807887573984573,0.0005886028394846734,0.01,122,0.0,0,,0.005,[209],301.0,0.01,1.685712984898e+18,3.0,-122.0,,,
618,0.1827321900064649,12887,220.465,,,1.6884144e+18,,,,,0.47,,,call,american,2023-09-15,100,220.0,,0.06766116189671839,0.008305070513792062,-0.015644760341187405,0.11180611195723031,0.47,98,0.46,1,,0.465,[209],319.0,0.47,1.6884035548109164e+18,3.0,28.015,,,
1247,0.21224207348093685,703,185.45,,,1.6884144e+18,,,,,19.65,,,put,american,2024-06-21,100,205.0,,-0.5608321493736135,0.012693006166756185,-0.012614444786795263,0.7249128021661971,19.85,232,19.25,143,,19.55,[209],319.0,19.65,1.6884018305183324e+18,3.0,-7.0,,,
281,1.0339966953351822,2292,94.995,,,1.6878096e+18,,,,,0.01,,,put,american,2023-07-21,100,95.0,,-0.00040032327766663617,3.274773435343869e-05,-0.0017676777759300787,0.0006841808011423217,0.01,122,0.0,0,,0.005,[209],316.0,0.01,1.687799468165e+18,3.0,-97.5,,,
1097,0.19104279649887007,4849,229.1,,,1.6884144e+18,,,,,4.11,,,call,american,2024-03-15,100,225.0,,0.23993410547829255,0.010163060493727663,-0.02406531468311194,0.5377277571977899,4.15,101,4.05,169,,4.1,[232],300.0,4.11,1.6884033526222326e+18,3.0,36.65,,,
1043,0.19107279311854225,10,191.275,,,1.6884144e+18,,,,,23.1,,,put,american,2024-01-19,100,215.0,,-0.801458725331837,0.017253081019718983,-0.009139689996037623,0.32899958980608035,24.25,39,23.2,30,,23.725,[209],308.0,23.1,1.6883917658443894e+18,3.0,-1.17,,,
897,0.18208711305779376,3897,231.11,,,1.6884144e+18,,,,,1.1,,,call,american,2023-12-15,100,230.0,,0.10328539205385305,0.007778889346354345,-0.01543245820647726,0.3100147651430207,1.13,126,1.09,121,,1.11,[233],302.0,1.1,1.6884028792552783e+18,3.0,38.66,,,
259,0.19386551111055453,7729,210.065,,,1.6884144e+18,,,,,0.07,,,call,american,2023-07-21,100,210.0,,0.021341970443256336,0.006283411707467285,-0.012490170837225926,0.024728284426393462,0.07,308,0.06,393,,0.065,[209],304.0,0.07,1.688403509201054e+18,3.0,17.615,,,
1114,0.5577000292673899,473,54.965,,,1.6881552e+18,,,,,0.05,,,put,american,2024-03-15,100,55.0,,-0.0011830752208481475,4.351186711286836e-05,-0.0006557683791540489,0.0054199670343668994,0.05,3,0.02,32,,0.035,[209],313.0,0.05,1.688132366253e+18,3.0,-137.0,,,
1147,0.1790835770488165,103,192.0,,,1.6884144e+18,,,,,26.25,,,put,american,2024-03-15,100,220.0,,-0.8721545015144607,0.01705353158578338,-0.003951933150544609,0.25214023044143674,29.1,639,26.9,819,,28.0,[209],300.0,26.25,1.6883918524489068e+18,3.0,-0.45,,,
348,0.45346155020704115,27,193.125,,,1.6884144e+18,,,,,38.65,,,call,american,2023-07-28,100,155.0,,0.9755565091984896,0.0025582193350360384,-0.04507676034386645,0.021551385734210428,38.2,4,38.05,15,,38.125,[209],319.0,38.65,1.6883941920543534e+18,3.0,0.675,,,
1261,,0,192.475,,,1.6866864e+18,,,,,91.01,,,put,american,2024-06-21,100,275.0,,,,,,84.25,51,80.8,50,,82.525,[227],323.0,91.01,1.686663283737e+18,3.0,0.025,,,
1412,0.1959154907524685,69,282.375,,,1.6881552e+18,,,,,2.55,,,call,american,2024-12-20,100,280.0,,0.11490099720786996,0.004257823581441794,-0.010744074486794118,0.4129107962594962,2.44,116,2.31,105,,2.375,[209],313.0,2.55,1.688148565257e+18,3.0,89.925,,,
