,rank,watchlist,date_updated
547,1,383865,2022-05-27 22:00
548,1,383880,2022-05-27 23:00
549,3,383890,2022-05-28 00:00
550,10,384263,2022-05-31 05:00
551,6,384266,2022-05-31 06:00
552,2,384276,2022-05-31 07:00
553,1,384286,2022-05-31 08:00
554,1,384295,2022-05-31 09:00
555,1,384297,2022-05-31 10:00
556,1,384306,2022-05-31 11:00
557,1,384331,2022-05-31 12:00
558,1,384360,2022-05-31 13:00
559,1,384409,2022-05-31 14:00
560,13,384433,2022-05-31 15:00
561,4,384600,2022-06-01 12:00
562,28,384612,2022-06-01 14:00
563,23,384608,2022-06-01 16:00
564,10,384610,2022-06-01 17:00
565,20,384665,2022-06-02 02:00
566,16,384671,2022-06-02 03:00
567,8,384675,2022-06-02 04:00
568,6,384684,2022-06-02 05:00
569,4,384688,2022-06-02 06:00
570,3,384693,2022-06-02 07:00
571,3,384699,2022-06-02 08:00
572,3,384706,2022-06-02 09:00
573,8,384713,2022-06-02 10:00
574,7,384689,2022-06-02 11:00
575,25,384777,2022-06-02 17:00
576,12,385238,2022-06-07 20:00
577,8,385353,2022-06-08 17:00
578,14,385683,2022-06-13 09:00
579,10,385705,2022-06-13 10:00
580,9,385707,2022-06-13 11:00
581,18,385706,2022-06-13 12:00
582,26,385714,2022-06-14 03:00
583,26,385712,2022-06-14 04:00
584,4,385827,2022-06-15 17:00
585,7,385833,2022-06-16 02:00
586,6,385836,2022-06-16 03:00
587,4,385839,2022-06-16 04:00
588,4,385838,2022-06-16 05:00
589,7,385839,2022-06-16 06:00
590,12,385838,2022-06-16 07:00
591,23,386233,2022-06-21 16:00
592,24,386439,2022-06-23 18:00
593,22,386528,2022-06-25 00:00
594,5,386731,2022-06-27 15:00
595,4,386748,2022-06-27 16:00
596,1,386802,2022-06-27 17:00
597,1,386848,2022-06-27 18:00
598,1,386901,2022-06-27 19:00
599,2,386918,2022-06-27 20:00
600,2,386933,2022-06-27 21:00
601,2,386935,2022-06-27 22:00
602,5,386952,2022-06-27 23:00
603,13,386966,2022-06-28 00:00
604,9,386971,2022-06-28 01:00
605,10,386980,2022-06-28 02:00
606,18,386989,2022-06-28 03:00
607,19,387076,2022-06-28 14:00
608,25,387095,2022-06-28 15:00
609,11,387202,2022-06-29 20:00
610,8,387912,2022-07-07 01:00
611,23,387993,2022-07-07 15:00
612,2,387991,2022-07-07 16:00
613,2,388009,2022-07-07 17:00
614,5,388031,2022-07-07 18:00
615,3,388046,2022-07-07 19:00
616,8,388057,2022-07-07 20:00
617,4,388080,2022-07-07 21:00
618,5,388090,2022-07-07 22:00
619,14,388099,2022-07-07 23:00
620,8,388108,2022-07-08 00:00
621,22,388117,2022-07-08 01:00
622,4,388206,2022-07-08 15:00
623,2,388219,2022-07-08 16:00
624,10,388233,2022-07-08 17:00
625,9,388250,2022-07-08 20:00
626,26,388534,2022-07-11 20:00
627,8,388612,2022-07-12 14:00
628,5,388616,2022-07-12 15:00
629,1,388626,2022-07-12 16:00
630,9,388635,2022-07-12 17:00
631,7,388769,2022-07-13 13:00
632,28,388835,2022-07-14 03:00
633,29,389273,2022-07-18 06:00
634,29,389278,2022-07-18 07:00
635,19,389283,2022-07-18 08:00
636,16,389289,2022-07-18 09:00
637,22,389292,2022-07-18 10:00
638,14,389308,2022-07-18 14:00
639,26,389321,2022-07-18 15:00
640,11,389328,2022-07-18 16:00
641,16,389351,2022-07-18 17:00
642,15,389364,2022-07-18 18:00
643,19,389404,2022-07-19 02:00
644,15,389410,2022-07-19 03:00
645,12,389426,2022-07-19 04:00
646,21,389434,2022-07-19 05:00
647,19,389439,2022-07-19 06:00
648,15,389462,2022-07-19 07:00
649,3,389462,2022-07-19 08:00
650,1,389470,2022-07-19 09:00
651,1,389471,2022-07-19 10:00
652,1,389480,2022-07-19 11:00
653,1,389476,2022-07-19 12:00
654,1,389480,2022-07-19 13:00
655,1,389503,2022-07-19 14:00
656,2,389540,2022-07-19 15:00
657,10,389576,2022-07-19 19:00
658,23,389575,2022-07-19 21:00
659,12,389579,2022-07-19 22:00
660,10,389586,2022-07-19 23:00
661,30,389590,2022-07-20 00:00
662,15,389596,2022-07-20 01:00
663,10,389599,2022-07-20 02:00
664,9,389604,2022-07-20 03:00
665,8,389605,2022-07-20 04:00
666,8,389615,2022-07-20 05:00
667,7,389625,2022-07-20 06:00
668,6,389634,2022-07-20 07:00
669,6,389639,2022-07-20 08:00
670,8,389642,2022-07-20 09:00
671,7,389646,2022-07-20 10:00
672,11,389652,2022-07-20 11:00
673,28,389678,2022-07-20 15:00
674,2,389697,2022-07-20 20:00
675,18,389718,2022-07-20 22:00
676,10,389724,2022-07-20 23:00
677,21,389731,2022-07-21 00:00
678,7,389735,2022-07-21 01:00
679,4,389741,2022-07-21 02:00
680,3,389753,2022-07-21 03:00
681,2,389762,2022-07-21 04:00
682,2,389770,2022-07-21 05:00
683,2,389771,2022-07-21 06:00
684,1,389769,2022-07-21 07:00
685,1,389769,2022-07-21 08:00
686,1,389775,2022-07-21 09:00
687,2,389779,2022-07-21 10:00
688,13,389783,2022-07-21 11:00
689,9,389783,2022-07-21 12:00
690,1,389790,2022-07-21 13:00
691,11,389827,2022-07-21 14:00
692,21,389834,2022-07-21 15:00
693,21,389847,2022-07-21 20:00
694,25,389877,2022-07-22 05:00
695,25,389880,2022-07-22 06:00
696,23,389881,2022-07-22 07:00
697,7,389916,2022-07-22 15:00
698,7,389926,2022-07-22 16:00
699,12,390513,2022-07-29 07:00
700,12,390513,2022-07-29 08:00
701,13,390520,2022-07-29 09:00
702,19,390521,2022-07-29 10:00
703,29,390521,2022-07-29 11:00
704,30,390994,2022-08-02 15:00
705,21,391014,2022-08-02 16:00
706,16,391018,2022-08-02 17:00
707,10,391025,2022-08-02 18:00
708,12,391042,2022-08-02 19:00
709,8,391048,2022-08-02 20:00
710,8,391048,2022-08-02 21:00
711,29,391062,2022-08-02 22:00
712,28,391068,2022-08-02 23:00
713,15,391079,2022-08-03 01:00
714,13,391082,2022-08-03 02:00
715,23,391086,2022-08-03 03:00
716,18,391088,2022-08-03 04:00
717,16,391088,2022-08-03 05:00
718,9,391097,2022-08-03 06:00
719,9,391097,2022-08-03 07:00
720,5,391125,2022-08-03 08:00
721,4,391155,2022-08-03 09:00
722,7,391175,2022-08-03 10:00
723,10,391183,2022-08-03 11:00
724,12,391183,2022-08-03 12:00
725,12,391197,2022-08-03 13:00
726,25,391291,2022-08-03 17:00
727,21,391292,2022-08-03 18:00
728,8,391304,2022-08-03 20:00
729,5,391324,2022-08-03 21:00
730,15,391334,2022-08-03 22:00
731,6,391339,2022-08-03 23:00
732,4,391343,2022-08-04 00:00
733,1,391357,2022-08-04 01:00
734,1,391397,2022-08-04 02:00
735,1,391397,2022-08-04 03:00
736,1,391413,2022-08-04 04:00
737,1,391430,2022-08-04 05:00
738,1,391448,2022-08-04 06:00
739,1,391468,2022-08-04 07:00
740,1,391493,2022-08-04 08:00
741,1,391508,2022-08-04 09:00
742,1,391517,2022-08-04 10:00
743,1,391526,2022-08-04 11:00
744,1,391545,2022-08-04 12:00
745,7,391572,2022-08-04 13:00
746,9,391618,2022-08-04 14:00
747,16,391633,2022-08-04 15:00
748,14,391663,2022-08-04 17:00
749,10,391663,2022-08-04 18:00
750,1,391678,2022-08-04 19:00
751,1,391735,2022-08-04 20:00
752,1,391759,2022-08-04 21:00
753,1,391792,2022-08-04 22:00
754,1,391813,2022-08-04 23:00
755,1,391836,2022-08-05 00:00
756,1,391848,2022-08-05 01:00
757,1,391848,2022-08-05 02:00
758,1,391869,2022-08-05 03:00
759,1,391889,2022-08-05 04:00
760,1,391905,2022-08-05 05:00
761,1,391905,2022-08-05 06:00
762,1,391911,2022-08-05 07:00
763,1,391917,2022-08-05 08:00
764,1,391925,2022-08-05 09:00
765,1,391941,2022-08-05 10:00
766,1,391951,2022-08-05 11:00
767,5,391960,2022-08-05 12:00
768,6,391966,2022-08-05 13:00
769,12,391993,2022-08-05 14:00
770,1,392011,2022-08-05 16:00
771,1,392034,2022-08-05 17:00
772,1,392064,2022-08-05 18:00
