,rank,watchlist,date_updated
0,19,2035,2021-12-15 18:00
1,14,2045,2021-12-17 19:00
2,28,2110,2021-12-29 14:00
3,9,2082,2022-01-06 14:00
4,25,2141,2022-01-06 15:00
