,Timestamp,Open,High,Low,Close,Volume,RSI
0,2023-07-26 08:00:00,455.78,455.78,455.24,455.24,42616.0,57.813117351472194
1,2023-07-26 09:00:00,455.35,455.47,454.88,455.1,11451.0,55.76656475223818
2,2023-07-26 10:00:00,455.14,455.14,454.6,454.77,25006.0,57.95620300713091
3,2023-07-26 11:00:00,454.8,455.14,454.69,454.95,116955.0,57.59945368978191
4,2023-07-26 12:00:00,454.7587,456.1,454.37,454.44,236302.0,57.675191777193966
5,2023-07-26 13:00:00,454.39,455.16,454.35,454.8192,4300060.0,58.38738161772468
6,2023-07-26 14:00:00,454.815,454.99,454.05,454.1475,5397462.0,54.52551400862564
7,2023-07-26 15:00:00,454.15,454.98,453.99,454.94,4640794.0,59.89645071961698
8,2023-07-26 16:00:00,454.935,455.13,454.025,454.255,4300595.0,64.82625925527194
9,2023-07-26 17:00:00,454.25,454.481,454.07,454.24,3966747.0,60.603092965283054
10,2023-07-26 18:00:00,454.17,456.99,453.81,456.0,15115153.0,57.246067893155605
11,2023-07-26 19:00:00,456.01,456.21,453.38,455.51,24298496.0,55.17102172435813
12,2023-07-26 20:00:00,455.51,456.61,455.15,455.2,6405689.0,50.79460942798924
13,2023-07-26 21:00:00,455.15,455.51,455.07,455.28,560880.0,47.18757181853583
14,2023-07-26 22:00:00,455.28,455.51,455.05,455.43,103383.0,47.599949494026994
15,2023-07-26 23:00:00,455.47,455.7,455.42,455.6,53733.0,44.64823679119806
16,2023-07-27 08:00:00,457.44,458.32,457.27,458.31,67328.0,34.872799204382844
17,2023-07-27 09:00:00,458.25,458.38,458.1,458.21,14872.0,34.872799204382844
18,2023-07-27 10:00:00,458.17,458.47,458.16,458.2,38749.0,35.23866635891825
19,2023-07-27 11:00:00,458.2,458.73,458.08,458.65,142844.0,35.31512034038816
20,2023-07-27 12:00:00,458.09,459.55,456.85,459.04,822919.0,35.35072971505703
21,2023-07-27 13:00:00,459.03,459.44,458.66,458.9779,7059842.0,32.638677583420076
22,2023-07-27 14:00:00,458.97,459.05,457.27,457.4799,11368418.0,33.39499242904746
23,2023-07-27 15:00:00,457.48,458.01,457.065,457.45,6600576.0,46.69893446670689
24,2023-07-27 16:00:00,457.45,458.5995,457.39,458.384,6085903.0,63.274721965446574
25,2023-07-27 17:00:00,458.39,458.59,455.7,456.04,11225858.0,57.7222900846301
26,2023-07-27 18:00:00,456.04,456.22,452.73,452.73,16326982.0,57.98287997202093
27,2023-07-27 19:00:00,452.73,453.87,451.55,452.48,22113094.0,73.39832630707593
28,2023-07-27 20:00:00,452.49,454.0105,452.4,452.91,7791197.0,74.15726223446539
29,2023-07-27 21:00:00,452.96,452.9802,452.82,452.9,52465.0,72.498989618336
30,2023-07-27 22:00:00,452.86,452.95,452.7,452.88,63337.0,70.46867387868556
31,2023-07-27 23:00:00,452.95,453.0,452.65,452.79,38970.0,70.57619058396116
32,2023-07-28 08:00:00,454.21,454.34,453.65,454.11,25766.0,71.59045286502248
33,2023-07-28 09:00:00,454.14,454.72,454.0,454.57,89747.0,55.49602908962545
34,2023-07-28 10:00:00,454.64,454.64,454.12,454.5,75346.0,55.496029089625445
35,2023-07-28 11:00:00,454.48,455.13,454.0,455.05,258668.0,54.08921702314928
36,2023-07-28 12:00:00,454.73,455.81,452.17,455.78,712707.0,52.86852528642892
37,2023-07-28 13:00:00,455.78,456.59,455.16,456.1499,8654847.0,52.239637787846945
38,2023-07-28 14:00:00,456.14,456.87,455.94,456.7822,11905025.0,54.87425543752067
39,2023-07-28 15:00:00,456.79,457.78,456.59,457.68,7383217.0,59.26093206317465
40,2023-07-28 16:00:00,457.675,457.68,456.88,457.0399,6195072.0,44.449974061073135
41,2023-07-28 17:00:00,457.04,457.045,455.06,456.27,8608150.0,44.57823334855302
42,2023-07-28 18:00:00,456.27,457.36,455.74,457.0099,8266164.0,50.7931789984034
43,2023-07-28 19:00:00,457.01,457.305,452.4918,456.91,18393163.0,42.12496171363386
44,2023-07-28 20:00:00,456.86,456.97,455.0,456.9,7688692.0,48.9053079714401
45,2023-07-28 21:00:00,456.73,457.09,456.73,456.96,79005.0,44.19684209691548
46,2023-07-28 22:00:00,456.92,457.0,456.51,456.7,48233.0,49.94476268352969
47,2023-07-28 23:00:00,456.83,457.01,456.83,457.01,28312.0,47.71631011277342
