,Open,High,Low,Close,Volume,Timestamp
0,455.78,455.78,455.24,455.24,42616.0,2023-07-26 08:00:00
1,455.35,455.47,454.88,455.1,11451.0,2023-07-26 09:00:00
2,455.14,455.14,454.6,454.77,25006.0,2023-07-26 10:00:00
3,454.8,455.14,454.69,454.95,116955.0,2023-07-26 11:00:00
4,454.7587,456.1,454.37,454.44,236302.0,2023-07-26 12:00:00
5,454.39,455.16,454.35,454.8192,4300060.0,2023-07-26 13:00:00
6,454.815,454.99,454.05,454.1475,5397462.0,2023-07-26 14:00:00
7,454.15,454.98,453.99,454.94,4640794.0,2023-07-26 15:00:00
8,454.935,455.13,454.025,454.255,4300595.0,2023-07-26 16:00:00
9,454.25,454.481,454.07,454.24,3966747.0,2023-07-26 17:00:00
10,454.17,456.99,453.81,456.0,15115153.0,2023-07-26 18:00:00
11,456.01,456.21,453.38,455.51,24298496.0,2023-07-26 19:00:00
12,455.51,456.61,455.15,455.2,6405689.0,2023-07-26 20:00:00
13,455.15,455.51,455.07,455.28,560880.0,2023-07-26 21:00:00
14,455.28,455.51,455.05,455.43,103383.0,2023-07-26 22:00:00
15,455.47,455.7,455.42,455.6,53733.0,2023-07-26 23:00:00
16,457.44,458.32,457.27,458.31,67328.0,2023-07-27 08:00:00
17,458.25,458.38,458.1,458.21,14872.0,2023-07-27 09:00:00
18,458.17,458.47,458.16,458.2,38749.0,2023-07-27 10:00:00
19,458.2,458.73,458.08,458.65,142844.0,2023-07-27 11:00:00
20,458.09,459.55,456.85,459.04,822919.0,2023-07-27 12:00:00
21,459.03,459.44,458.66,458.9779,7059842.0,2023-07-27 13:00:00
22,458.97,459.05,457.27,457.4799,11368418.0,2023-07-27 14:00:00
23,457.48,458.01,457.065,457.45,6600576.0,2023-07-27 15:00:00
24,457.45,458.5995,457.39,458.384,6085903.0,2023-07-27 16:00:00
25,458.39,458.59,455.7,456.04,11225858.0,2023-07-27 17:00:00
26,456.04,456.22,452.73,452.73,16326982.0,2023-07-27 18:00:00
27,452.73,453.87,451.55,452.48,22113094.0,2023-07-27 19:00:00
28,452.49,454.0105,452.4,452.91,7791197.0,2023-07-27 20:00:00
29,452.96,452.9802,452.82,452.9,52465.0,2023-07-27 21:00:00
30,452.86,452.95,452.7,452.88,63337.0,2023-07-27 22:00:00
31,452.95,453.0,452.65,452.79,38970.0,2023-07-27 23:00:00
32,454.21,454.34,453.65,454.11,25766.0,2023-07-28 08:00:00
33,454.14,454.72,454.0,454.57,89747.0,2023-07-28 09:00:00
34,454.64,454.64,454.12,454.5,75346.0,2023-07-28 10:00:00
35,454.48,455.13,454.0,455.05,258668.0,2023-07-28 11:00:00
36,454.73,455.81,452.17,455.78,712707.0,2023-07-28 12:00:00
37,455.78,456.59,455.16,456.1499,8654847.0,2023-07-28 13:00:00
38,456.14,456.87,455.94,456.7822,11905025.0,2023-07-28 14:00:00
39,456.79,457.78,456.59,457.68,7383217.0,2023-07-28 15:00:00
40,457.675,457.68,456.88,457.0399,6195072.0,2023-07-28 16:00:00
41,457.04,457.045,455.06,456.27,8608150.0,2023-07-28 17:00:00
42,456.27,457.36,455.74,457.0099,8266164.0,2023-07-28 18:00:00
43,457.01,457.305,452.4918,456.91,18393163.0,2023-07-28 19:00:00
44,456.86,456.97,455.0,456.9,7688692.0,2023-07-28 20:00:00
45,456.73,457.09,456.73,456.96,79005.0,2023-07-28 21:00:00
46,456.92,457.0,456.51,456.7,48233.0,2023-07-28 22:00:00
47,456.83,457.01,456.83,457.01,28312.0,2023-07-28 23:00:00
