,Open,High,Low,Close,Volume,RSI,Timestamp
0,454.47,456.99,453.38,455.51,70897885.0,69.39810221570238,2023-07-26 04:00:00
1,459.02,459.44,451.55,452.49,92090375.0,64.17749959116537,2023-07-27 04:00:00
2,455.88,457.78,452.4918,456.92,80001790.0,71.94720871068687,2023-07-28 04:00:00
