,Timestamp,Open,High,Low,Close,Volume,RSI
69,2023-04-13 04:00:00,409.18,413.84,407.9922,413.47,85785954.0,
70,2023-04-14 04:00:00,412.81,415.09,410.06,412.46,78155845.0,
71,2023-04-17 04:00:00,412.37,413.96,411.085,413.94,66321399.0,
72,2023-04-18 04:00:00,415.58,415.72,412.7802,414.21,63550097.0,
73,2023-04-19 04:00:00,412.22,415.08,412.16,414.14,55227330.0,
74,2023-04-20 04:00:00,411.21,413.7,410.27,411.88,75840359.0,
75,2023-04-21 04:00:00,412.19,412.68,410.17,412.2,73107422.0,
76,2023-04-24 04:00:00,411.99,413.07,410.6,412.63,64324595.0,
77,2023-04-25 04:00:00,410.58,411.16,406.02,406.08,96743071.0,
78,2023-04-26 04:00:00,406.72,407.84,403.78,404.36,80447049.0,
79,2023-04-27 04:00:00,407.0,412.69,406.74,412.41,92943619.0,
80,2023-04-28 04:00:00,411.49,415.94,411.43,415.93,89433137.0,
81,2023-05-01 04:00:00,415.47,417.62,415.265,415.51,62012504.0,
82,2023-05-02 04:00:00,414.77,414.82,407.82,410.84,103880184.0,
83,2023-05-03 04:00:00,411.36,413.87,407.77,408.02,91531769.0,
84,2023-05-04 04:00:00,406.93,407.27,403.74,405.13,94831863.0,
85,2023-05-05 04:00:00,408.91,413.72,408.64,412.63,87627791.0,
86,2023-05-08 04:00:00,412.97,413.24,411.28,412.74,50046768.0,
87,2023-05-09 04:00:00,411.13,412.09,410.6894,410.93,49215359.0,
88,2023-05-10 04:00:00,413.88,414.535,408.87,412.85,96142922.0,
89,2023-05-11 04:00:00,411.95,412.43,409.97,412.13,70147264.0,
90,2023-05-12 04:00:00,413.42,413.64,409.07,411.59,70481548.0,
91,2023-05-15 04:00:00,412.22,413.43,410.23,413.01,54289383.0,
92,2023-05-16 04:00:00,411.86,412.815,410.24,410.25,57705495.0,
93,2023-05-17 04:00:00,412.35,415.855,410.635,415.23,86786957.0,
94,2023-05-18 04:00:00,414.9,419.67,414.67,419.23,97177195.0,
95,2023-05-19 04:00:00,420.17,420.72,417.35,418.62,103793317.0,
96,2023-05-22 04:00:00,418.64,420.39,417.35,418.79,60717899.0,
97,2023-05-23 04:00:00,417.08,418.722,413.68,414.09,86383493.0,
98,2023-05-24 04:00:00,412.42,412.82,409.8795,411.09,89201678.0,
99,2023-05-25 04:00:00,414.74,416.16,412.4101,414.65,90961606.0,
100,2023-05-26 04:00:00,415.33,420.77,415.25,420.02,93829975.0,
101,2023-05-30 04:00:00,422.03,422.58,418.735,420.18,72207960.0,
102,2023-05-31 04:00:00,418.28,419.22,416.22,417.85,110782530.0,
103,2023-06-01 04:00:00,418.09,422.92,416.79,421.82,88758018.0,
104,2023-06-02 04:00:00,424.5,428.74,423.95,427.92,91426171.0,
105,2023-06-05 04:00:00,428.28,429.67,426.37,427.1,70168016.0,
106,2023-06-06 04:00:00,426.67,428.5772,425.99,428.03,63706675.0,
107,2023-06-07 04:00:00,428.44,429.62,426.11,426.55,85344025.0,
108,2023-06-08 04:00:00,426.62,429.6,425.82,429.13,61952842.0,
109,2023-06-09 04:00:00,429.96,431.99,428.87,429.9,85647268.0,
110,2023-06-12 04:00:00,430.92,433.88,430.17,433.8,76256703.0,
111,2023-06-13 04:00:00,435.32,437.33,434.63,436.66,95847204.0,
112,2023-06-14 04:00:00,437.01,439.0612,433.59,437.18,100603680.0,
113,2023-06-15 04:00:00,436.33,443.9,436.23,442.6,110195091.0,
114,2023-06-16 04:00:00,443.02,443.6078,438.97,439.46,114165849.0,
115,2023-06-20 04:00:00,437.45,438.37,435.03,437.18,75935359.0,
116,2023-06-21 04:00:00,436.16,436.99,434.33,434.94,76840751.0,
117,2023-06-22 04:00:00,433.95,436.62,433.6,436.51,70510175.0,
118,2023-06-23 04:00:00,432.93,435.06,432.47,433.21,91981537.0,
119,2023-06-26 04:00:00,432.62,434.61,431.19,431.44,72723560.0,
120,2023-06-27 04:00:00,432.35,436.81,431.88,436.17,73064702.0,
121,2023-06-28 04:00:00,435.05,437.44,434.41,436.39,75635976.0,
122,2023-06-29 04:00:00,435.96,438.28,435.54,438.11,67882304.0,
123,2023-06-30 04:00:00,441.44,444.3,441.11,443.28,104964019.0,
124,2023-07-03 04:00:00,442.92,444.08,442.63,443.79,32593378.0,
125,2023-07-05 04:00:00,441.91,443.889,441.9,443.13,58418432.0,
126,2023-07-06 04:00:00,439.42,440.1,437.06,439.66,80658302.0,
127,2023-07-07 04:00:00,438.63,442.64,438.3,438.55,85434178.0,
128,2023-07-10 04:00:00,438.18,439.84,437.585,439.66,62443501.0,
129,2023-07-11 04:00:00,440.45,442.97,439.44,442.46,64463752.0,
130,2023-07-12 04:00:00,446.39,447.4799,444.91,446.02,91895927.0,
131,2023-07-13 04:00:00,447.9,450.38,447.45,449.56,71975241.0,
132,2023-07-14 04:00:00,450.475,451.36,448.49,449.28,69695823.0,
133,2023-07-17 04:00:00,449.13,451.93,449.08,450.84,52680221.0,
134,2023-07-18 04:00:00,450.5,454.86,450.0484,454.19,80744448.0,
135,2023-07-19 04:00:00,455.01,456.43,454.1119,455.2,65639688.0,
136,2023-07-20 04:00:00,454.17,455.1,451.44,452.18,70575142.0,
137,2023-07-21 04:00:00,453.96,454.165,452.17,452.18,70940618.0,
138,2023-07-24 04:00:00,453.37,455.04,452.298,454.2,54043580.0,
139,2023-07-25 04:00:00,453.92,456.735,453.87,455.44,54844740.0,
140,2023-07-26 04:00:00,454.47,456.99,453.38,455.51,70897885.0,
141,2023-07-27 04:00:00,459.02,459.44,451.55,452.49,92090375.0,
142,2023-07-28 04:00:00,455.88,457.78,452.4918,456.92,80001790.0,
